,Unnamed: 0,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
1665,1665,September 2023 Start Software Engineering Graduate Development Programme (GDP),b3JnOjExNTc0Nw==,Raytheon Intelligence & Space,,,,-,"Harlow, England, United Kingdom",,,,,,,,2022-09-28 00:00:00,2022-10-05 14:15:56,,careers.rtx.com,NO,,,https://www.linkedin.com/jobs/view/3280655427,www.linkedin.com,https://www.linkedin.com/jobs/view/3280655427,September 2023 Start Software Engineering Graduate Development Programme (GDP),"Harlow, Angleterre, Royaume-Uni",Raytheon Intelligence & Space,,Temps plein,"Job Title Software Engineering Graduate Development Programme (GDP)

Role Type: Permanent

Start Date: August/September 2023 (there may be an opportunity to start earlier depending on role requirements)




Clearance Requirements: Successful candidates will be required to complete an SC clearance application


This role offers the candidate the opportunity to join the Air Traffic Management Systems team as a Graduate Software Engineer, working across a range of programmes and R&D studies, developing additional capacity within the Engineering team to further the strategic growth of the business

The Graduate Software Engineer will support activities in relation to the full software lifecycle of the products for UK & Export Customers. This could involve supporting design, test and integration activities that might require travelling in the UK and abroad.

The role will be based at Raytheon’s Harlow facility and the successful candidate will have access to professional development opportunities and be part of the growing Raytheon Technologies team, where the candidate will be required to undertake development studies and investigation activities involving product capability, performance and interfacing.

The role will involve working in a highly technical environment, supporting the team as well as the autonomy to work alone, carrying out hands-on embedded software development. Taking on complex challenges and producing a solution that follows company process in a timely manner is an essential part of the role. A successful candidate will be comfortable integrating into a large team to accomplish their goals.

The successful candidate will also have the opportunity to further progress their career through a mixture of training and experience to develop the correct tools and skillsets required to achieve a successful career within the business.


The Graduate Software Engineer will support the Design Authorities and Engineering teams in a variety of software development activities across the ATMS business area.

This may be in support of development (where improvements to new and existing systems are identified and assessed) and integration (where you could be asked to provide engineering effort to deliver the integration of products onto candidate platforms).

In the role of a Software Engineer, you will work throughout the product life cycle. This will include capturing, developing, designing, verifying and validating system requirements within an Agile eco-system and providing a certified software design ready for production. You will work with other SME’s (subject matter experts) such as system engineers to define and develop the system and its interfaces. It is essential to have excellent communication skills. Further development of these experiences and skills will be one of the main focuses of training programmes and on the job training you will receive.

Key Responsibilities:


Further key activities include support of the strategic drive of the business and the development and execution of engineering initiatives. We would be looking for you to bring your skills to supplement existing capabilities to meet these objectives.

In addition to support to existing teams, the Graduate Software Engineer will be expected to grow their experience within the team and progress to leading their own activities and initiatives.


The Graduate Development Programme (GDP) is a structured training programme our class of graduates on the GDP complete over the course of 2 years in addition to their main role. We work in collaboration with an external supplier, HR and functional experts to deliver a range of training from improving business skills e.g. managing projects, business strategy, company presentation skills etc to team building activities, attending events and developing professional networking skills.








With facilities in Broughton, Waddington, Glenrothes, Harlow, Gloucester, Manchester and a presence across customer sites together with remote working practices. Raytheon UK is invested in the British workforce and the development of UK technology. Across the country Raytheon UK employs over 2,000 people and supports 8,000 jobs. As a prime contractor and major supplier to the UK Ministry of Defence, Raytheon continues to invest in research and development, supporting innovation and technological advances across its core mission areas Weapons & Sensors, and Cyber, Space & Training.

Raytheon UK is a landed company, part of the Raytheon Technologies organisation and sits within the Raytheon Intelligence & Space business.


Raytheon Technologies Corporation is an aerospace and defence company that provides advanced systems and services for commercial, military and government customers worldwide. It comprises four industry-leading businesses – Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space and Raytheon Missiles & Defence. It’s 195,000 employees enable the company to operate at the edge of known science as they imagine and deliver solutions that push the boundaries in quantum physics, electric propulsion, directed energy, hypersonics, avionics and cyber security. The company, formed in 2020 through the combination of Raytheon Company and the United Technologies Corporation aerospace businesses, is headquartered in Waltham, Massachusetts.


Raytheon has a wealth of resources available to help you develop your career from the moment you join. Activities range from on-line learning modules to external training and support for taking professional qualifications relevant to your role.




At Raytheon UK, we’re committed to be building a workforce that represents the true diversity of Britain where all of our colleagues feel enabled to deliver the best work of their lives. We’re proud to be an equal opportunities employer who selects the very best candidates for the job. We truly value the diversity of our workforce work hard to create an inclusive environment where our colleagues can bring the unique skills, experiences and ideas to the table to help us grow our business, create innovative solutions and develop our people.

Our Employee Resource Groups (ERGs) act as the eyes and ears into the community they represent and support us in building a truly inclusive business. Our ERGs are open to all colleagues, regardless of background, and include: Raytheon Women’s Network, RayPride, Young Employees Success Network, Raytheon Veterans Network, Raytheon Alliance for Diverse Abilities and RayBAME.

We’re also delighted to have been recognised as a Gold Award Employer as part of the HM’s Armed Forces Covenant and the Human Rights Campaign’s 2021 Corporate Equality Index as a ‘best place to work for LGBTQ Equality’.

All applicants will receive consideration for employment regardless of race, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other characteristic.

If you need us to make any adjustments to support you during our recruitment process, speak to our recruitment team who will be happy to help."
1693,1693,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Hannover,b3JnOjE2MjQ3,Deloitte,,,,-,"Hannover, Lower Saxony, Germany",,,On-site,,,,,2022-09-28 19:12:20,2022-10-05 14:16:00,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3279789832,www.linkedin.com,https://www.linkedin.com/jobs/view/3279789832,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Hannover,"Hanovre, Basse-Saxe, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich führende Unternehmen bei der Neuausrichtung und Weiterentwicklung von HR beraten? Unser Team weist den führenden Unternehmen von Morgen den Weg mit einzigartiger HR Strategy-Expertise und starkem HR Tech-Knowhow. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als

Standorte: .


Als HR Consultant Strategy & Cloud (m/w/d) berätst du (inter-) nationale Kunden rund um die erfolgreiche Gestaltung von HR-Strategien, HR-Operating-Modellen und digitalen HR-Prozessen – und trägst so zu einer gelungen HR Transformation bei.







Unser Recruiting-Team freut sich auf deine Bewerbungsunterlagen (CV sowie Abitur-, Hochschul- und Arbeitszeugnisse) über unser Online-Formular. Ein Anschreiben ist nicht notwendig.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 32541"
1726,1726,Consultant Energiepolitik (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 03:20:38,2022-10-05 14:16:00,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295195314,www.linkedin.com,https://www.linkedin.com/jobs/view/3295195314,Consultant Energiepolitik (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!





































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1740,1740,"Student Researcher, PhD, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Los Angeles, CA",,,,,,,,2022-09-27 20:23:48,2022-10-05 14:16:00,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289017966,www.linkedin.com,https://www.linkedin.com/jobs/view/3289017966,"Student Researcher, PhD, 2023","Los Angeles, Californie, États-Unis",Google,,Stagiaire / Alternant,"Participation in this program requires that you are located in the United States for the duration of the engagement.

This opportunity is intended for students who are pursuing a PhD degree with an anticipated graduation date after December 2024, depending on their program and unique circumstances. If you are graduating before December 2024, we encourage you to apply to the Research Internship opening.

To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English (PDFs preferred). Please ensure your anticipated graduation dates (in MM/YY) and any proficiency in coding languages are listed on resume

Note: By applying to this position you will have an opportunity to share your preferred working location from the following: .

Minimum qualifications:


Preferred qualifications:




The Student Researcher Program’s primary objective is to foster academic collaborations with students through research at Google. Join us for a paid Student Researcher position that offers the opportunity to work directly with Google research scientists and engineers on research projects.

The Student Researcher Program offers more opportunities for research students to work on critical research projects at Google in a less structured way. The program allows opportunities beyond the limitations of our traditional internship program on aspects such as duration, time commitment, and working location (with options for on-site or remote). The topics student researchers work on tend to be open-ended and exploratory, and don't always have a clear deliverable like a traditional internship would.

Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.

The US base salary range for this full-time position is $105,000-$134,000. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits.





Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
1750,1750,Senior Consultant Regulatory Affairs / Life Sciences (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-22 11:11:33,2022-10-05 14:16:04,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3280350745,www.linkedin.com,https://www.linkedin.com/jobs/view/3280350745,Senior Consultant Regulatory Affairs / Life Sciences (m/w/d) in München,"Munich, Bavière, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich innovative Lösungen entwickeln? Unser Team berät unsere Kunden bei der Entwicklung von Strategien und Maßnahmen, um in einer Welt mit ständig steigender regulatorischer Dichte und Komplexität erfolgreich bestehen zu können. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als .

Standorte: .


Als Senior Consultant Regulatory Affairs (m/w/d) arbeitest du mit unseren Kunden an der Verbesserung von Prozessen, Organisationsstrukturen und IT-Systemen im Bereich der Zulassung von Arzneimitteln und Medizintechnik. Werde Teil davon und leiste deinen Beitrag zu unserem Purpose „Making a global impact that matters – through smart solutions to navigate regulatory complexity”.







Unser Recruiting-Team freut sich auf deine Bewerbungsunterlagen (CV sowie Abitur-, Hochschul- und Arbeitszeugnisse) über unser Online-Formular. Ein Anschreiben ist nicht notwendig.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 31481"
1751,1751,Consultant Energiepolitik (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 03:20:38,2022-10-05 14:16:04,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295195314,www.linkedin.com,https://www.linkedin.com/jobs/view/3295195314,Consultant Energiepolitik (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!





































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1786,1786,Clerk – $40K!,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 14:43:41,2022-10-05 14:16:04,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293653498,www.linkedin.com,https://www.linkedin.com/jobs/view/3293653498,Clerk – $40K!,"Montréal, Québec, Canada",Les Services de gestion Quantum ltée,,Temps plein,"Position: Clerk

Location: DowntownMontreal

Salary: Up to $40K

1-year contract /Full-time

Our client is looking for a to join their team. This is a great opportunity if you are looking to work for a company that offers a great work environment!







This is a great opportunity to learn varied tasks in HR, training will be provided.

Are you interested? Don't miss your chance on this great opportunity! Please send your CV in Word format to Christina Ruffolo at christina.ruffolo@quantum.ca .

For more details, click here .

We’re also bringing the interviews to you by various web applications, virtually! Contact us today for your next opportunity."
1803,1803,Luft- und Raumfahrtingenieur (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 15:20:58,2022-10-05 14:16:08,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296431846,www.linkedin.com,https://www.linkedin.com/jobs/view/3296431846,Luft- und Raumfahrtingenieur (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.engineering@umlaut.com oder telefonisch unter +49 421 558 364 100.

Wir freuen uns auf deine Bewerbung!"
1821,1821,2023 Vendor Manager Working Student (m/w/d),b3JnOjMwNDYxNQ==,Amazon,,,,-,"Munich, Bavaria, Germany",,,,,,,,2022-09-24 10:17:31,2022-10-05 14:16:08,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3244654189,www.linkedin.com,https://www.linkedin.com/jobs/view/3244654189,2023 Vendor Manager Working Student (m/w/d),"Munich, Bavière, Allemagne",Amazon,,Temps plein,"Job Summary

DESCRIPTION

We’re on the lookout for the curious, those who think big and want to define the world of tomorrow. At Amazon, you will grow into the high impact, visionary person you know you’re ready to be. Every day will be filled with exciting new challenges, developing new skills, and achieving personal growth. How often can you say that your work changes the world? At Amazon, you’ll say it often. Join us and define tomorrow.

The Amazon EU Student Programs Team is looking for ambitious working students to join our fast-paced world on our Amazon Retail Services in Germany Munich.

As part of the Retail Vendor Recruitment (RVR) organization, the Vendor Manager evaluates, recruits, and on-boards new vendor partners for our EU Amazon platforms. Targeting the most relevant brands/products for our customers, you will aim at recruiting new vendors, making their selection available on the website, and drive their growth through joint planning of marketing and advertising on Amazon. In close coordination with Retail teams, you will drive new vendors through all the on-boarding phases and their first units shipped up to a long-term successful cooperation.

Key job responsibilities

A day in the life

Please get to know the RVR team in this video - https://youtu.be/65veo0fFn2g



If you’re insatiably curious and always want to learn more, then you’ve come to the right place. Depending on your location, country, job status and other requirements, some or all of the following benefits may be available to you as a working student.

If you’re successful during your working student role, you could be considered for a graduate role after finishing your university studies.

This job application is for the location Munich. If you are interested in joining the team in Berlin apply here:www.amazon.jobs/jobs/2223844?no_int_redir=1

Our Working student start dates vary throughout the year.

Working student length can vary between (6– 12months) and with an option to extend to further 12 months depending on individual performance.

Applications and Assessment Process: Selected candidates will be invited to an online assessment, if successful you’ll attend a virtual interview consisting of a combination of interviews and case studies, focusing on our Leadership Principles. This selection process is subject to change and varies on role and location.

We are committed to diversity, equity, and inclusion, and leveraging our unique perspectives to scale our impact and grow. Amazon has 13 affinity groups (https://www.aboutamazon.com/affinity-groups), sometimes known as employee resource groups, which bring employees together across businesses and locations around the world. With executive and company sponsorship, these groups play an important role in building internal networks for creating a community, advising Amazon business units, leading in service projects, and reaching out to communities where Amazonians live and work.

Want to know more about our opportunities? Visit our EMEA Student Programs Team Events page to register for one of our upcoming events: https://amazonstudentevents.splashthat.com/careers






Amazon values knowledge of Accessibility in relation to its products, devices, services, websites or environments, so as to be usable by people with disabilities.

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.

m/w/d


- Amazon EU SARL(Germany Branch)

Job ID: A2223843"
1827,1827,Manager Insurance / Riskmanagement (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-24 00:54:40,2022-10-05 14:16:08,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283995559,www.linkedin.com,https://www.linkedin.com/jobs/view/3283995559,Manager Insurance / Riskmanagement (m/w/d) in Köln,"Cologne, Rhénanie du Nord-Westphalie, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich Versicherungsunternehmen helfen, Risiken besser zu managen? Unser Team unterstützt umfassend in allen Phasen des Geschäftsprozesses und kombiniert gezielte Erfahrung, tiefes technisches Wissen, führendes Versicherungs- und Prozess Know-how und ein umfangreiches Verständnis von regulatorischen Anforderungen. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als .

Standorte: .


Als Manager Insurance (m/w/d) mit Fokus auf Risikomanagement entwickelst du individuelle Lösungsansätze zur Bewältigung aktueller regulatorischer Herausforderungen in der Versicherungswirtschaft, die u. a. aus der zunehmenden Digitalisierung resultieren – und trägst so zum Unternehmenserfolg bei.







Unser Recruiting-Team freut sich auf deine Bewerbungsunterlagen (CV sowie Abitur-, Hochschul- und Arbeitszeugnisse) über unser Online-Formular.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 32744"
1829,1829,(Junior) Consultant Agile Methoden / Scrum Master (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-10-01 03:19:28,2022-10-05 14:16:08,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296791364,www.linkedin.com,https://www.linkedin.com/jobs/view/3296791364,(Junior) Consultant Agile Methoden / Scrum Master (all genders),"Berlin, Berlin, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!











































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail con-recruiting@umlaut.com

Wir freuen uns auf deine Bewerbung!"
1835,1835,PhD Residency - Quantum Sensor Development Resident,b3JnOjY4MjM4OTA5,SandboxAQ,,,,-,"San Francisco, CA",,,,,,,,2022-09-23 10:43:37,2022-10-05 14:16:08,,www.sandboxaq.com,NO,,,https://www.linkedin.com/jobs/view/3242832873,www.linkedin.com,https://www.linkedin.com/jobs/view/3242832873,PhD Residency - Quantum Sensor Development Resident,"San Francisco, Californie, États-Unis",SandboxAQ,,Temps plein,"Ready to join the AQ era?

SandboxAQ is solving challenging problems with AI + Quantum for positive impact. We partner with global leaders in government, academia, and the private sector to identify applications that would benefit from quantum-based applications to current and future commercial challenges. We engage with customers early and throughout the development process to improve market fit.

Our team’s unique approach enables cross-pollination across a diverse range of fields, from physics, computer science, neuroscience, mathematics, cryptography, natural sciences and more! Our success comes from coalescing diverse talent to create an environment where experimental thinking and collaboration yield breakthrough AI + Quantum solutions. Join a culture where thought leadership, diverse talent, employee engagement, and technological impact will create the next tech uproar.

We are deeply committed to education as a means to advance quantum solutions and computing initiatives. We invest in future talent through internship programs, research papers, developer tools, textbooks, educational talks/events and partnerships with universities/talent hubs to attract multi-disciplinary talent. Our hope is to inspire people from all walks of life to be prepared for the quantum era and encourage a path in STEM.


If you’re a graduate student in STEM ready to bring the new AI + Quantum era to the world, consider joining our residency program at SandboxAQ.

We are currently looking for PhD students in a wide variety of STEM fields — physics, computer science, AI, neuroscience, chemistry, cryptography, mathematics/statistics, biomedical engineering, aerospace engineering, geophysics, and more — to join our world-class team of engineers, scientists and technologists.


Our Biomedical Sensing team focuses on development and deployment of novel quantum sensors, using their superior properties to impact the space of biomedical applications.







SandboxAQ welcomes all.

We are committed to creating an inclusive culture where we have zero tolerance for discrimination. We invest in our employees' personal and professional growth. Once you work with us, you can’t go back to normalcy because great breakthroughs come from great teams and we are the best in quantum technology.

We offer competitive salaries, stock options depending on employment type, education stipends, medical/dental/vision, family planning/fertility, PTO (summer and winter breaks), financial wellness resources, 401(k) plans, and more.

Equal Employment Opportunity: All qualified applicants will receive consideration regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Accommodations: we provide reasonable accommodations for individuals with disabilities in job application procedures for open roles. If you need such an accommodation."
1860,1860,PhD Residency - Quantum Sensor Development Resident,b3JnOjY4MjM4OTA5,SandboxAQ,,,,-,"San Francisco, CA",,,,,,,,2022-09-23 10:43:37,2022-10-05 14:16:11,,www.sandboxaq.com,NO,,,https://www.linkedin.com/jobs/view/3242832873,www.linkedin.com,https://www.linkedin.com/jobs/view/3242832873,PhD Residency - Quantum Sensor Development Resident,"San Francisco, Californie, États-Unis",SandboxAQ,,Temps plein,"Ready to join the AQ era?

SandboxAQ is solving challenging problems with AI + Quantum for positive impact. We partner with global leaders in government, academia, and the private sector to identify applications that would benefit from quantum-based applications to current and future commercial challenges. We engage with customers early and throughout the development process to improve market fit.

Our team’s unique approach enables cross-pollination across a diverse range of fields, from physics, computer science, neuroscience, mathematics, cryptography, natural sciences and more! Our success comes from coalescing diverse talent to create an environment where experimental thinking and collaboration yield breakthrough AI + Quantum solutions. Join a culture where thought leadership, diverse talent, employee engagement, and technological impact will create the next tech uproar.

We are deeply committed to education as a means to advance quantum solutions and computing initiatives. We invest in future talent through internship programs, research papers, developer tools, textbooks, educational talks/events and partnerships with universities/talent hubs to attract multi-disciplinary talent. Our hope is to inspire people from all walks of life to be prepared for the quantum era and encourage a path in STEM.


If you’re a graduate student in STEM ready to bring the new AI + Quantum era to the world, consider joining our residency program at SandboxAQ.

We are currently looking for PhD students in a wide variety of STEM fields — physics, computer science, AI, neuroscience, chemistry, cryptography, mathematics/statistics, biomedical engineering, aerospace engineering, geophysics, and more — to join our world-class team of engineers, scientists and technologists.


Our Biomedical Sensing team focuses on development and deployment of novel quantum sensors, using their superior properties to impact the space of biomedical applications.







SandboxAQ welcomes all.

We are committed to creating an inclusive culture where we have zero tolerance for discrimination. We invest in our employees' personal and professional growth. Once you work with us, you can’t go back to normalcy because great breakthroughs come from great teams and we are the best in quantum technology.

We offer competitive salaries, stock options depending on employment type, education stipends, medical/dental/vision, family planning/fertility, PTO (summer and winter breaks), financial wellness resources, 401(k) plans, and more.

Equal Employment Opportunity: All qualified applicants will receive consideration regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Accommodations: we provide reasonable accommodations for individuals with disabilities in job application procedures for open roles. If you need such an accommodation."
