,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
1684,1685,20220822,university,Queens University Belfast,U,Research Fellows in Optical/Photonic Instrument Design,A,GB
1685,1686,20210909,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,UI Developer,A,GB
1686,1687,20210612,university,University of Cologne,U,PhD position (f/m/d),A,DE
1687,1688,20220305,custom chip fabrication services,"Seeqc, Inc.",O,Quantum Test Engineer_UK,A,GB
1688,1689,20220617,a technology company,IBM,O,IBM Quantum Product Manager (f/m/x),A,DE
1689,1690,20210722,university,Heriot Watt University,U,Research Associate,A,GB
1690,1691,20211217,university,Royal Holloway University of London,U,"Lecturer in Computer Science, Quantum Computing",F,GB
1691,1692,20220319,a research institute of the Max Planck Society,Max Planck Institute for Chemical Energy Conversion,O,Postdocs (m/f/d) | Magnetic Resonance of Complex Materials and Catalysts,P,DE
1692,1693,20211005,"develops, tests and implements components, devices and methods, up to entire machines and manufacturing plants",Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research Associate for Quantum Computing,A,DE
1693,1694,20211109,independent quantum computing company,Cambridge Quantum Computing,O,Senior Business Development Lead,A,DE
1694,1695,20220130,,KETS Quantum Security Ltd,O,Chairperson,A,GB
1695,1696,20211231,symmetric encryption reborn for the cloud,ArQit Limited,O,Solution Architect - Ground Segment,A,GB
1696,1697,20220714,develops and manufactures high-end laser systems for scientific and industrial applications,TOPTICA Photonics,O,Senior Project Manager 1 Hz Laser Systems,A,DE
1697,1698,20210410,,Evi Technologies Limited,O,Research Scientist - Quantum Computing,A,GB
1698,1699,20220511,a high-tech startup,Q.ANT GmbH,O,Technical Project Manager (m/w/d),A,DE
1699,1700,20220627,a national research center in Germany,Deutsches Elektronen-Synchrotron (DESY),O,Postdoc Position in Tensor Networks and Quantum Simulations (T-Nisq),P,DE
1700,1701,20220911,,Qruise,O,Scientific / Technical Writer (remote-ish),A,DE
1701,1702,20220528,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,Sales Development Representative EMEA London / Germany,A,GB
1702,1703,20210501,,Bosch Group,O,Engineer Electronics for Quantum Sensors,A,DE
1703,1704,20220615,university,University of Copenhagen,U,PhD fellowship in experimental superconducting qubit development,A,DK
1704,1705,20211212,,KETS Quantum Security Ltd,O,Head of Operations,A,GB
1705,1706,20220309,an international organisation,European Space Agency,O,Internal Research Fellow (PostDoc) in Physics-Informed (Quantum) Neural Networks in Astrodynamics,P,DE
1706,1707,20220625,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,"Research Scientist, Quantum Error Correction",A,GB
1707,1708,20220805,,Infineon Technologies,O,Master Thesis: Cryogenic Circuit Design for Trapped Ion Quantum Computing (f/m/div)*,A,DE
1708,1709,20220214,automotive embedded software development tools,ETAS,O,Werkstudent - Applied Post-Quantum Kryptographie (w/m/div.),P,DE
1709,1710,20211106,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Ion Trap Physicist,A,GB
1710,1711,20220108,,IC Resources,O,Analog IC Design Engineer - Quantum Computing,A,GB
1711,1712,20210918,independent quantum computing company,Cambridge Quantum Computing,O,QAI/QNLP Research Scientist,A,GB
1712,1713,20220509,diamond company,De Beers Group of Companies,O,Engineering Technician Apprentice,A,GB
1713,1714,20210811,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,DE: Senior Talent Partner,A,DE
1714,1715,20220520,university,University of Birmingham,U,Research Fellow in Ion Cooling and Trapping - Physics and Astronomy - 99583,A,GB
1715,1716,20210410,independent quantum computing company,Cambridge Quantum Computing,O,Software Development Manager,A,GB
1716,1717,20210802,global professional services company,Accenture,O,Blockchain Solution Architect,A,GB
1717,1718,20220729,university,The University of Manchester,U,Research Associate in Atomic Physics,A,GB
1718,1719,20220118,,Helmholtz-Zentrum Dresden-Rossendorf,O,PhD (f/m/d) Quantum materials,A,DE
1719,1720,20220905,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Quantum Materials Scientist Industrial Placement,A,GB
1720,1721,20220821,IoT security company,ANGOKA,O,Operations Executive to COO,A,GB
1721,1722,20220405,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Hardware Modelling Engineer,A,GB
1722,1723,20210227,,UK Research & Innovation (UKRI),O,Business Development Manager,A,GB
1723,1724,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Laboratory Supervisor,A,GB
1724,1725,20210423,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Quality Officer,A,GB
1725,1726,20210423,university,University of Manchester,U,Research Associates in Condensed Matter Theory and Modelling of Quantum 2D Materials x 3 posts,P,GB
1726,1727,20210217,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Quantum Algorithms Developer (m/f/x),A,DE
1727,1728,20220203,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,"Quantum Researcher, Experiment (all levels)",A,DE
1728,1729,20220511,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Senior Computational Scientist - QM/MM Methods,A,GB
1729,1730,20220424,university,The University of Manchester,U,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,A,GB
1730,1731,20220510,cybersecurity company,PQShield,O,Sales & Marketing Ops Associate,A,GB
1731,1732,20210521,a dynamic school that tailors the teaching to each doctoral student individually,Max Planck Institute of Microstructure Physics,O,"Phd / Postdoc (m/f/d) | Design, synthesis, and spectroscopy of electronic interfaces for new quantum technologies",P,DE
1732,1733,20211029,semiconductor and software design company,Arm,O,Research Intern - Systems,I,GB
1733,1734,20220726,university,Technical University of Munich (TUM),U,Student assistant for outreach activities at Munich Quantum Valley (m/f/d),I,DE
1734,1735,20220610,university,Carl von Ossietzky Universitt Oldenburg,U,"Doctoral position (m/f/d), E13",A,DE
1735,1736,20220518,quantum technologies,QuantrolOx Ltd,O,Applied Researcher (2),A,GB
1736,1737,20210503,university,University of Edinburgh,U,Business Development Manager,A,GB
1737,1738,20210622,a technology company,IBM,O,Development engineer system and board design (m / f / x),A,DE
1738,1739,20210501,,Bosch Group,O,Engineer Microintegration of Quantum Sensors,A,DE
1739,1740,20210527,university,Universitt Kassel,U,"Research Assistant (EG 13 TV-H) at the Institute of Nanostructure Technologies and Analytics (INA), Technological Physics, Nano Optics group",A,DE
1740,1741,20220204,a not-for-profit company,Fraunhofer UK Research Ltd,O,Researcher Position: Quantum Technologies Researcher,A,GB
1741,1742,20220305,university,Technical University of Munich (TUM),U,Physics engineer (m/f/d),A,DE
1742,1743,20220608,university,Heriot Watt University,U,Research Associate,A,GB
1743,1744,20210714,independent quantum computing company,Cambridge Quantum Computing,O,Research Scientist - Cryptography (for Quantum Cryptography),A,GB
1744,1745,20220319,university,University of St Andrews,U,Post-doctoral Research Fellow in Quantum Simulators,P,GB
1745,1746,20211026,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Senior/Lead Project Manager,A,GB
1746,1747,20220205,independent quantum computing company,Cambridge Quantum Computing,O,HR Generalist (6 Month FTC),A,GB
1747,1748,20220525,cybersecurity company,PQShield,O,Talent Acquisition Manager (Engineering),A,GB
1748,1749,20210714,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Research Scientist - Germany/Munich,A,DE
1749,1750,19/11/2022,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,Senior Compiler Engineer (Quantum Software),A,GB
1750,1751,20211203,university,University of Southampton,U,Research Fellow in Quantum Optics,A,GB
1751,1752,20220404,a high-tech startup,Q.ANT GmbH,O,Software Developer for novel quantum sensors (m/f/d),A,DE
1752,1753,20220125,university,University of Southampton,U,PhD Studentship - Deep UV QPM materials,A,GB
1753,1754,20211127,international state-of-the-art competence center for science & technology as well as service & transfer for innovations in and by crystalline materials,Leibniz Institute for Crystal Growth (IKZ),O,PhD Student position (m/f/d),A,DE
1754,1755,20220108,telecommunications company,Nu Quantum,O,Electronics/Hardware Engineer,A,GB
1755,1756,20201216,independent quantum computing company,Cambridge Quantum Computing,O,Lead Generation and Market Intelligence Specialist,A,GB
1756,1757,20210331,university,University of Bristol,U,Heilbronn Research Fellowship in Quantum Computing,A,GB
1757,1758,20211126,independent quantum computing company,Cambridge Quantum Computing,O,Research Scientist Applications (Quantum Chemistry),A,GB
1758,1759,20210716,a technology company,IBM,O,Development Engineer Processor Logic Designer (m / f / x),A,DE
1759,1760,20210525,university,University of Oxford,U,Postdoctoral Research Assistant in Low Temperature Quantum Materials Physics,P,GB
1760,1761,20210508,,Infineon Technologies,O,Doctoral Thesis: Quantum Technology (f/m/div)*,A,DE
1761,1762,20211021,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD-Position - Development of scalable superconducting quantum systems,A,DE
1762,1763,20211208,university,University of Sheffield,U,Research Associate in Molecular Beam Epitaxy (MBE) - National Epitaxy Faculty,F,GB
1763,1764,20210526,software solutions,EASYRECRUE,O,Research Engineer Multi-domain Simulation of Quantum Sensors,A,DE
1764,1765,20220528,university,Imperial College London,U,Quantum Centre and Network Manager,A,GB
1765,1766,20210731,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter - Design and Setup of a Versatile Optical Tweezer Array for Quantum Simulation with Yb Rydberg Atoms,A,DE
1766,1767,20210922,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter - Controlling Majorana Modes in Atomic Chains,A,DE
1767,1768,20210709,university,University of Birmingham,U,Research Fellow (Atom Interferometry Navigation),A,GB
1768,1769,20211113,university,University of Glasgow,U,Research Associate,A,GB
1769,1770,20211103,major German automobile manufacturer,Volkswagen AG,O,PhD student (m / f / d) on Quantum Machine Learning,A,DE
1770,1771,20220312,symmetric encryption reborn for the cloud,ArQit Limited,O,Experienced Software QA/Automation/SDET Engineers,A,GB
1771,1772,20211210,"an independent, non-profit research organization",Max Planck Institute for Nuclear Physics,O,Post Doctoral Research Associate (m/f/d) | Quantum dynamics and control,P,DE
1772,1773,20211117,university,Heriot Watt University,U,Research Associate in Optical Sensing Technologies for Medical Applications,A,GB
1773,1774,20210511,a leading provider of high technology tools and systems for research and industry,Oxford Instrumentsi Plc,O,Technical Project Manager,A,GB
1774,1775,20211005,a cutting edge technology company,Quantum Detectors,O,Application Scientist,A,GB
1775,1776,20210911,university,University of Exeter,U,Postdoctoral Research Fellow,P,GB
1776,1777,20220129,university,Leibniz Universitat Hanover,U,"Research Assistant (PhD position, m/f/d) – Photonic quantum system for high-dimensional information processing",A,DE
1777,1778,20210909,a research institute in which scientists and engineers work together,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,Doctoral Researcher Position (m/f/d),A,DE
1778,1779,20220517,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,Leibniz-Gemeinschaft,O,Engineer mechanical engineering (m/f/d),A,DE
1779,1780,20220515,Recruitment Agency,Amazing Prospects Ltd,O,Quantum Computing Software Engineer,A,GB
1780,1781,20210309,telecommunications company,Nu Quantum,O,Electronics Lab Technician,A,GB
1781,1782,20220414,independent quantum computing company,Cambridge Quantum Computing,O,Corporate Counsel,A,GB
1782,1783,20210629,symmetric encryption reborn for the cloud,ArQit Limited,O,Quantum Specialist/Photonics Specialist,A,GB
1783,1784,20220810,the world's leading applied research organisation,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student Assistant / Intern/ Thesis Student Photonic Quantum Technology (IOF-2022-37),I,DE
1784,1785,20220820,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,FPGA Design Engineer,A,GB
1785,1786,20220625,a UK company developing a completely new approach towards quantum computing,ORCA Computing,O,"Electronic Engineer, Quantum",A,GB
1786,1787,20211014,,Fraunhofer-Institut fr Angewandte Optik und Feinmechanik,O,Student Assistant / Intern in Image Processing and GUI Development,I,DE
1787,1788,20211217,,KETS Quantum Security Ltd,O,Cryptographic Engineer,A,GB
1788,1789,20211124,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Strategic Talent Partner (Quantum Technology),A,DE
1789,1790,20220202,university,Technical University of Munich (TUM),U,Quantum Researchers/Engineers (m/f/d),A,DE
1790,1791,20211224,,Atos,O,Technical Expert - Quantum Computing (m/w/d),A,DE
1791,1792,20210415,,Magnetic Shields Ltd.,O,Junior Physicist,A,GB
1792,1793,20220823,university,University of Oxford,U,Postdoctoral Research Assistant in Quantum Engineering,P,GB
1793,1794,20220509,"a team of physicists, chemists, computer scientists and entrepreneurs committed to exploring quantum computing to solve problems that impact people's lives",Algorithmiq Ltd.,O,Lead Software engineer,A,DK
1794,1795,20220912,university,Durham University,U,Research Assistant in Quantum Light and Matter,A,GB
1795,1796,20210217,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Algorithms Research Scientist,A,GB
1796,1797,20210423,university,Newcastle University,U,Research Assistant/Associate in Quantum Gases,A,GB
1797,1798,20220204,develops and manufactures high-end laser systems for scientific and industrial applications,TOPTICA Photonics,O,Physicist / Development Engineer for tunable diode lasers,A,DE
1798,1799,20220305,the largest research institute in the world specializing in general relativity and beyond,Max Planck Institute for Gravitational Physics,O,PhD positions in the AEI 10m Prototype,A,DE
1799,1800,20211212,university,The University of Manchester,U,Research Associate in Quantum Transport of Van Der Waals Materials,A,GB
1800,1801,20211106,"a German educational
institution focused on research, teaching, and innovation",Karlsruhe Institute of Technology (KIT),O,Koordinatorin / Koordinator (w/m/d) der KIT Graduate School of Quantum Matter,A,DE
1801,1802,20220201,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Senior HPC Engineer - Quantum Software and Applications,A,DE
1802,1803,20220614,university,University of Edinburgh,U,Senior Researcher,A,GB
1803,1804,20220209,university,Technische Universitat (TU) Darmstadt,U,Research Assistant/PhD Student (all genders) in Quantum Computing,A,DE
1804,1805,20210331,university,Royal Holloway University of London,U,PDRA Experimental Condensed Matter Physics,A,GB
1805,1806,20220606,"technology, software and digital recruitment consultancy",Understanding Recruitment,O,Applied Researcher,A,GB
1806,1807,20220401,,Max Planck Institute for the Science of Light,O,Student Assistant / Hiwi (m/f/d),I,DE
1807,1808,20210828,university,Heriot Watt University,U,Research Associate in Solid-State Quantum Photonics,A,GB
1808,1809,20210409,,KETS Quantum Security Ltd,O,"Administrative Director, Center for Quantum Networks",A,GB
1809,1810,20221110,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Engagement Manager,A,DE
1810,1811,20211217,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD position - Scanning probe study of exotic quantum phenomena,A,DE
1811,1812,20191102,"a leading provider of market insight and market access through research, media, training, smart events and digital demand generation",Informa Tech,O,Senior Conference Producer,A,GB
1812,1813,20210714,university,University of Birmingham,U,Research Fellow in Cold Atom Gradiometry,A,GB
1813,1814,20210719,university,University of Southampton,U,"Teaching Fellow, Quantum, Light and Matter Group",A,GB
1814,1815,20211008,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Systems Integration Engineer,A,GB
1815,1816,20210309,university,Universitat Konstanz,U,Fifteen PhD and three Post-Doc positions within the Collaborative Research Center SFB 1432 (f/m/d) (2021/048),P,DE
1816,1817,20221118,the world's leading applied research organisation,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Master Thesis in Quantum Machine Learning,I,DE
1817,1818,20201109,independent quantum computing company,Cambridge Quantum Computing,O,Data Engineer,A,GB
1818,1819,20211106,symmetric encryption reborn for the cloud,ArQit Limited,O,Financial Analyst,A,GB
1819,1820,20220331,multinational technology company,Intel,O,PQC Cryptographer (f/m/d),A,DE
1820,1821,20220207,major Japanese manufacturer of computers and electronic devices for consumers and industry,Toshiba,O,Electronics Engineer - Research and Development,A,GB
1821,1822,20220422,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,DevOps/Infrastructure Developer,A,DE
1822,1823,20211218,a provider of transportation services,Deutsche Bahn,O,Expert for post-quantum cryptography (f / m / d),P,DE
1823,1824,20220804,university,University of York,U,Research Trainee - Quantum Readout Technologies,A,GB
1824,1825,20220218,aims to make the technology of quantum computing accessible to users in research and industry,QAR-Lab – Quantum Applications and Research Laboratory,O,Research assistant (m/f/d) with a focus on quantum computing for artificial intelligence,A,DE
1825,1826,20211120,intuitive and cloud-based simulation platform,Quantistry GmbH,O,(Senior) Sales Manager (m/f/d),A,DE
1826,1827,20220130,university,Dresden University of Technology,U,Research Associate / PhD student (m/f/x),A,DE
1827,1828,20220818,a technology company,IBM,O,IBM Quantum Industry Consultant Financial Services (f/m/x),A,DE
1828,1829,20220315,a technology company,IBM,O,Master@IBM - Customer Success Managemen (m/w/x),A,DE
1829,1830,20220803,university,University of Dundee,U,Senior Computational Chemist,A,GB
1830,1831,20211219,,KETS Quantum Security Ltd,O,Senior / Software Engineer,A,GB
1831,1832,20220514,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,"Research Scientist, Quantum Algorithms (Cambridge)",A,GB
1832,1833,20211111,,IC Resources,O,Verification Engineer - ASIC,A,GB
1833,1834,20210319,university,Universitat Konstanz,U,Professorship in Experimental Physics (f/m/d) (2021/078),F,DE
1834,1835,20210706,a leading provider of high technology tools and systems for research and industry,Oxford Instrumentsi Plc,O,Electronic Manufacturing Engineer - FTC (6 Months),A,GB
1835,1836,20220818,university,University College London,U,Research Fellow/Senior Research Fellow: Quantum Networks for Distributed Quantum Computing,A,GB
1836,1837,20210416,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Quantum Error Correction,A,DE
1837,1838,20220915,university,Carl von Ossietzky Universitt Oldenburg,U,"postdoctoral researcher-position (m/f/d), E13",P,DE
1838,1839,20210227,,UK Research & Innovation (UKRI),O,Business Development Manager,A,GB
1839,1840,20220213,university,Durham University,U,PDRA in Quantum Algorithms for Fluid Simulations,A,GB
1840,1841,20210414,independent quantum computing company,Cambridge Quantum Computing,O,Software Engineer - Machine Learning,A,GB
1841,1842,20210410,independent quantum computing company,Cambridge Quantum Computing,O,Backend Software Developer,A,GB
1842,1843,20220924,Japanese multinational information and communications technology equipment and services corporation,Fujitsu,O,Technical Consultant Quantum Computing (w/m/d),A,DE
1843,1844,20210917,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Solid State Quantum Emitters,A,DE
1844,1845,20211204,university,Friedrich-Schiller-Universitt Jena,U,Professorship (W3 or W2 with tenure track to W3) in experimental quantum information technology,F,DE
1845,1846,20210830,"develops, tests and implements components, devices and methods, up to entire machines and manufacturing plants",Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research Associate for Quantum Computing and Quantum Machine Learning,A,DE
1846,1847,20220812,university,Technical University of Munich (TUM),U,Student Assistants/Forschung Praxis for Chair of Micro- and Nano-systems Technology,I,DE
1847,1848,20221130,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research assistant (m/f/d) in the field of quantum computing,A,DE
1848,1849,20210402,university,Technical University of Munich (TUM),U,Postdoctoral researcher or PhD position for the experimental realization of quantum radar,P,DE
1849,1850,20220309,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Gravitational-wave probes of new particle Physics,A,DE
1850,1851,20220415,university,"International Max Planck Research School for Quantum Dynamics in Physics, Chemistry and Biology",U,"Multiple PhD Positions on Quantum Dynamics in Physics, Chemistry and Biology",A,DE
1851,1852,20210522,university,Heriot Watt University,U,Research Associate in Laser Development,A,GB
1852,1853,20220324,,T-Systems International GmbH,O,Senior Quantum Computing Solutions Engineer (m/f/d),A,DE
1853,1854,20210517,university,University of Glasgow,U,Research Associate,A,GB
1854,1855,20210529,university,Carl von Ossietzky Universitt Oldenburg,U,"Postdoctoral researcher position (m/f/d), E13",P,DE
1855,1856,20210724,global pharmatech company,Exscientia,O,Senior Research Scientist - Quantum Mechanics,A,GB
1856,1857,20210423,university,University of Cologne,U,PhD Position (f/m/d),A,DE
1857,1858,20220812,technology company,Microsoft,O,Senior Researcher - Machine Learning for Molecules,A,DE
1858,1859,20210418,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Compiler Engineer,A,GB
1859,1860,20220810,"an independent, non-profit research organization",Max Planck Institute for Nuclear Physics,O,PhD and Postdoc positions (m/f/d) | Ultrafast nonlinear light-matter interaction of small atoms and molecules,P,DE
1860,1861,10/21/2022,university,University of Copenhagen,U,Postdoc - Hybrid Quantum Chemistry on Hybrid Quantum Computers,P,DK
1861,1862,20211206,,Siemens Energy,O,Contract Manager (f/m/d) Project Execution/ Delay and Quantum Expert,A,DE
1862,1863,20220904,university,University of Bristol,U,Research Associate Design Centering for Photonic Integrated Circuits,A,GB
1863,1864,20220816,cloud infrastructure company for quantum computing,Quantum Machines,O,People Business Partner,A,DK
1864,1865,20220818,university,Technische Universitat Imenau,U,PhD candidate (m/f/d) - Department of Mechanical Engineering - ID Number 121/2022,A,DE
1865,1866,20221105,university,Technische Universitt Hamburg,U,Research Associate (m/f/d) / Research Associate (m/f/d) for the Institute of Fluid Dynamics and Ship Theory,A,DE
1866,1867,20220511,cloud infrastructure company for quantum computing,Quantum Machines,O,System Validation Engineer Stuttgart-,A,DE
1867,1868,20210519,telecommunications company,Nu Quantum,O,Photonics Engineer,A,GB
1868,1869,20210429,university,University of Siegen,U,Research Associate (Postdoc) - Eperimental Particle Physics,P,DE
1869,1870,20210526,software solutions,EASYRECRUE,O,Research Scientist Neuroscience for Brain Machine Interface,A,DE
1870,1871,20220605,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Senior Python Developer,A,GB
1871,1872,20220630,a technology company,IBM,O,Front End Engineer- Advanced Prototyping Team,A,GB
1872,1873,20210623,university,University of Oxford,U,Postdoctoral Research Assistant in Ion Trap Quantum Computing,P,GB
1873,1874,20220621,symmetric encryption reborn for the cloud,ArQit Limited,O,Projects Assistant,A,GB
1874,1875,20220114,,GSI Helmholtz Center for Heavy Ion Research,O,Senior Scientist / Researcher (all genders) Tenure Track in Quantum many-body theory: Applications to intense fields and quantum engineering,A,DE
1875,1876,20210817,university,Universitt Kassel,U,"W 2 - Qualification professorship with development commitment (Tenure option) for ""Experimental Physics"" (m/f/d)",F,DE
1876,1877,20220211,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Operations Director,A,DE
1877,1878,20211224,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Theoretical Physics (String Theory/Quantum Gravity),A,DE
1878,1879,20210511,university,Loughborough University,U,Research Associate in Condensed Matter Theory and 2D materials,A,GB
1879,1880,20220324,independent quantum computing company,Cambridge Quantum Computing,O,Finance Director,A,GB
1880,1881,20220226,university,University of Birmingham,U,Research Fellow (Post-Quantum Cryptography)- School of Computer Science - 99158,P,GB
1881,1882,20220623,IoT security company,ANGOKA,O,Project Manager,A,GB
1882,1883,20220315,university,Technical University of Munich (TUM),U,Project Manager (m/w/d) Munich Quantum Valley,A,DE
1883,1884,20220517,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Marketing Assistant,A,GB
1884,1885,20220208,university,University of Leeds,U,Research Fellow in Quantum Communications,A,GB
1885,1886,20210628,a leading global financial services firm,JP Morgan Chase,O,Senior Applied Research Engineer - London - Chief Technology Office,A,GB
1886,1887,20211217,,KETS Quantum Security Ltd,O,Senior / Network Engineer,A,GB
1887,1888,20210227,,UK Research & Innovation (UKRI),O,Deputy Director of Innovation - NQCC,A,GB
1888,1889,20220822,university,Queens University Belfast,U,Research Fellows in Thin Film Microfabrication/MEMS,A,GB
1889,1890,20220723,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,Leibniz-Gemeinschaft,O,Doctoral student (m/f/d) in the Quantum and Topological Nanophotonics group,A,DE
1890,1891,20220409,independent quantum computing company,Cambridge Quantum Computing,O,"Research Engineers, Natural Language Processing (NLP) / Machine Learning (ML)",A,GB
1891,1892,20210920,,KETS Quantum Security Ltd,O,Graduate Electronics Engineer,A,GB
1892,1893,20210612,an international pioneer in the aerospace industry,Airbus,O,Internship/Master Thesis on Quantum Communications (d/f/m),I,DE
1893,1894,20220802,university,University of Oxford,U,Postdoctoral Research Assistant in Coherent Diamond Microcavity Systems,P,GB
1894,1895,20210217,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Quantum Software Specialist (m/f/x),A,DE
1895,1896,20210920,,IC Resources,O,Digital Design Engineer,A,GB
1896,1897,20220818,a national research center in Germany,Deutsches Elektronen-Synchrotron (DESY),O,Project assistance in Center for Quantum Technology and Applications,A,DE
1897,1898,20210923,independent quantum computing company,Cambridge Quantum Computing,O,Quantum Machine Learning Internship,I,GB
1898,1899,20220322,the world's leading applied research organisation,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research Associates for Quantum Computing,A,DE
1899,1900,20200906,telecommunications company,Nu Quantum,O,QRNG Experimental Scientist,A,GB
1900,1901,20211014,,Fraunhofer-Institut fr Angewandte Optik und Feinmechanik,O,Student Assistant for Programming within the Field of Quantum Technology,A,DE
1901,1902,20220411,university,Universitat Hamburg,U,Research Associate Feynman Integration,A,DE
1902,1903,20220818,university,University College London,U,Research Assistant / Research Fellow in Integrated Photonics for Quantum Networks,A,GB
1903,1904,20210310,university,University of Glasgow,U,Professor in Quantum Engineering for Sensors and Timing,F,GB
1904,1905,20220713,university,University of Nottingham,U,Research Associate/Fellow in Ultra Cold Atoms & Quantum Optics (Fixed term),A,GB
1905,1906,20210706,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Ab-initio Simulations of Photon-modified Chemical Reactions,A,DE
1906,1907,20210306,"research, design, develop and manufacture lasers",Novanta,O,Verification Mechanical Design Engineer,A,GB
1907,1908,20220830,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD-Position - Development of scalable superconducting quantum systems,A,DE
1908,1909,20210529,a technology company,IBM,O,Internship/Praktikum: IBM Quantum Community Advocate (m/w/x),I,DE
1909,1910,20220719,Scientific institute,Max Planck Institute for Solid State Research,O,PhD Position (m/f/d) | Light-matter interaction at the atomic scale,A,DE
1910,1911,20210419,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Programme Manager,A,GB
1911,1912,20221125,,Helmholtz-Zentrum Dresden-Rossendorf,O,"PhD student (f/m/d) on the topic ""Spatially resolved single or few ion implantations for quantum technology""",A,DE
1912,1913,20211203,symmetric encryption reborn for the cloud,ArQit Limited,O,Recruitment Coordinator,A,GB
1913,1914,20220615,,NORBLIS,O,Engineers For Developing Novel Mid-Infrared and Quantum Imaging Systems (# Of Pos: 2),A,DK
1914,1915,20220810,the world's leading applied research organisation,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Technical Project Manager in Photonic Quantum Technology (IOF-2022-28),A,DE
1915,1916,20220810,a research institute in which scientists and engineers work together,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,PhD student (m/f/d) 046-22-4320,A,DE
1916,1917,20220822,university,Technischa Universitat Kaiserslautern,U,PhD Student in Computer Science with Focus on Quantum Artificial Intelligence,A,DE
1917,1918,20220430,Developer of quantum computing technologies,Oxford Ionics,O,FPGA Engineer/Senior FPGA Engineer,A,GB
1918,1919,20210501,university,Newcastle University,U,Research Assistant/Associate in Photonics,A,GB
1919,1920,20220415,university,Imperial College London,U,Lecturer in Condensed Matter Theory,F,GB
