,0,1,2,3,4,5,6
3372,001687,20210612,University of Cologne,U,PhD position (f/m/d),A,DE
3373,countRef,openDate,employer,employerType,jobTitle,type,countries
3374,001688,20220305,"Seeqc, Inc.",O,Quantum Test Engineer_UK,A,GB
3375,countRef,openDate,employer,employerType,jobTitle,type,countries
3376,001689,20220617,IBM,O,IBM Quantum Product Manager (f/m/x),A,DE
3377,countRef,openDate,employer,employerType,jobTitle,type,countries
3378,001690,20210722,Heriot Watt University,U,Research Associate,A,GB
3379,countRef,openDate,employer,employerType,jobTitle,type,countries
3380,001691,20211217,Royal Holloway University of London,U,"Lecturer in Computer Science, Quantum Computing",F,GB
3381,countRef,openDate,employer,employerType,jobTitle,type,countries
3382,001692,20220319,Max Planck Institute for Chemical Energy Conversion,O,Postdocs (m/f/d) | Magnetic Resonance of Complex Materials and Catalysts,P,DE
3383,countRef,openDate,employer,employerType,jobTitle,type,countries
3384,001693,20211005,Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research Associate for Quantum Computing,A,DE
3385,countRef,openDate,employer,employerType,jobTitle,type,countries
3386,001694,20211109,Cambridge Quantum Computing,O,Senior Business Development Lead,A,DE
3387,countRef,openDate,employer,employerType,jobTitle,type,countries
3388,001695,20220130,KETS Quantum Security Ltd,O,Chairperson,A,GB
3389,countRef,openDate,employer,employerType,jobTitle,type,countries
3390,001696,20211231,ArQit Limited,O,Solution Architect - Ground Segment,A,GB
3391,countRef,openDate,employer,employerType,jobTitle,type,countries
3392,001697,20220714,TOPTICA Photonics,O,Senior Project Manager 1 Hz Laser Systems,A,DE
3393,countRef,openDate,employer,employerType,jobTitle,type,countries
3394,001698,20210410,Evi Technologies Limited,O,Research Scientist - Quantum Computing,A,GB
3395,countRef,openDate,employer,employerType,jobTitle,type,countries
3396,001699,20220511,Q.ANT GmbH,O,Technical Project Manager (m/w/d),A,DE
3397,countRef,openDate,employer,employerType,jobTitle,type,countries
3398,001700,20220627,Deutsches Elektronen-Synchrotron (DESY),O,Postdoc Position in Tensor Networks and Quantum Simulations (T-Nisq),P,DE
3399,countRef,openDate,employer,employerType,jobTitle,type,countries
3400,001701,20220911,Qruise,O,Scientific / Technical Writer (remote-ish),A,DE
3401,countRef,openDate,employer,employerType,jobTitle,type,countries
3402,001702,20220528,Quantinuum,O,Sales Development Representative EMEA London / Germany,A,GB
3403,countRef,openDate,employer,employerType,jobTitle,type,countries
3404,001703,20210501,Bosch Group,O,Engineer Electronics for Quantum Sensors,A,DE
3405,countRef,openDate,employer,employerType,jobTitle,type,countries
3406,001704,20220615,University of Copenhagen,U,PhD fellowship in experimental superconducting qubit development,A,DK
3407,countRef,openDate,employer,employerType,jobTitle,type,countries
3408,001705,20211212,KETS Quantum Security Ltd,O,Head of Operations,A,GB
3409,countRef,openDate,employer,employerType,jobTitle,type,countries
3410,001706,20220309,European Space Agency,O,Internal Research Fellow (PostDoc) in Physics-Informed (Quantum) Neural Networks in Astrodynamics,P,DE
3411,countRef,openDate,employer,employerType,jobTitle,type,countries
3412,001707,20220625,Quantinuum,O,"Research Scientist, Quantum Error Correction",A,GB
3413,countRef,openDate,employer,employerType,jobTitle,type,countries
3414,001708,20220805,Infineon Technologies,O,Master Thesis: Cryogenic Circuit Design for Trapped Ion Quantum Computing (f/m/div)*,A,DE
3415,countRef,openDate,employer,employerType,jobTitle,type,countries
3416,001709,20220214,ETAS,O,Werkstudent - Applied Post-Quantum Kryptographie (w/m/div.),P,DE
3417,countRef,openDate,employer,employerType,jobTitle,type,countries
3418,001710,20211106,Science and Technology Facilities Council (STFC),O,Ion Trap Physicist,A,GB
3419,countRef,openDate,employer,employerType,jobTitle,type,countries
3420,001711,20220108,IC Resources,O,Analog IC Design Engineer - Quantum Computing,A,GB
3421,countRef,openDate,employer,employerType,jobTitle,type,countries
3422,001712,20210918,Cambridge Quantum Computing,O,QAI/QNLP Research Scientist,A,GB
3423,countRef,openDate,employer,employerType,jobTitle,type,countries
3424,001713,20220509,De Beers Group of Companies,O,Engineering Technician Apprentice,A,GB
3425,countRef,openDate,employer,employerType,jobTitle,type,countries
3426,001714,20210811,Quantum Brilliance,O,DE: Senior Talent Partner,A,DE
3427,countRef,openDate,employer,employerType,jobTitle,type,countries
3428,001715,20220520,University of Birmingham,U,Research Fellow in Ion Cooling and Trapping - Physics and Astronomy - 99583,A,GB
3429,countRef,openDate,employer,employerType,jobTitle,type,countries
3430,001716,20210410,Cambridge Quantum Computing,O,Software Development Manager,A,GB
3431,countRef,openDate,employer,employerType,jobTitle,type,countries
3432,001717,20210802,Accenture,O,Blockchain Solution Architect,A,GB
3433,countRef,openDate,employer,employerType,jobTitle,type,countries
3434,001718,20220729,The University of Manchester,U,Research Associate in Atomic Physics,A,GB
3435,countRef,openDate,employer,employerType,jobTitle,type,countries
3436,001719,20220118,Helmholtz-Zentrum Dresden-Rossendorf,O,PhD (f/m/d) Quantum materials,A,DE
3437,countRef,openDate,employer,employerType,jobTitle,type,countries
3438,001720,20220905,Science and Technology Facilities Council (STFC),O,Quantum Materials Scientist Industrial Placement,A,GB
3439,countRef,openDate,employer,employerType,jobTitle,type,countries
3440,001721,20220821,ANGOKA,O,Operations Executive to COO,A,GB
3441,countRef,openDate,employer,employerType,jobTitle,type,countries
3442,001722,20220405,Riverlane,O,Hardware Modelling Engineer,A,GB
3443,countRef,openDate,employer,employerType,jobTitle,type,countries
3444,001723,20210227,UK Research & Innovation (UKRI),O,Business Development Manager,A,GB
3445,countRef,openDate,employer,employerType,jobTitle,type,countries
3446,001724,20220106,Oxford Quantum Circuits,O,Laboratory Supervisor,A,GB
3447,countRef,openDate,employer,employerType,jobTitle,type,countries
3448,001725,20210423,Science and Technology Facilities Council (STFC),O,Quality Officer,A,GB
3449,countRef,openDate,employer,employerType,jobTitle,type,countries
3450,001726,20210423,University of Manchester,U,Research Associates in Condensed Matter Theory and Modelling of Quantum 2D Materials x 3 posts,P,GB
3451,countRef,openDate,employer,employerType,jobTitle,type,countries
3452,001727,20210217,HQS Quantum Simulations,O,Quantum Algorithms Developer (m/f/x),A,DE
3453,countRef,openDate,employer,employerType,jobTitle,type,countries
3454,001728,20220203,Quantum Brilliance,O,"Quantum Researcher, Experiment (all levels)",A,DE
3455,countRef,openDate,employer,employerType,jobTitle,type,countries
3456,001729,20220511,Science and Technology Facilities Council (STFC),O,Senior Computational Scientist - QM/MM Methods,A,GB
3457,countRef,openDate,employer,employerType,jobTitle,type,countries
3458,001730,20220424,The University of Manchester,U,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,A,GB
3459,countRef,openDate,employer,employerType,jobTitle,type,countries
3460,001731,20220510,PQShield,O,Sales & Marketing Ops Associate,A,GB
3461,countRef,openDate,employer,employerType,jobTitle,type,countries
3462,001732,20210521,Max Planck Institute of Microstructure Physics,O,"Phd / Postdoc (m/f/d) | Design, synthesis, and spectroscopy of electronic interfaces for new quantum technologies",P,DE
3463,countRef,openDate,employer,employerType,jobTitle,type,countries
3464,001733,20211029,Arm,O,Research Intern - Systems,I,GB
3465,countRef,openDate,employer,employerType,jobTitle,type,countries
3466,001734,20220726,Technical University of Munich (TUM),U,Student assistant for outreach activities at Munich Quantum Valley (m/f/d),I,DE
3467,countRef,openDate,employer,employerType,jobTitle,type,countries
3468,001735,20220610,Carl von Ossietzky Universitt Oldenburg,U,"Doctoral position (m/f/d), E13",A,DE
3469,countRef,openDate,employer,employerType,jobTitle,type,countries
3470,001736,20220518,QuantrolOx Ltd,O,Applied Researcher (2),A,GB
3471,countRef,openDate,employer,employerType,jobTitle,type,countries
3472,001737,20210503,University of Edinburgh,U,Business Development Manager,A,GB
3473,countRef,openDate,employer,employerType,jobTitle,type,countries
3474,001738,20210622,IBM,O,Development engineer system and board design (m / f / x),A,DE
3475,countRef,openDate,employer,employerType,jobTitle,type,countries
3476,001739,20210501,Bosch Group,O,Engineer Microintegration of Quantum Sensors,A,DE
3477,countRef,openDate,employer,employerType,jobTitle,type,countries
3478,001740,20210527,Universitt Kassel,U,"Research Assistant (EG 13 TV-H) at the Institute of Nanostructure Technologies and Analytics (INA), Technological Physics, Nano Optics group",A,DE
3479,countRef,openDate,employer,employerType,jobTitle,type,countries
3480,001741,20220204,Fraunhofer UK Research Ltd,O,Researcher Position: Quantum Technologies Researcher,A,GB
3481,countRef,openDate,employer,employerType,jobTitle,type,countries
3482,001742,20220305,Technical University of Munich (TUM),U,Physics engineer (m/f/d),A,DE
3483,countRef,openDate,employer,employerType,jobTitle,type,countries
3484,001743,20220608,Heriot Watt University,U,Research Associate,A,GB
3485,countRef,openDate,employer,employerType,jobTitle,type,countries
3486,001744,20210714,Cambridge Quantum Computing,O,Research Scientist - Cryptography (for Quantum Cryptography),A,GB
3487,countRef,openDate,employer,employerType,jobTitle,type,countries
3488,001745,20220319,University of St Andrews,U,Post-doctoral Research Fellow in Quantum Simulators,P,GB
3489,countRef,openDate,employer,employerType,jobTitle,type,countries
3490,001746,20211026,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Senior/Lead Project Manager,A,GB
3491,countRef,openDate,employer,employerType,jobTitle,type,countries
3492,001747,20220205,Cambridge Quantum Computing,O,HR Generalist (6 Month FTC),A,GB
3493,countRef,openDate,employer,employerType,jobTitle,type,countries
3494,001748,20220525,PQShield,O,Talent Acquisition Manager (Engineering),A,GB
3495,countRef,openDate,employer,employerType,jobTitle,type,countries
3496,001749,20210714,Cambridge Quantum Computing,O,Quantum Research Scientist - Germany/Munich,A,DE
3497,countRef,openDate,employer,employerType,jobTitle,type,countries
3498,001750,2022-11-19,Quantinuum,O,Senior Compiler Engineer (Quantum Software),A,GB
3499,countRef,openDate,employer,employerType,jobTitle,type,countries
3500,001751,20211203,University of Southampton,U,Research Fellow in Quantum Optics,A,GB
3501,countRef,openDate,employer,employerType,jobTitle,type,countries
3502,001752,20220404,Q.ANT GmbH,O,Software Developer for novel quantum sensors (m/f/d),A,DE
3503,countRef,openDate,employer,employerType,jobTitle,type,countries
3504,001753,20220125,University of Southampton,U,PhD Studentship - Deep UV QPM materials,A,GB
3505,countRef,openDate,employer,employerType,jobTitle,type,countries
3506,001754,20211127,Leibniz Institute for Crystal Growth (IKZ),O,PhD Student position (m/f/d),A,DE
3507,countRef,openDate,employer,employerType,jobTitle,type,countries
3508,001755,20220108,Nu Quantum,O,Electronics/Hardware Engineer,A,GB
3509,countRef,openDate,employer,employerType,jobTitle,type,countries
3510,001756,20201216,Cambridge Quantum Computing,O,Lead Generation and Market Intelligence Specialist,A,GB
3511,countRef,openDate,employer,employerType,jobTitle,type,countries
3512,001757,20210331,University of Bristol,U,Heilbronn Research Fellowship in Quantum Computing,A,GB
3513,countRef,openDate,employer,employerType,jobTitle,type,countries
3514,001758,20211126,Cambridge Quantum Computing,O,Research Scientist Applications (Quantum Chemistry),A,GB
3515,countRef,openDate,employer,employerType,jobTitle,type,countries
3516,001759,20210716,IBM,O,Development Engineer Processor Logic Designer (m / f / x),A,DE
3517,countRef,openDate,employer,employerType,jobTitle,type,countries
3518,001760,20210525,University of Oxford,U,Postdoctoral Research Assistant in Low Temperature Quantum Materials Physics,P,GB
3519,countRef,openDate,employer,employerType,jobTitle,type,countries
3520,001761,20210508,Infineon Technologies,O,Doctoral Thesis: Quantum Technology (f/m/div)*,A,DE
3521,countRef,openDate,employer,employerType,jobTitle,type,countries
3522,001762,20211021,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD-Position - Development of scalable superconducting quantum systems,A,DE
3523,countRef,openDate,employer,employerType,jobTitle,type,countries
3524,001763,20211208,University of Sheffield,U,Research Associate in Molecular Beam Epitaxy (MBE) - National Epitaxy Faculty,F,GB
3525,countRef,openDate,employer,employerType,jobTitle,type,countries
3526,001764,20210526,EASYRECRUE,O,Research Engineer Multi-domain Simulation of Quantum Sensors,A,DE
3527,countRef,openDate,employer,employerType,jobTitle,type,countries
3528,001765,20220528,Imperial College London,U,Quantum Centre and Network Manager,A,GB
3529,countRef,openDate,employer,employerType,jobTitle,type,countries
3530,001766,20210731,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter - Design and Setup of a Versatile Optical Tweezer Array for Quantum Simulation with Yb Rydberg Atoms,A,DE
3531,countRef,openDate,employer,employerType,jobTitle,type,countries
3532,001767,20210922,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter - Controlling Majorana Modes in Atomic Chains,A,DE
3533,countRef,openDate,employer,employerType,jobTitle,type,countries
3534,001768,20210709,University of Birmingham,U,Research Fellow (Atom Interferometry Navigation),A,GB
3535,countRef,openDate,employer,employerType,jobTitle,type,countries
3536,001769,20211113,University of Glasgow,U,Research Associate,A,GB
3537,countRef,openDate,employer,employerType,jobTitle,type,countries
3538,001770,20211103,Volkswagen AG,O,PhD student (m / f / d) on Quantum Machine Learning,A,DE
3539,countRef,openDate,employer,employerType,jobTitle,type,countries
3540,001771,20220312,ArQit Limited,O,Experienced Software QA/Automation/SDET Engineers,A,GB
3541,countRef,openDate,employer,employerType,jobTitle,type,countries
3542,001772,20211210,Max Planck Institute for Nuclear Physics,O,Post Doctoral Research Associate (m/f/d) | Quantum dynamics and control,P,DE
3543,countRef,openDate,employer,employerType,jobTitle,type,countries
3544,001773,20211117,Heriot Watt University,U,Research Associate in Optical Sensing Technologies for Medical Applications,A,GB
3545,countRef,openDate,employer,employerType,jobTitle,type,countries
3546,001774,20210511,Oxford Instrumentsi Plc,O,Technical Project Manager,A,GB
3547,countRef,openDate,employer,employerType,jobTitle,type,countries
3548,001775,20211005,Quantum Detectors,O,Application Scientist,A,GB
3549,countRef,openDate,employer,employerType,jobTitle,type,countries
3550,001776,20210911,University of Exeter,U,Postdoctoral Research Fellow,P,GB
3551,countRef,openDate,employer,employerType,jobTitle,type,countries
3552,001777,20220129,Leibniz Universitat Hanover,U,"Research Assistant (PhD position, m/f/d) – Photonic quantum system for high-dimensional information processing",A,DE
3553,countRef,openDate,employer,employerType,jobTitle,type,countries
3554,001778,20210909,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,Doctoral Researcher Position (m/f/d),A,DE
3555,countRef,openDate,employer,employerType,jobTitle,type,countries
3556,001779,20220517,Leibniz-Gemeinschaft,O,Engineer mechanical engineering (m/f/d),A,DE
3557,countRef,openDate,employer,employerType,jobTitle,type,countries
3558,001780,20220515,Amazing Prospects Ltd,O,Quantum Computing Software Engineer,A,GB
3559,countRef,openDate,employer,employerType,jobTitle,type,countries
3560,001781,20210309,Nu Quantum,O,Electronics Lab Technician,A,GB
3561,countRef,openDate,employer,employerType,jobTitle,type,countries
3562,001782,20220414,Cambridge Quantum Computing,O,Corporate Counsel,A,GB
3563,countRef,openDate,employer,employerType,jobTitle,type,countries
3564,001783,20210629,ArQit Limited,O,Quantum Specialist/Photonics Specialist,A,GB
3565,countRef,openDate,employer,employerType,jobTitle,type,countries
3566,001784,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Student Assistant / Intern/ Thesis Student Photonic Quantum Technology (IOF-2022-37),I,DE
3567,countRef,openDate,employer,employerType,jobTitle,type,countries
3568,001785,20220820,Riverlane,O,FPGA Design Engineer,A,GB
3569,countRef,openDate,employer,employerType,jobTitle,type,countries
3570,001786,20220625,ORCA Computing,O,"Electronic Engineer, Quantum",A,GB
3571,countRef,openDate,employer,employerType,jobTitle,type,countries
3572,001787,20211014,Fraunhofer-Institut fr Angewandte Optik und Feinmechanik,O,Student Assistant / Intern in Image Processing and GUI Development,I,DE
3573,countRef,openDate,employer,employerType,jobTitle,type,countries
3574,001788,20211217,KETS Quantum Security Ltd,O,Cryptographic Engineer,A,GB
3575,countRef,openDate,employer,employerType,jobTitle,type,countries
3576,001789,20211124,Quantum Brilliance,O,Strategic Talent Partner (Quantum Technology),A,DE
3577,countRef,openDate,employer,employerType,jobTitle,type,countries
3578,001790,20220202,Technical University of Munich (TUM),U,Quantum Researchers/Engineers (m/f/d),A,DE
3579,countRef,openDate,employer,employerType,jobTitle,type,countries
3580,001791,20211224,Atos,O,Technical Expert - Quantum Computing (m/w/d),A,DE
3581,countRef,openDate,employer,employerType,jobTitle,type,countries
3582,001792,20210415,Magnetic Shields Ltd.,O,Junior Physicist,A,GB
3583,countRef,openDate,employer,employerType,jobTitle,type,countries
3584,001793,20220823,University of Oxford,U,Postdoctoral Research Assistant in Quantum Engineering,P,GB
3585,countRef,openDate,employer,employerType,jobTitle,type,countries
3586,001794,20220509,Algorithmiq Ltd.,O,Lead Software engineer,A,DK
3587,countRef,openDate,employer,employerType,jobTitle,type,countries
3588,001795,20220912,Durham University,U,Research Assistant in Quantum Light and Matter,A,GB
3589,countRef,openDate,employer,employerType,jobTitle,type,countries
3590,001796,20210217,Cambridge Quantum Computing,O,Quantum Algorithms Research Scientist,A,GB
3591,countRef,openDate,employer,employerType,jobTitle,type,countries
3592,001797,20210423,Newcastle University,U,Research Assistant/Associate in Quantum Gases,A,GB
3593,countRef,openDate,employer,employerType,jobTitle,type,countries
3594,001798,20220204,TOPTICA Photonics,O,Physicist / Development Engineer for tunable diode lasers,A,DE
3595,countRef,openDate,employer,employerType,jobTitle,type,countries
3596,001799,20220305,Max Planck Institute for Gravitational Physics,O,PhD positions in the AEI 10m Prototype,A,DE
3597,countRef,openDate,employer,employerType,jobTitle,type,countries
3598,001800,20211212,The University of Manchester,U,Research Associate in Quantum Transport of Van Der Waals Materials,A,GB
3599,countRef,openDate,employer,employerType,jobTitle,type,countries
3600,001801,20211106,Karlsruhe Institute of Technology (KIT),O,Koordinatorin / Koordinator (w/m/d) der KIT Graduate School of Quantum Matter,A,DE
3601,countRef,openDate,employer,employerType,jobTitle,type,countries
3602,001802,20220201,Quantum Brilliance,O,Senior HPC Engineer - Quantum Software and Applications,A,DE
3603,countRef,openDate,employer,employerType,jobTitle,type,countries
3604,001803,20220614,University of Edinburgh,U,Senior Researcher,A,GB
3605,countRef,openDate,employer,employerType,jobTitle,type,countries
3606,001804,20220209,Technische Universitat (TU) Darmstadt,U,Research Assistant/PhD Student (all genders) in Quantum Computing,A,DE
3607,countRef,openDate,employer,employerType,jobTitle,type,countries
3608,001805,20210331,Royal Holloway University of London,U,PDRA Experimental Condensed Matter Physics,A,GB
3609,countRef,openDate,employer,employerType,jobTitle,type,countries
3610,001806,20220606,Understanding Recruitment,O,Applied Researcher,A,GB
3611,countRef,openDate,employer,employerType,jobTitle,type,countries
3612,001807,20220401,Max Planck Institute for the Science of Light,O,Student Assistant / Hiwi (m/f/d),I,DE
3613,countRef,openDate,employer,employerType,jobTitle,type,countries
3614,001808,20210828,Heriot Watt University,U,Research Associate in Solid-State Quantum Photonics,A,GB
3615,countRef,openDate,employer,employerType,jobTitle,type,countries
3616,001809,20210409,KETS Quantum Security Ltd,O,"Administrative Director, Center for Quantum Networks",A,GB
3617,countRef,openDate,employer,employerType,jobTitle,type,countries
3618,001810,20221110,Universal Quantum,O,Engagement Manager,A,DE
3619,countRef,openDate,employer,employerType,jobTitle,type,countries
3620,001811,20211217,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD position - Scanning probe study of exotic quantum phenomena,A,DE
3621,countRef,openDate,employer,employerType,jobTitle,type,countries
3622,001812,20191102,Informa Tech,O,Senior Conference Producer,A,GB
3623,countRef,openDate,employer,employerType,jobTitle,type,countries
3624,001813,20210714,University of Birmingham,U,Research Fellow in Cold Atom Gradiometry,A,GB
3625,countRef,openDate,employer,employerType,jobTitle,type,countries
3626,001814,20210719,University of Southampton,U,"Teaching Fellow, Quantum, Light and Matter Group",A,GB
3627,countRef,openDate,employer,employerType,jobTitle,type,countries
3628,001815,20211008,Oxford Quantum Circuits,O,Systems Integration Engineer,A,GB
3629,countRef,openDate,employer,employerType,jobTitle,type,countries
3630,001816,20210309,Universitat Konstanz,U,Fifteen PhD and three Post-Doc positions within the Collaborative Research Center SFB 1432 (f/m/d) (2021/048),P,DE
3631,countRef,openDate,employer,employerType,jobTitle,type,countries
3632,001817,20221118,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Master Thesis in Quantum Machine Learning,I,DE
3633,countRef,openDate,employer,employerType,jobTitle,type,countries
3634,001818,20201109,Cambridge Quantum Computing,O,Data Engineer,A,GB
3635,countRef,openDate,employer,employerType,jobTitle,type,countries
3636,001819,20211106,ArQit Limited,O,Financial Analyst,A,GB
3637,countRef,openDate,employer,employerType,jobTitle,type,countries
3638,001820,20220331,Intel,O,PQC Cryptographer (f/m/d),A,DE
3639,countRef,openDate,employer,employerType,jobTitle,type,countries
3640,001821,20220207,Toshiba,O,Electronics Engineer - Research and Development,A,GB
3641,countRef,openDate,employer,employerType,jobTitle,type,countries
3642,001822,20220422,Quantagonia,O,DevOps/Infrastructure Developer,A,DE
3643,countRef,openDate,employer,employerType,jobTitle,type,countries
3644,001823,20211218,Deutsche Bahn,O,Expert for post-quantum cryptography (f / m / d),P,DE
3645,countRef,openDate,employer,employerType,jobTitle,type,countries
3646,001824,20220804,University of York,U,Research Trainee - Quantum Readout Technologies,A,GB
3647,countRef,openDate,employer,employerType,jobTitle,type,countries
3648,001825,20220218,QAR-Lab – Quantum Applications and Research Laboratory,O,Research assistant (m/f/d) with a focus on quantum computing for artificial intelligence,A,DE
3649,countRef,openDate,employer,employerType,jobTitle,type,countries
3650,001826,20211120,Quantistry GmbH,O,(Senior) Sales Manager (m/f/d),A,DE
3651,countRef,openDate,employer,employerType,jobTitle,type,countries
3652,001827,20220130,Dresden University of Technology,U,Research Associate / PhD student (m/f/x),A,DE
3653,countRef,openDate,employer,employerType,jobTitle,type,countries
3654,001828,20220818,IBM,O,IBM Quantum Industry Consultant Financial Services (f/m/x),A,DE
3655,countRef,openDate,employer,employerType,jobTitle,type,countries
3656,001829,20220315,IBM,O,Master@IBM - Customer Success Managemen (m/w/x),A,DE
3657,countRef,openDate,employer,employerType,jobTitle,type,countries
3658,001830,20220803,University of Dundee,U,Senior Computational Chemist,A,GB
3659,countRef,openDate,employer,employerType,jobTitle,type,countries
3660,001831,20211219,KETS Quantum Security Ltd,O,Senior / Software Engineer,A,GB
3661,countRef,openDate,employer,employerType,jobTitle,type,countries
3662,001832,20220514,Quantinuum,O,"Research Scientist, Quantum Algorithms (Cambridge)",A,GB
3663,countRef,openDate,employer,employerType,jobTitle,type,countries
3664,001833,20211111,IC Resources,O,Verification Engineer - ASIC,A,GB
3665,countRef,openDate,employer,employerType,jobTitle,type,countries
3666,001834,20210319,Universitat Konstanz,U,Professorship in Experimental Physics (f/m/d) (2021/078),F,DE
3667,countRef,openDate,employer,employerType,jobTitle,type,countries
3668,001835,20210706,Oxford Instrumentsi Plc,O,Electronic Manufacturing Engineer - FTC (6 Months),A,GB
3669,countRef,openDate,employer,employerType,jobTitle,type,countries
3670,001836,20220818,University College London,U,Research Fellow/Senior Research Fellow: Quantum Networks for Distributed Quantum Computing,A,GB
3671,countRef,openDate,employer,employerType,jobTitle,type,countries
3672,001837,20210416,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Quantum Error Correction,A,DE
3673,countRef,openDate,employer,employerType,jobTitle,type,countries
3674,001838,20220915,Carl von Ossietzky Universitt Oldenburg,U,"postdoctoral researcher-position (m/f/d), E13",P,DE
3675,countRef,openDate,employer,employerType,jobTitle,type,countries
3676,001839,20210227,UK Research & Innovation (UKRI),O,Business Development Manager,A,GB
3677,countRef,openDate,employer,employerType,jobTitle,type,countries
3678,001840,20220213,Durham University,U,PDRA in Quantum Algorithms for Fluid Simulations,A,GB
3679,countRef,openDate,employer,employerType,jobTitle,type,countries
3680,001841,20210414,Cambridge Quantum Computing,O,Software Engineer - Machine Learning,A,GB
3681,countRef,openDate,employer,employerType,jobTitle,type,countries
3682,001842,20210410,Cambridge Quantum Computing,O,Backend Software Developer,A,GB
3683,countRef,openDate,employer,employerType,jobTitle,type,countries
3684,001843,20220924,Fujitsu,O,Technical Consultant Quantum Computing (w/m/d),A,DE
3685,countRef,openDate,employer,employerType,jobTitle,type,countries
3686,001844,20210917,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Solid State Quantum Emitters,A,DE
3687,countRef,openDate,employer,employerType,jobTitle,type,countries
3688,001845,20211204,Friedrich-Schiller-Universitt Jena,U,Professorship (W3 or W2 with tenure track to W3) in experimental quantum information technology,F,DE
3689,countRef,openDate,employer,employerType,jobTitle,type,countries
3690,001846,20210830,Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research Associate for Quantum Computing and Quantum Machine Learning,A,DE
3691,countRef,openDate,employer,employerType,jobTitle,type,countries
3692,001847,20220812,Technical University of Munich (TUM),U,Student Assistants/Forschung Praxis for Chair of Micro- and Nano-systems Technology,I,DE
3693,countRef,openDate,employer,employerType,jobTitle,type,countries
3694,001848,20221130,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research assistant (m/f/d) in the field of quantum computing,A,DE
3695,countRef,openDate,employer,employerType,jobTitle,type,countries
3696,001849,20210402,Technical University of Munich (TUM),U,Postdoctoral researcher or PhD position for the experimental realization of quantum radar,P,DE
3697,countRef,openDate,employer,employerType,jobTitle,type,countries
3698,001850,20220309,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Gravitational-wave probes of new particle Physics,A,DE
3699,countRef,openDate,employer,employerType,jobTitle,type,countries
3700,001851,20220415,"International Max Planck Research School for Quantum Dynamics in Physics, Chemistry and Biology",U,"Multiple PhD Positions on Quantum Dynamics in Physics, Chemistry and Biology",A,DE
3701,countRef,openDate,employer,employerType,jobTitle,type,countries
3702,001852,20210522,Heriot Watt University,U,Research Associate in Laser Development,A,GB
3703,countRef,openDate,employer,employerType,jobTitle,type,countries
3704,001853,20220324,T-Systems International GmbH,O,Senior Quantum Computing Solutions Engineer (m/f/d),A,DE
3705,countRef,openDate,employer,employerType,jobTitle,type,countries
3706,001854,20210517,University of Glasgow,U,Research Associate,A,GB
3707,countRef,openDate,employer,employerType,jobTitle,type,countries
3708,001855,20210529,Carl von Ossietzky Universitt Oldenburg,U,"Postdoctoral researcher position (m/f/d), E13",P,DE
3709,countRef,openDate,employer,employerType,jobTitle,type,countries
3710,001856,20210724,Exscientia,O,Senior Research Scientist - Quantum Mechanics,A,GB
3711,countRef,openDate,employer,employerType,jobTitle,type,countries
3712,001857,20210423,University of Cologne,U,PhD Position (f/m/d),A,DE
3713,countRef,openDate,employer,employerType,jobTitle,type,countries
3714,001858,20220812,Microsoft,O,Senior Researcher - Machine Learning for Molecules,A,DE
3715,countRef,openDate,employer,employerType,jobTitle,type,countries
3716,001859,20210418,Oxford Quantum Circuits,O,Compiler Engineer,A,GB
3717,countRef,openDate,employer,employerType,jobTitle,type,countries
3718,001860,20220810,Max Planck Institute for Nuclear Physics,O,PhD and Postdoc positions (m/f/d) | Ultrafast nonlinear light-matter interaction of small atoms and molecules,P,DE
3719,countRef,openDate,employer,employerType,jobTitle,type,countries
3720,001861,10/21/2022,University of Copenhagen,U,Postdoc - Hybrid Quantum Chemistry on Hybrid Quantum Computers,P,DK
3721,countRef,openDate,employer,employerType,jobTitle,type,countries
3722,001862,20211206,Siemens Energy,O,Contract Manager (f/m/d) Project Execution/ Delay and Quantum Expert,A,DE
3723,countRef,openDate,employer,employerType,jobTitle,type,countries
3724,001863,20220904,University of Bristol,U,Research Associate Design Centering for Photonic Integrated Circuits,A,GB
3725,countRef,openDate,employer,employerType,jobTitle,type,countries
3726,001864,20220816,Quantum Machines,O,People Business Partner,A,DK
3727,countRef,openDate,employer,employerType,jobTitle,type,countries
3728,001865,20220818,Technische Universitat Imenau,U,PhD candidate (m/f/d) - Department of Mechanical Engineering - ID Number 121/2022,A,DE
