,countRef,openDate,sector,europages,company_class_1,employer,employerType,jobTitle,type,countries
835,836,20211008,,,university,the university of manchester,U,"research associate: design, fabrication and testing of quantum hall effect sensors for non-destructive testing",A,GB
836,837,20210830,an exempt charity and a common law corporation,,university,university of cambridge,U,research assistant/research associate in multiplexed quantum circuits (fixed term),A,GB
837,838,20210217,integrated systems company,,company,rigetti,O,"senior research engineer, quantum algorithms and applications",A,GB
838,839,20210410,technology company,,company,microsoft,O,quantum hardware researcher,A,DK
839,840,20210605,symmetric encryption reborn for the cloud,category other,,arqit limited,O,senior software engineer - security,A,GB
840,841,20220414,independent quantum computing company,,company,cambridge quantum computing,O,technical solutions specialist cybersecurity,A,DE
841,842,20220614,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,process integration engineer,A,DE
842,843,20221027,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,quantum hardware engineer,A,DE
843,844,20220822,,,university,royal holloway university of london,U,research associate in theoretical particle physics,A,GB
844,845,20210916,,Service Provider,company,ibm,O,senior managing consultant - digital business strategy (f/m/x),A,DE
845,846,20211020,a quantum computing hardware and software company,,company,oxford quantum circuits,O,hr specialist,A,GB
846,847,20210830,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,snr/principal quantum applications developer,A,DE
847,848,20220727,,,university,universitat hamburg,U,research associate - joint phd position between the universitt hamburg and european xfel,A,DE
848,849,20211224,,,university,technical university of munich (tum),U,projektkoordinator (m/w/d) munich quantum valley,A,DE
849,850,20220115,,Service Provider,,helmholtz-zentrum dresden-rossendorf,O,postdoc (f/m/d) - noisy quantum computing for matter under extreme conditions,P,DE
850,851,20220414,,,university,technical university of munich (tum),U,"ph.d. student for quantum circuit compilation (m/f/d, full time e13)",A,DE
851,852,20210306,,,university,universitat hamburg,U,projektleitung ausstellung,A,DE
852,853,20211008,mechanical workshops,Manufacturer/ Producer,,trumpf,O,"internship in data science, machine learning and quantum computing",A,DE
853,854,20220821,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,senior fpga and hardware design engineer,A,GB
854,855,20210711,,,university,university of oxford,U,postdoctoral research assistant in computational physics,P,GB
855,856,20220108,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,embedded software engineer,A,GB
856,857,20220406,,,university,universitat hamburg,U,research associate entanglement analysis of quantum dynamics,A,DE
857,858,20220822,,,university,queens university belfast,U,research fellows in optical imaging and spectroscopy,A,GB
858,859,20211121,,,university,technical university of munich (tum),U,full-time research assistant (m/f/d): quantum computing for li-ion battery simulation,A,DE
859,860,20211204,"electronic capital goods for industry, infrastructure operators and government customers",Service Provider,,rohde & schwarz gmbh & co. kg,O,quantum computing security (m / f/ d) research and development,A,DE
860,861,20211211,,,university,universitat hamburg,U,research associate for the project theory of hybrid quantum systems,A,DE
861,862,20210911,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,ion trap physicist- quantum computing,A,GB
862,863,20210508,,Service Provider,,bosch group,O,research engineer multi-domain simulation of quantum sensors,A,DE
863,864,20210402,"a German educational
institution focused on research, teaching, and innovation",,,karlsruhe institute of technology (kit),O,theoretical chemist (f/m/d) with completed doctorate,A,DE
864,865,20220721,,,university,university of copenhagen,U,postdoctoral fellowship in nanoelectronics at the niels bohr institute,P,DK
865,866,20210218,,,university,university of copenhagen,U,tenure track assistant professor / associate professor in experimental quantum photonics,F,DK
866,867,20211224,intuitive and cloud-based simulation platform,,company,quantistry gmbh,O,(senior) sales manager (m/f/d),A,DE
867,868,20221018,develops and manufactures high-end laser systems for scientific and industrial applications,,company,toptica photonics,O,key account project coordinator (m/w/d) quantum technologies,A,DE
868,869,20220917,,,,psiquantum,O,"software engineer, controls",A,GB
869,870,20220504,,Service Provider,,ic resources,O,security software engineer,A,GB
870,871,20210727,independent quantum computing company,,company,cambridge quantum computing,O,"research engineers, natural language processing (nlp) / machine learning (m",A,GB
871,872,20210906,,,university,university of exeter,U,postdoctoral research fellow,P,GB
872,873,20210612,,,university,leibniz universitat hanover,U,wissenschaftliche mitarbeit (m/w/d) in quanten technologien mit schwerpunkt quantensimulation in offenen systemen,A,DE
873,874,20220106,a quantum computing hardware and software company,,company,oxford quantum circuits,O,algorithm developer,A,GB
874,875,20210227,quantum computing company,,company,"d-wave systems, inc.",O,"regional sales manager (saas, cloud, professional services) - eu/uk based",A,GB
875,876,20211011,a multi-service agency,,company,aspire cambridge,O,"grants manager (cambridge or pisa, italy)",A,GB
876,877,20220215,"a trusted global innovator
of IT and business services",,company,ntt data deutschland,O,teamlead (m/w/d),A,DE
877,878,20210716,a leading global financial services firm,Service Provider,company,jp morgan chase,O,software engineering,A,GB
878,879,20220413,public German university,,university,university of rostock,U,p 77/2022 research assistant (m/f/d),A,DE
879,880,20211214,a university,,university,carl von ossietzky universitt oldenburg,U,"research associate (m/f/d), e13",A,DE
880,881,20220107,a quantum computing hardware and software company,,company,oxford quantum circuits,O,fpga engineer,A,GB
881,882,20211016,"an independent, non-profit research organization",,,max planck institute for physics,O,postdoc (m/f/d) | quantum field theory,P,DE
882,883,20221109,research and development organization,,,fraunhofer-gesellschaft (fraunhofer society),O,research engineer in the field of active silicon photonics (iof-2022-103),A,DE
883,884,20210819,a forefront research organizations in the fields of quantum physics and photonics,,,max planck institute of quantum optics (mpq),O,engineer for electrical engineering (communications engineering) (m / f / d),A,DE
884,885,20220222,telecommunications company,,company,nu quantum,O,optics engineer,A,GB
