,code,context,work_context
2075,27-2042.00,13,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2076,27-2042.00,12,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2077,27-2042.00,11,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2078,27-2042.00,10,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2079,27-2042.00,8,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2080,27-2042.00,8,Exposed to High Places — How often does this job require exposure to high places?
2081,27-2042.00,7,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2082,27-2042.00,7,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2083,27-2042.00,5,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2084,27-2042.00,4,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2085,27-2042.00,4,Degree of Automation — How automated is the job?
2086,27-2042.00,3,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2087,27-2042.00,0,Exposed to Radiation — How often does this job require exposure to radiation?
2088,27-2042.00,0,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2089,27-2042.00,0,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2090,17-3026.01,100,Electronic Mail — How often do you use electronic mail in this job?
2091,17-3026.01,99,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
2092,17-3026.01,94,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2093,17-3026.01,89,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2094,17-3026.01,88,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
2095,17-3026.01,80,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2096,17-3026.01,79,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2097,17-3026.01,78,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2098,17-3026.01,78,Telephone — How often do you have telephone conversations in this job?
2099,17-3026.01,75,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
2100,17-3026.01,75,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2101,17-3026.01,74,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2102,17-3026.01,65,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
2103,17-3026.01,63,Time Pressure — How often does this job require the worker to meet strict deadlines?
2104,17-3026.01,62,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
2105,17-3026.01,62,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
2106,17-3026.01,58,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
2107,17-3026.01,56,Letters and Memos — How often does the job require written letters and memos?
2108,17-3026.01,56,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
2109,17-3026.01,56,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
2110,17-3026.01,54,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2111,17-3026.01,52,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
2112,17-3026.01,50,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
2113,17-3026.01,50,Spend Time Standing — How much does this job require standing?
2114,17-3026.01,49,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
2115,17-3026.01,48,Spend Time Sitting — How much does this job require sitting?
2116,17-3026.01,47,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
2117,17-3026.01,45,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2118,17-3026.01,42,Degree of Automation — How automated is the job?
2119,17-3026.01,41,Deal With External Customers — How important is it to work with external customers or the public in this job?
2120,17-3026.01,41,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2121,17-3026.01,37,Public Speaking — How often do you have to perform public speaking in this job?
2122,17-3026.01,34,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
2123,17-3026.01,33,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
2124,17-3026.01,32,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
2125,17-3026.01,28,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
2126,17-3026.01,25,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
2127,17-3026.01,24,Spend Time Walking and Running — How much does this job require walking and running?
2128,17-3026.01,22,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
2129,17-3026.01,21,Exposed to Radiation — How often does this job require exposure to radiation?
2130,17-3026.01,17,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
2131,17-3026.01,16,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
2132,17-3026.01,14,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2133,17-3026.01,11,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
2134,17-3026.01,10,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
2135,17-3026.01,8,Exposed to High Places — How often does this job require exposure to high places?
2136,17-3026.01,7,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2137,17-3026.01,6,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
2138,17-3026.01,6,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
2139,17-3026.01,6,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2140,17-3026.01,4,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2141,17-3026.01,4,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2142,17-3026.01,2,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2143,17-3026.01,2,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2144,17-3026.01,1,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2145,27-3023.00,97,Time Pressure — How often does this job require the worker to meet strict deadlines?
2146,27-3023.00,96,Electronic Mail — How often do you use electronic mail in this job?
2147,27-3023.00,91,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2148,27-3023.00,89,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2149,27-3023.00,89,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
2150,27-3023.00,88,Telephone — How often do you have telephone conversations in this job?
2151,27-3023.00,87,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2152,27-3023.00,86,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
2153,27-3023.00,84,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
2154,27-3023.00,83,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2155,27-3023.00,79,Spend Time Sitting — How much does this job require sitting?
2156,27-3023.00,75,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
2157,27-3023.00,72,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
2158,27-3023.00,72,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2159,27-3023.00,68,Deal With External Customers — How important is it to work with external customers or the public in this job?
2160,27-3023.00,60,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
2161,27-3023.00,58,Letters and Memos — How often does the job require written letters and memos?
2162,27-3023.00,54,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2163,27-3023.00,54,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
2164,27-3023.00,51,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
2165,27-3023.00,50,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
2166,27-3023.00,48,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
2167,27-3023.00,48,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
2168,27-3023.00,45,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
2169,27-3023.00,45,Public Speaking — How often do you have to perform public speaking in this job?
2170,27-3023.00,45,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
2171,27-3023.00,42,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2172,27-3023.00,41,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
2173,27-3023.00,41,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
2174,27-3023.00,38,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
2175,27-3023.00,35,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
2176,27-3023.00,32,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2177,27-3023.00,29,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
2178,27-3023.00,29,Spend Time Standing — How much does this job require standing?
2179,27-3023.00,27,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
2180,27-3023.00,27,Spend Time Walking and Running — How much does this job require walking and running?
2181,27-3023.00,26,Degree of Automation — How automated is the job?
2182,27-3023.00,26,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
2183,27-3023.00,19,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
2184,27-3023.00,18,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
2185,27-3023.00,11,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2186,27-3023.00,11,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2187,27-3023.00,10,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
2188,27-3023.00,10,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
2189,27-3023.00,9,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
2190,27-3023.00,8,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2191,27-3023.00,8,Exposed to High Places — How often does this job require exposure to high places?
2192,27-3023.00,8,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2193,27-3023.00,8,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2194,27-3023.00,7,Exposed to Radiation — How often does this job require exposure to radiation?
2195,27-3023.00,5,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2196,27-3023.00,4,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2197,27-3023.00,4,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2198,27-3023.00,4,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2199,27-3023.00,3,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2200,19-4051.00,100,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2201,19-4051.00,96,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2202,19-4051.00,95,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
2203,19-4051.00,95,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2204,19-4051.00,94,Telephone — How often do you have telephone conversations in this job?
2205,19-4051.00,92,Exposed to Radiation — How often does this job require exposure to radiation?
2206,19-4051.00,91,Electronic Mail — How often do you use electronic mail in this job?
2207,19-4051.00,87,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
2208,19-4051.00,86,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
2209,19-4051.00,84,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
2210,19-4051.00,83,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2211,19-4051.00,83,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
2212,19-4051.00,82,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
2213,19-4051.00,82,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
2214,19-4051.00,81,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2215,19-4051.00,80,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
2216,19-4051.00,77,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
2217,19-4051.00,77,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2218,19-4051.00,76,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2219,19-4051.00,75,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
2220,19-4051.00,74,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
2221,19-4051.00,73,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2222,19-4051.00,72,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
2223,19-4051.00,68,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2224,19-4051.00,67,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
2225,19-4051.00,64,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
2226,19-4051.00,64,Time Pressure — How often does this job require the worker to meet strict deadlines?
2227,19-4051.00,64,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2228,19-4051.00,58,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
2229,19-4051.00,58,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2230,19-4051.00,56,Exposed to High Places — How often does this job require exposure to high places?
2231,19-4051.00,56,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
2232,19-4051.00,56,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
2233,19-4051.00,56,Spend Time Walking and Running — How much does this job require walking and running?
2234,19-4051.00,54,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2235,19-4051.00,53,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
2236,19-4051.00,52,Spend Time Standing — How much does this job require standing?
2237,19-4051.00,49,Letters and Memos — How often does the job require written letters and memos?
2238,19-4051.00,43,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2239,19-4051.00,41,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
2240,19-4051.00,39,Public Speaking — How often do you have to perform public speaking in this job?
2241,19-4051.00,39,Spend Time Sitting — How much does this job require sitting?
2242,19-4051.00,37,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
2243,19-4051.00,34,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
2244,19-4051.00,33,Degree of Automation — How automated is the job?
2245,19-4051.00,31,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
2246,19-4051.00,30,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2247,19-4051.00,29,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
2248,19-4051.00,24,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2249,19-4051.00,23,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
2250,19-4051.00,19,Deal With External Customers — How important is it to work with external customers or the public in this job?
2251,19-4051.00,18,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2252,19-4051.00,15,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2253,19-4051.00,14,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
2254,19-4051.00,6,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2255,47-2152.00,91,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
2256,47-2152.00,90,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2257,47-2152.00,88,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2258,47-2152.00,85,Spend Time Standing — How much does this job require standing?
2259,47-2152.00,84,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
2260,47-2152.00,83,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2261,47-2152.00,80,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
2262,47-2152.00,80,Telephone — How often do you have telephone conversations in this job?
2263,47-2152.00,79,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2264,47-2152.00,79,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2265,47-2152.00,79,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
2266,47-2152.00,78,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2267,47-2152.00,77,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2268,47-2152.00,76,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
2269,47-2152.00,76,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
2270,47-2152.00,76,Time Pressure — How often does this job require the worker to meet strict deadlines?
2271,47-2152.00,75,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
2272,47-2152.00,75,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2273,47-2152.00,74,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2274,47-2152.00,73,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
2275,47-2152.00,73,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
2276,47-2152.00,73,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
2277,47-2152.00,70,Spend Time Walking and Running — How much does this job require walking and running?
2278,47-2152.00,68,Exposed to High Places — How often does this job require exposure to high places?
2279,47-2152.00,68,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
2280,47-2152.00,68,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
2281,47-2152.00,67,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
2282,47-2152.00,65,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2283,47-2152.00,65,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
2284,47-2152.00,62,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2285,47-2152.00,61,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
2286,47-2152.00,58,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
2287,47-2152.00,57,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2288,47-2152.00,53,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2289,47-2152.00,52,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
2290,47-2152.00,50,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
2291,47-2152.00,50,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
2292,47-2152.00,48,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
2293,47-2152.00,48,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
2294,47-2152.00,47,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
2295,47-2152.00,47,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
2296,47-2152.00,46,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2297,47-2152.00,46,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2298,47-2152.00,43,Deal With External Customers — How important is it to work with external customers or the public in this job?
2299,47-2152.00,40,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
2300,47-2152.00,39,Letters and Memos — How often does the job require written letters and memos?
2301,47-2152.00,38,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2302,47-2152.00,26,Electronic Mail — How often do you use electronic mail in this job?
2303,47-2152.00,21,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
2304,47-2152.00,20,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2305,47-2152.00,17,Degree of Automation — How automated is the job?
2306,47-2152.00,17,Spend Time Sitting — How much does this job require sitting?
2307,47-2152.00,12,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2308,47-2152.00,11,Exposed to Radiation — How often does this job require exposure to radiation?
2309,47-2152.00,11,Public Speaking — How often do you have to perform public speaking in this job?
2310,33-3051.00,97,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2311,33-3051.00,97,Deal With External Customers — How important is it to work with external customers or the public in this job?
2312,33-3051.00,95,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
2313,33-3051.00,94,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
2314,33-3051.00,93,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2315,33-3051.00,93,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
2316,33-3051.00,93,Telephone — How often do you have telephone conversations in this job?
2317,33-3051.00,92,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
2318,33-3051.00,92,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2319,33-3051.00,91,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
2320,33-3051.00,86,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2321,33-3051.00,86,Responsible for Others' Health and Safety — How much responsibility is there for the health and safety of others in this job?
2322,33-3051.00,84,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
2323,33-3051.00,84,"Outdoors, Exposed to Weather — How often does this job require working outdoors, exposed to all weather conditions?"
2324,33-3051.00,78,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
2325,33-3051.00,77,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2326,33-3051.00,77,Electronic Mail — How often do you use electronic mail in this job?
2327,33-3051.00,76,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
2328,33-3051.00,75,Time Pressure — How often does this job require the worker to meet strict deadlines?
2329,33-3051.00,74,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2330,33-3051.00,73,Letters and Memos — How often does the job require written letters and memos?
