,code,imortance,work_style
10766,11-9141.00,63,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10767,11-9141.00,54,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10768,29-1024.00,100,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10769,29-1024.00,97,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10770,29-1024.00,96,Integrity — Job requires being honest and ethical.
10771,29-1024.00,95,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10772,29-1024.00,92,Persistence — Job requires persistence in the face of obstacles.
10773,29-1024.00,92,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10774,29-1024.00,88,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10775,29-1024.00,88,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10776,29-1024.00,87,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10777,29-1024.00,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10778,29-1024.00,84,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10779,29-1024.00,84,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10780,29-1024.00,83,Initiative — Job requires a willingness to take on responsibilities and challenges.
10781,29-1024.00,82,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10782,29-1024.00,75,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10783,29-1024.00,74,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10784,31-1133.00,95,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10785,31-1133.00,94,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10786,31-1133.00,93,Integrity — Job requires being honest and ethical.
10787,31-1133.00,93,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10788,31-1133.00,92,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10789,31-1133.00,88,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10790,31-1133.00,87,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10791,31-1133.00,87,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10792,31-1133.00,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10793,31-1133.00,85,Persistence — Job requires persistence in the face of obstacles.
10794,31-1133.00,82,Initiative — Job requires a willingness to take on responsibilities and challenges.
10795,31-1133.00,82,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10796,31-1133.00,75,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10797,31-1133.00,71,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10798,31-1133.00,70,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10799,31-1133.00,69,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10800,29-2053.00,91,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10801,29-2053.00,90,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10802,29-2053.00,87,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10803,29-2053.00,85,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10804,29-2053.00,85,Integrity — Job requires being honest and ethical.
10805,29-2053.00,85,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10806,29-2053.00,82,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10807,29-2053.00,76,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10808,29-2053.00,74,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10809,29-2053.00,74,Persistence — Job requires persistence in the face of obstacles.
10810,29-2053.00,70,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10811,29-2053.00,65,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10812,29-2053.00,64,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10813,29-2053.00,64,Initiative — Job requires a willingness to take on responsibilities and challenges.
10814,29-2053.00,61,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10815,29-2053.00,58,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10816,29-1223.00,90,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10817,29-1223.00,90,Integrity — Job requires being honest and ethical.
10818,29-1223.00,89,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10819,29-1223.00,88,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10820,29-1223.00,87,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10821,29-1223.00,87,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10822,29-1223.00,85,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10823,29-1223.00,83,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10824,29-1223.00,81,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10825,29-1223.00,80,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10826,29-1223.00,80,Persistence — Job requires persistence in the face of obstacles.
10827,29-1223.00,80,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10828,29-1223.00,79,Initiative — Job requires a willingness to take on responsibilities and challenges.
10829,29-1223.00,79,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10830,29-1223.00,78,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10831,29-1223.00,66,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10832,25-1066.00,95,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10833,25-1066.00,95,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10834,25-1066.00,95,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10835,25-1066.00,94,Persistence — Job requires persistence in the face of obstacles.
10836,25-1066.00,93,Initiative — Job requires a willingness to take on responsibilities and challenges.
10837,25-1066.00,93,Integrity — Job requires being honest and ethical.
10838,25-1066.00,92,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10839,25-1066.00,91,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10840,25-1066.00,88,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10841,25-1066.00,88,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10842,25-1066.00,87,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10843,25-1066.00,85,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10844,25-1066.00,84,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10845,25-1066.00,84,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10846,25-1066.00,78,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10847,25-1066.00,77,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10848,27-3031.00,92,Integrity — Job requires being honest and ethical.
10849,27-3031.00,91,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10850,27-3031.00,88,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10851,27-3031.00,88,Persistence — Job requires persistence in the face of obstacles.
10852,27-3031.00,86,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10853,27-3031.00,86,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10854,27-3031.00,85,Initiative — Job requires a willingness to take on responsibilities and challenges.
10855,27-3031.00,82,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10856,27-3031.00,81,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10857,27-3031.00,77,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10858,27-3031.00,75,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10859,27-3031.00,73,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10860,27-3031.00,72,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10861,27-3031.00,70,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10862,27-3031.00,68,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10863,27-3031.00,68,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10864,43-5031.00,97,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10865,43-5031.00,95,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10866,43-5031.00,94,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10867,43-5031.00,93,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10868,43-5031.00,92,Integrity — Job requires being honest and ethical.
10869,43-5031.00,89,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10870,43-5031.00,89,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10871,43-5031.00,81,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10872,43-5031.00,79,Persistence — Job requires persistence in the face of obstacles.
10873,43-5031.00,75,Initiative — Job requires a willingness to take on responsibilities and challenges.
10874,43-5031.00,73,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10875,43-5031.00,70,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10876,43-5031.00,69,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10877,43-5031.00,69,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10878,43-5031.00,66,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10879,43-5031.00,58,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10880,53-7072.00,62,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10881,53-7072.00,61,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10882,53-7072.00,59,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10883,53-7072.00,58,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10884,53-7072.00,52,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10885,53-7072.00,52,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10886,53-7072.00,52,Integrity — Job requires being honest and ethical.
10887,53-7072.00,50,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10888,53-7072.00,49,Persistence — Job requires persistence in the face of obstacles.
10889,53-7072.00,49,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10890,53-7072.00,48,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10891,53-7072.00,41,Initiative — Job requires a willingness to take on responsibilities and challenges.
10892,53-7072.00,37,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10893,53-7072.00,37,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10894,53-7072.00,34,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10895,53-7072.00,31,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10896,13-1023.00,98,Integrity — Job requires being honest and ethical.
10897,13-1023.00,89,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10898,13-1023.00,88,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10899,13-1023.00,86,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10900,13-1023.00,85,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10901,13-1023.00,84,Initiative — Job requires a willingness to take on responsibilities and challenges.
10902,13-1023.00,84,Persistence — Job requires persistence in the face of obstacles.
10903,13-1023.00,83,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10904,13-1023.00,82,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10905,13-1023.00,79,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10906,13-1023.00,78,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10907,13-1023.00,72,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10908,13-1023.00,69,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10909,13-1023.00,61,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10910,13-1023.00,57,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10911,13-1023.00,55,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10912,11-3061.00,95,Integrity — Job requires being honest and ethical.
10913,11-3061.00,85,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10914,11-3061.00,83,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10915,11-3061.00,83,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10916,11-3061.00,82,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10917,11-3061.00,81,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10918,11-3061.00,81,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10919,11-3061.00,80,Initiative — Job requires a willingness to take on responsibilities and challenges.
10920,11-3061.00,76,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10921,11-3061.00,76,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10922,11-3061.00,75,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10923,11-3061.00,75,Persistence — Job requires persistence in the face of obstacles.
10924,11-3061.00,74,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10925,11-3061.00,70,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10926,11-3061.00,67,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10927,11-3061.00,61,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10928,19-4099.01,90,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10929,19-4099.01,90,Integrity — Job requires being honest and ethical.
10930,19-4099.01,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10931,19-4099.01,85,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10932,19-4099.01,85,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10933,19-4099.01,79,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10934,19-4099.01,78,Persistence — Job requires persistence in the face of obstacles.
10935,19-4099.01,77,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10936,19-4099.01,75,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10937,19-4099.01,74,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10938,19-4099.01,74,Initiative — Job requires a willingness to take on responsibilities and challenges.
10939,19-4099.01,73,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10940,19-4099.01,66,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10941,19-4099.01,66,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10942,19-4099.01,54,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10943,19-4099.01,47,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10944,11-3051.01,94,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10945,11-3051.01,91,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10946,11-3051.01,91,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10947,11-3051.01,90,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10948,11-3051.01,89,Integrity — Job requires being honest and ethical.
10949,11-3051.01,83,Initiative — Job requires a willingness to take on responsibilities and challenges.
10950,11-3051.01,80,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10951,11-3051.01,78,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10952,11-3051.01,77,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10953,11-3051.01,77,Persistence — Job requires persistence in the face of obstacles.
10954,11-3051.01,77,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10955,11-3051.01,76,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10956,11-3051.01,76,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10957,11-3051.01,71,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10958,11-3051.01,66,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10959,11-3051.01,61,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10960,29-1124.00,96,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10961,29-1124.00,95,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10962,29-1124.00,93,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10963,29-1124.00,92,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10964,29-1124.00,92,Integrity — Job requires being honest and ethical.
10965,29-1124.00,87,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10966,29-1124.00,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10967,29-1124.00,82,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10968,29-1124.00,81,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10969,29-1124.00,80,Initiative — Job requires a willingness to take on responsibilities and challenges.
10970,29-1124.00,78,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10971,29-1124.00,74,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10972,29-1124.00,74,Persistence — Job requires persistence in the face of obstacles.
10973,29-1124.00,67,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10974,29-1124.00,67,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10975,29-1124.00,67,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10976,17-2072.01,89,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10977,17-2072.01,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
10978,17-2072.01,85,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10979,17-2072.01,84,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10980,17-2072.01,80,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10981,17-2072.01,79,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
10982,17-2072.01,79,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
10983,17-2072.01,79,Persistence — Job requires persistence in the face of obstacles.
10984,17-2072.01,79,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10985,17-2072.01,78,Initiative — Job requires a willingness to take on responsibilities and challenges.
10986,17-2072.01,78,Integrity — Job requires being honest and ethical.
10987,17-2072.01,73,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
10988,17-2072.01,71,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
10989,17-2072.01,67,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
10990,17-2072.01,66,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
10991,17-2072.01,51,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
10992,49-2021.00,90,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
10993,49-2021.00,88,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
10994,49-2021.00,86,Integrity — Job requires being honest and ethical.
10995,49-2021.00,81,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
10996,49-2021.00,81,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
10997,49-2021.00,80,Initiative — Job requires a willingness to take on responsibilities and challenges.
10998,49-2021.00,79,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
10999,49-2021.00,76,Persistence — Job requires persistence in the face of obstacles.
11000,49-2021.00,75,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11001,49-2021.00,74,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11002,49-2021.00,72,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11003,49-2021.00,72,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11004,49-2021.00,72,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11005,49-2021.00,70,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11006,49-2021.00,67,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11007,49-2021.00,50,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11008,29-2034.00,91,Integrity — Job requires being honest and ethical.
11009,29-2034.00,89,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11010,29-2034.00,88,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11011,29-2034.00,88,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11012,29-2034.00,86,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
11013,29-2034.00,86,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11014,29-2034.00,84,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11015,29-2034.00,81,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11016,29-2034.00,80,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
11017,29-2034.00,79,Initiative — Job requires a willingness to take on responsibilities and challenges.
11018,29-2034.00,70,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11019,29-2034.00,70,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11020,29-2034.00,69,Persistence — Job requires persistence in the face of obstacles.
11021,29-2034.00,68,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11022,29-2034.00,67,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
11023,29-2034.00,64,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11024,29-1224.00,88,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11025,29-1224.00,84,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11026,29-1224.00,83,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11027,29-1224.00,82,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
11028,29-1224.00,81,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11029,29-1224.00,81,Integrity — Job requires being honest and ethical.
11030,29-1224.00,81,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11031,29-1224.00,80,Persistence — Job requires persistence in the face of obstacles.
11032,29-1224.00,79,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
11033,29-1224.00,76,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
11034,29-1224.00,74,Initiative — Job requires a willingness to take on responsibilities and challenges.
11035,29-1224.00,73,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11036,29-1224.00,70,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11037,29-1224.00,70,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11038,29-1224.00,69,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11039,29-1224.00,63,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11040,49-3043.00,77,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11041,49-3043.00,69,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11042,49-3043.00,68,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11043,49-3043.00,67,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11044,49-3043.00,66,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11045,49-3043.00,63,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
11046,49-3043.00,63,Initiative — Job requires a willingness to take on responsibilities and challenges.
11047,49-3043.00,62,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11048,49-3043.00,61,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11049,49-3043.00,60,Integrity — Job requires being honest and ethical.
11050,49-3043.00,59,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
11051,49-3043.00,57,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11052,49-3043.00,56,Persistence — Job requires persistence in the face of obstacles.
