,code,importance,skill
26680,25-1113.00,69,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26681,25-1113.00,66,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26682,25-1113.00,63,Coordination — Adjusting actions in relation to others' actions.
26683,25-1113.00,56,Service Orientation — Actively looking for ways to help people.
26684,25-1113.00,53,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26685,25-1113.00,53,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26686,25-1113.00,53,Time Management — Managing one's own time and the time of others.
26687,25-1113.00,47,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26688,25-1113.00,47,Negotiation — Bringing others together and trying to reconcile differences.
26689,25-1113.00,47,Persuasion — Persuading others to change their minds or behavior.
26690,25-1113.00,44,Operations Analysis — Analyzing needs and product requirements to create a design.
26691,25-1113.00,41,Mathematics — Using mathematics to solve problems.
26692,25-1113.00,41,Science — Using scientific rules and methods to solve problems.
26693,25-1113.00,22,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26694,25-1113.00,19,Programming — Writing computer programs for various purposes.
26695,25-1113.00,19,Technology Design — Generating or adapting equipment and technology to serve user needs.
26696,25-1113.00,16,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26697,25-1113.00,13,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26698,25-1113.00,10,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26699,25-1113.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26700,25-1113.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26701,25-1113.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26702,25-1113.00,0,Operation and Control — Controlling operations of equipment or systems.
26703,25-1113.00,0,Repairing — Repairing machines or systems using the needed tools.
26704,25-1113.00,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26705,19-3041.00,78,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26706,19-3041.00,75,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26707,19-3041.00,75,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26708,19-3041.00,75,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26709,19-3041.00,72,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26710,19-3041.00,72,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26711,19-3041.00,72,Speaking — Talking to others to convey information effectively.
26712,19-3041.00,69,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26713,19-3041.00,69,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26714,19-3041.00,66,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26715,19-3041.00,66,Instructing — Teaching others how to do something.
26716,19-3041.00,66,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26717,19-3041.00,60,Science — Using scientific rules and methods to solve problems.
26718,19-3041.00,53,Coordination — Adjusting actions in relation to others' actions.
26719,19-3041.00,53,Persuasion — Persuading others to change their minds or behavior.
26720,19-3041.00,53,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26721,19-3041.00,53,Time Management — Managing one's own time and the time of others.
26722,19-3041.00,50,Service Orientation — Actively looking for ways to help people.
26723,19-3041.00,47,Negotiation — Bringing others together and trying to reconcile differences.
26724,19-3041.00,47,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26725,19-3041.00,44,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26726,19-3041.00,44,Operations Analysis — Analyzing needs and product requirements to create a design.
26727,19-3041.00,38,Mathematics — Using mathematics to solve problems.
26728,19-3041.00,25,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26729,19-3041.00,22,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26730,19-3041.00,13,Programming — Writing computer programs for various purposes.
26731,19-3041.00,10,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26732,19-3041.00,10,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26733,19-3041.00,10,Technology Design — Generating or adapting equipment and technology to serve user needs.
26734,19-3041.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26735,19-3041.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26736,19-3041.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26737,19-3041.00,0,Operation and Control — Controlling operations of equipment or systems.
26738,19-3041.00,0,Repairing — Repairing machines or systems using the needed tools.
26739,19-3041.00,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26740,25-1067.00,91,Speaking — Talking to others to convey information effectively.
26741,25-1067.00,75,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26742,25-1067.00,75,Instructing — Teaching others how to do something.
26743,25-1067.00,75,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26744,25-1067.00,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26745,25-1067.00,75,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26746,25-1067.00,69,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26747,25-1067.00,69,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26748,25-1067.00,66,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26749,25-1067.00,66,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26750,25-1067.00,60,Time Management — Managing one's own time and the time of others.
26751,25-1067.00,56,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26752,25-1067.00,53,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26753,25-1067.00,50,Service Orientation — Actively looking for ways to help people.
26754,25-1067.00,47,Coordination — Adjusting actions in relation to others' actions.
26755,25-1067.00,47,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26756,25-1067.00,47,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26757,25-1067.00,47,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26758,25-1067.00,44,Persuasion — Persuading others to change their minds or behavior.
26759,25-1067.00,44,Science — Using scientific rules and methods to solve problems.
26760,25-1067.00,41,Negotiation — Bringing others together and trying to reconcile differences.
26761,25-1067.00,41,Operations Analysis — Analyzing needs and product requirements to create a design.
26762,25-1067.00,28,Mathematics — Using mathematics to solve problems.
26763,25-1067.00,19,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26764,25-1067.00,16,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26765,25-1067.00,13,Programming — Writing computer programs for various purposes.
26766,25-1067.00,13,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26767,25-1067.00,10,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26768,25-1067.00,10,Technology Design — Generating or adapting equipment and technology to serve user needs.
26769,25-1067.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26770,25-1067.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26771,25-1067.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26772,25-1067.00,0,Operation and Control — Controlling operations of equipment or systems.
26773,25-1067.00,0,Repairing — Repairing machines or systems using the needed tools.
26774,25-1067.00,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26775,15-1253.00,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26776,15-1253.00,72,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26777,15-1253.00,69,Programming — Writing computer programs for various purposes.
26778,15-1253.00,69,Speaking — Talking to others to convey information effectively.
26779,15-1253.00,66,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26780,15-1253.00,66,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26781,15-1253.00,63,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26782,15-1253.00,56,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26783,15-1253.00,56,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26784,15-1253.00,56,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26785,15-1253.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26786,15-1253.00,53,Operations Analysis — Analyzing needs and product requirements to create a design.
26787,15-1253.00,53,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26788,15-1253.00,50,Science — Using scientific rules and methods to solve problems.
26789,15-1253.00,50,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26790,15-1253.00,50,Time Management — Managing one's own time and the time of others.
26791,15-1253.00,47,Coordination — Adjusting actions in relation to others' actions.
26792,15-1253.00,47,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26793,15-1253.00,44,Instructing — Teaching others how to do something.
26794,15-1253.00,44,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26795,15-1253.00,44,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26796,15-1253.00,41,Technology Design — Generating or adapting equipment and technology to serve user needs.
26797,15-1253.00,41,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26798,15-1253.00,38,Persuasion — Persuading others to change their minds or behavior.
26799,15-1253.00,35,Negotiation — Bringing others together and trying to reconcile differences.
26800,15-1253.00,35,Service Orientation — Actively looking for ways to help people.
26801,15-1253.00,31,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26802,15-1253.00,31,Mathematics — Using mathematics to solve problems.
26803,15-1253.00,28,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26804,15-1253.00,22,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26805,15-1253.00,22,Operation and Control — Controlling operations of equipment or systems.
26806,15-1253.00,13,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26807,15-1253.00,10,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26808,15-1253.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26809,15-1253.00,0,Repairing — Repairing machines or systems using the needed tools.
26810,19-1013.00,75,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26811,19-1013.00,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26812,19-1013.00,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26813,19-1013.00,75,Science — Using scientific rules and methods to solve problems.
26814,19-1013.00,75,Speaking — Talking to others to convey information effectively.
26815,19-1013.00,72,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26816,19-1013.00,72,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26817,19-1013.00,72,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26818,19-1013.00,69,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26819,19-1013.00,63,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26820,19-1013.00,63,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26821,19-1013.00,56,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26822,19-1013.00,56,Mathematics — Using mathematics to solve problems.
26823,19-1013.00,56,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26824,19-1013.00,53,Instructing — Teaching others how to do something.
26825,19-1013.00,50,Coordination — Adjusting actions in relation to others' actions.
26826,19-1013.00,50,Operations Analysis — Analyzing needs and product requirements to create a design.
26827,19-1013.00,50,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26828,19-1013.00,50,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26829,19-1013.00,47,Persuasion — Persuading others to change their minds or behavior.
26830,19-1013.00,47,Service Orientation — Actively looking for ways to help people.
26831,19-1013.00,47,Time Management — Managing one's own time and the time of others.
26832,19-1013.00,44,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26833,19-1013.00,44,Negotiation — Bringing others together and trying to reconcile differences.
26834,19-1013.00,44,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26835,19-1013.00,31,Operation and Control — Controlling operations of equipment or systems.
26836,19-1013.00,28,Programming — Writing computer programs for various purposes.
26837,19-1013.00,25,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26838,19-1013.00,25,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26839,19-1013.00,19,Technology Design — Generating or adapting equipment and technology to serve user needs.
26840,19-1013.00,19,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26841,19-1013.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26842,19-1013.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26843,19-1013.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26844,19-1013.00,0,Repairing — Repairing machines or systems using the needed tools.
26845,47-1011.03,69,Coordination — Adjusting actions in relation to others' actions.
26846,47-1011.03,69,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26847,47-1011.03,69,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26848,47-1011.03,69,Time Management — Managing one's own time and the time of others.
26849,47-1011.03,66,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26850,47-1011.03,66,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26851,47-1011.03,63,Instructing — Teaching others how to do something.
26852,47-1011.03,63,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26853,47-1011.03,63,Speaking — Talking to others to convey information effectively.
26854,47-1011.03,60,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26855,47-1011.03,60,Negotiation — Bringing others together and trying to reconcile differences.
26856,47-1011.03,60,Persuasion — Persuading others to change their minds or behavior.
26857,47-1011.03,60,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26858,47-1011.03,56,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26859,47-1011.03,56,Service Orientation — Actively looking for ways to help people.
26860,47-1011.03,56,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26861,47-1011.03,53,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26862,47-1011.03,50,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26863,47-1011.03,50,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26864,47-1011.03,50,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26865,47-1011.03,50,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26866,47-1011.03,44,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26867,47-1011.03,44,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26868,47-1011.03,44,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26869,47-1011.03,41,Mathematics — Using mathematics to solve problems.
26870,47-1011.03,41,Operation and Control — Controlling operations of equipment or systems.
26871,47-1011.03,41,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26872,47-1011.03,31,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26873,47-1011.03,31,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26874,47-1011.03,31,Repairing — Repairing machines or systems using the needed tools.
26875,47-1011.03,28,Operations Analysis — Analyzing needs and product requirements to create a design.
26876,47-1011.03,28,Technology Design — Generating or adapting equipment and technology to serve user needs.
26877,47-1011.03,19,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26878,47-1011.03,19,Programming — Writing computer programs for various purposes.
26879,47-1011.03,16,Science — Using scientific rules and methods to solve problems.
26880,17-2199.11,72,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26881,17-2199.11,66,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26882,17-2199.11,66,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26883,17-2199.11,66,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26884,17-2199.11,66,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26885,17-2199.11,63,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26886,17-2199.11,63,Speaking — Talking to others to convey information effectively.
26887,17-2199.11,60,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26888,17-2199.11,53,Mathematics — Using mathematics to solve problems.
26889,17-2199.11,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26890,17-2199.11,53,Science — Using scientific rules and methods to solve problems.
26891,17-2199.11,50,Coordination — Adjusting actions in relation to others' actions.
26892,17-2199.11,50,Instructing — Teaching others how to do something.
26893,17-2199.11,50,Time Management — Managing one's own time and the time of others.
26894,17-2199.11,47,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26895,17-2199.11,47,Persuasion — Persuading others to change their minds or behavior.
26896,17-2199.11,47,Service Orientation — Actively looking for ways to help people.
26897,17-2199.11,47,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26898,17-2199.11,47,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26899,17-2199.11,47,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26900,17-2199.11,44,Negotiation — Bringing others together and trying to reconcile differences.
26901,17-2199.11,41,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26902,17-2199.11,41,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26903,17-2199.11,38,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26904,17-2199.11,35,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26905,17-2199.11,31,Operation and Control — Controlling operations of equipment or systems.
26906,17-2199.11,31,Operations Analysis — Analyzing needs and product requirements to create a design.
26907,17-2199.11,31,Technology Design — Generating or adapting equipment and technology to serve user needs.
26908,17-2199.11,28,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26909,17-2199.11,28,Programming — Writing computer programs for various purposes.
26910,17-2199.11,25,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26911,17-2199.11,25,Repairing — Repairing machines or systems using the needed tools.
26912,17-2199.11,22,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26913,17-2199.11,19,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26914,17-2199.11,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26915,47-2231.00,60,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26916,47-2231.00,56,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26917,47-2231.00,56,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26918,47-2231.00,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26919,47-2231.00,50,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26920,47-2231.00,50,Coordination — Adjusting actions in relation to others' actions.
26921,47-2231.00,50,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26922,47-2231.00,50,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26923,47-2231.00,50,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26924,47-2231.00,50,Speaking — Talking to others to convey information effectively.
26925,47-2231.00,50,Time Management — Managing one's own time and the time of others.
26926,47-2231.00,50,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26927,47-2231.00,47,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26928,47-2231.00,44,Instructing — Teaching others how to do something.
26929,47-2231.00,44,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26930,47-2231.00,41,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26931,47-2231.00,41,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26932,47-2231.00,41,Operation and Control — Controlling operations of equipment or systems.
26933,47-2231.00,41,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26934,47-2231.00,41,Repairing — Repairing machines or systems using the needed tools.
26935,47-2231.00,41,Service Orientation — Actively looking for ways to help people.
26936,47-2231.00,41,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26937,47-2231.00,38,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26938,47-2231.00,38,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26939,47-2231.00,38,Mathematics — Using mathematics to solve problems.
26940,47-2231.00,38,Persuasion — Persuading others to change their minds or behavior.
26941,47-2231.00,38,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26942,47-2231.00,35,Negotiation — Bringing others together and trying to reconcile differences.
26943,47-2231.00,35,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26944,47-2231.00,31,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26945,47-2231.00,22,Operations Analysis — Analyzing needs and product requirements to create a design.
26946,47-2231.00,22,Technology Design — Generating or adapting equipment and technology to serve user needs.
26947,47-2231.00,19,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26948,47-2231.00,19,Science — Using scientific rules and methods to solve problems.
26949,47-2231.00,6,Programming — Writing computer programs for various purposes.
26950,41-4011.07,75,Speaking — Talking to others to convey information effectively.
26951,41-4011.07,72,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26952,41-4011.07,66,Service Orientation — Actively looking for ways to help people.
26953,41-4011.07,63,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26954,41-4011.07,63,Persuasion — Persuading others to change their minds or behavior.
26955,41-4011.07,63,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26956,41-4011.07,63,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
26957,41-4011.07,60,Negotiation — Bringing others together and trying to reconcile differences.
26958,41-4011.07,56,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26959,41-4011.07,56,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
26960,41-4011.07,53,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26961,41-4011.07,53,Coordination — Adjusting actions in relation to others' actions.
26962,41-4011.07,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26963,41-4011.07,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26964,41-4011.07,50,Time Management — Managing one's own time and the time of others.
26965,41-4011.07,44,Instructing — Teaching others how to do something.
26966,41-4011.07,44,Mathematics — Using mathematics to solve problems.
26967,41-4011.07,44,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
26968,41-4011.07,41,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
26969,41-4011.07,38,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
26970,41-4011.07,35,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
26971,41-4011.07,28,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
26972,41-4011.07,25,Operations Analysis — Analyzing needs and product requirements to create a design.
26973,41-4011.07,25,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26974,41-4011.07,22,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
26975,41-4011.07,22,Technology Design — Generating or adapting equipment and technology to serve user needs.
26976,41-4011.07,19,Operation and Control — Controlling operations of equipment or systems.
26977,41-4011.07,19,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26978,41-4011.07,16,Programming — Writing computer programs for various purposes.
26979,41-4011.07,16,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
26980,41-4011.07,10,Science — Using scientific rules and methods to solve problems.
26981,41-4011.07,6,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
26982,41-4011.07,3,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26983,41-4011.07,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26984,41-4011.07,0,Repairing — Repairing machines or systems using the needed tools.
26985,47-2152.04,94,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
26986,47-2152.04,60,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
26987,47-2152.04,60,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
26988,47-2152.04,56,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
26989,47-2152.04,56,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
26990,47-2152.04,56,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
26991,47-2152.04,56,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
26992,47-2152.04,56,Speaking — Talking to others to convey information effectively.
26993,47-2152.04,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
26994,47-2152.04,53,Time Management — Managing one's own time and the time of others.
26995,47-2152.04,53,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
