,code,importance,category,task
17472,51-6093.00,71,Core,"Interweave and fasten strips of webbing to the backs and undersides of furniture, using small hand tools and fasteners."
17473,51-6093.00,82,Supplemental,"Draw cutting lines on material following patterns, templates, sketches, or blueprints, using chalk, pencils, paint, or other methods."
17474,51-6093.00,81,Supplemental,"Stretch webbing and fabric, using webbing stretchers."
17475,51-6093.00,80,Supplemental,Operate sewing machines or sew upholstery by hand to seam cushions and join various sections of covering material.
17476,51-6093.00,77,Supplemental,"Design upholstery cover patterns and cutting plans, based on sketches, customer descriptions, or blueprints."
17477,51-6093.00,77,Supplemental,Maintain records of time required to perform each job.
17478,51-6093.00,76,Supplemental,"Discuss upholstery fabrics, colors, and styles with customers, and provide cost estimates."
17479,51-6093.00,74,Supplemental,Pick up and deliver furniture.
17480,51-6093.00,71,Supplemental,Attach bindings or apply solutions to edges of cut material to prevent raveling.
17481,51-6093.00,69,Supplemental,Collaborate with interior designers to decorate rooms and coordinate furnishing fabrics.
17482,51-6093.00,50,Supplemental,"Make, repair, or replace automobile upholstery and convertible and vinyl tops, using knowledge of fabric and upholstery methods."
17483,19-3051.00,92,Core,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation."
17484,19-3051.00,90,Core,"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives."
17485,19-3051.00,89,Core,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density."
17486,19-3051.00,89,Core,"Hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans."
17487,19-3051.00,86,Core,Mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.
17488,19-3051.00,83,Core,"Recommend approval, denial, or conditional approval of proposals."
17489,19-3051.00,82,Core,"Conduct field investigations, surveys, impact studies, or other research to compile and analyze data on economic, social, regulatory, or physical factors affecting land use."
17490,19-3051.00,82,Core,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.
17491,19-3051.00,81,Core,"Discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use."
17492,19-3051.00,79,Core,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations."
17493,19-3051.00,77,Core,Assess the feasibility of land use proposals and identify necessary changes.
17494,19-3051.00,73,Core,Determine the effects of regulatory limitations on land use projects.
17495,19-3051.00,72,Core,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.
17496,19-3051.00,71,Core,Supervise or coordinate the work of urban planning technicians or technologists.
17497,19-3051.00,71,Core,Develop plans for public or alternative transportation systems for urban or regional locations to reduce carbon output associated with transportation.
17498,19-3051.00,70,Core,"Identify opportunities or develop plans for sustainability projects or programs to improve energy efficiency, minimize pollution or waste, or restore natural systems."
17499,19-3051.00,68,Core,Coordinate work with economic consultants or architects during the formulation of plans or the design of large pieces of infrastructure.
17500,19-3051.00,64,Core,"Advocate sustainability to community groups, government agencies, the general public, or special interest groups."
17501,19-3051.00,58,Core,Investigate property availability for purposes of development.
17502,19-3051.00,,Not available,"Conduct interviews, surveys and site inspections concerning factors that affect land usage, such as zoning, traffic flow and housing."
17503,19-3051.00,,Not available,"Prepare reports, using statistics, charts, and graphs, to illustrate planning studies in areas such as population, land use, or zoning."
17504,19-3051.00,,Not available,"Prepare, develop and maintain maps and databases."
17505,19-3051.00,,Not available,"Prepare, maintain and update files and records, including land use data and statistics."
17506,19-3051.00,,Not available,"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects."
17507,19-3051.00,,Not available,Respond to public inquiries and complaints.
17508,29-1229.03,97,Core,"Diagnose or treat diseases or disorders of genitourinary organs and tracts including erectile dysfunction (ED), infertility, incontinence, bladder cancer, prostate cancer, urethral stones, or premature ejaculation."
17509,29-1229.03,95,Core,Document or review patients' histories.
17510,29-1229.03,94,Core,"Order and interpret the results of diagnostic tests, such as prostate specific antigen (PSA) screening, to detect prostate cancer."
17511,29-1229.03,91,Core,"Perform abdominal, pelvic, or retroperitoneal surgeries."
17512,29-1229.03,91,Core,"Examine patients using equipment, such as radiograph (x-ray) machines or fluoroscopes, to determine the nature and extent of disorder or injury."
17513,29-1229.03,90,Core,"Treat lower urinary tract dysfunctions using equipment such as diathermy machines, catheters, cystoscopes, or radium emanation tubes."
17514,29-1229.03,90,Core,"Prescribe or administer antibiotics, antiseptics, or compresses to treat infection or injury."
17515,29-1229.03,86,Core,Provide urology consultation to physicians or other health care professionals.
17516,29-1229.03,86,Core,"Treat urologic disorders using alternatives to traditional surgery such as extracorporeal shock wave lithotripsy, laparoscopy, or laser techniques."
17517,29-1229.03,84,Core,"Direct the work of nurses, residents, or other staff to provide patient care."
17518,29-1229.03,71,Core,"Refer patients to specialists when condition exceeds experience, expertise, or scope of practice."
17519,29-1229.03,70,Core,"Perform brachytherapy, cryotherapy, high intensity focused ultrasound (HIFU), or photodynamic therapy to treat prostate or other cancers."
17520,29-1229.03,68,Core,Teach or train medical and clinical staff.
17521,29-1229.03,67,Core,"Prescribe medications to treat patients with erectile dysfunction (ED), infertility, or ejaculation problems."
17522,39-3031.00,84,Core,Greet patrons attending entertainment events.
17523,39-3031.00,80,Core,"Sell or collect admission tickets, passes, or facility memberships from patrons at entertainment events."
17524,39-3031.00,78,Core,Clean facilities.
17525,39-3031.00,76,Core,Settle seating disputes or help solve other customer concerns.
17526,39-3031.00,73,Core,"Examine tickets or passes to verify authenticity, using criteria such as color or date issued."
17527,39-3031.00,73,Core,"Provide assistance with patrons' special needs, such as helping those with wheelchairs."
17528,39-3031.00,71,Core,Guide patrons to exits or provide other instructions or assistance in case of emergency.
17529,39-3031.00,68,Core,Refuse admittance to undesirable persons or persons without tickets or passes.
17530,39-3031.00,68,Core,Assist patrons by giving directions to points in or outside of the facility or providing information about local attractions.
17531,39-3031.00,68,Core,"Assist patrons in finding seats, lighting the way with flashlights, if necessary."
17532,39-3031.00,67,Core,Maintain order and ensure adherence to safety rules.
17533,39-3031.00,61,Core,Search for lost articles or for parents of lost children.
17534,39-3031.00,83,Supplemental,Operate refreshment stands during intermission or obtain refreshments for press box patrons during performances.
17535,39-3031.00,82,Supplemental,Count and record number of tickets collected.
17536,39-3031.00,82,Supplemental,Lead tours and answer visitors' questions about the exhibits.
17537,39-3031.00,75,Supplemental,Manage inventory or sale of artist merchandise.
17538,39-3031.00,69,Supplemental,Verify credentials of patrons desiring entrance into press box and permit only authorized persons to enter.
17539,39-3031.00,68,Supplemental,Distribute programs to patrons.
17540,39-3031.00,67,Supplemental,Give door checks to patrons who are temporarily leaving establishments.
17541,39-3031.00,61,Supplemental,Manage informational kiosks or displays of event signs or posters.
17542,39-3031.00,61,Supplemental,Work with others to change advertising displays.
17543,39-3031.00,59,Supplemental,Page individuals wanted at the box office.
17544,39-3031.00,57,Supplemental,"Schedule or manage staff, such as volunteer usher corps."
17545,17-2112.02,91,Core,Study product characteristics or customer requirements to determine validation objectives and standards.
17546,17-2112.02,89,Core,Analyze validation test data to determine whether systems or processes have met validation criteria or to identify root causes of production problems.
17547,17-2112.02,84,Core,"Develop validation master plans, process flow diagrams, test cases, or standard operating procedures."
17548,17-2112.02,83,Core,"Prepare detailed reports or design statements, based on results of validation and qualification tests or reviews of procedures and protocols."
17549,17-2112.02,80,Core,Maintain validation test equipment.
17550,17-2112.02,79,Core,"Conduct validation or qualification tests of new or existing processes, equipment, or software in accordance with internal protocols or external standards."
17551,17-2112.02,78,Core,Communicate with regulatory agencies regarding compliance documentation or validation results.
17552,17-2112.02,78,Core,"Prepare, maintain, or review validation and compliance documentation, such as engineering change notices, schematics, or protocols."
17553,17-2112.02,75,Core,Recommend resolution of identified deviations from established product or process standards.
17554,17-2112.02,73,Core,"Design validation study features, such as sampling, testing, or analytical methodologies."
17555,17-2112.02,71,Core,"Prepare validation or performance qualification protocols for new or modified manufacturing processes, systems, or equipment for production of pharmaceuticals, electronics, or other products."
17556,17-2112.02,69,Core,"Create, populate, or maintain databases for tracking validation activities, test results, or validated systems."
17557,17-2112.02,69,Core,Resolve testing problems by modifying testing methods or revising test objectives and standards.
17558,17-2112.02,68,Core,Conduct audits of validation or performance qualification processes to ensure compliance with internal or regulatory requirements.
17559,17-2112.02,65,Core,"Draw samples of raw materials, intermediate products, or finished products for validation testing."
17560,17-2112.02,64,Core,"Direct validation activities, such as protocol creation or testing."
17561,17-2112.02,63,Core,Coordinate the implementation or scheduling of validation testing with affected departments and personnel.
17562,17-2112.02,62,Core,"Participate in internal or external training programs to maintain knowledge of validation principles, industry trends, or novel technologies."
17563,17-2112.02,61,Core,"Validate or characterize sustainable or environmentally friendly products, using electronic testing platforms."
17564,17-2112.02,59,Core,Assist in training equipment operators or other staff on validation protocols and standard operating procedures.
17565,17-2112.02,63,Supplemental,"Plan or conduct validation testing of alternative energy products, such as synthetic jet fuels or energy storage systems, such as fuel cells."
17566,17-2112.02,45,Supplemental,Devise automated lab validation test stations or other test fixtures or equipment.
17567,29-1131.00,94,Core,"Treat sick or injured animals by prescribing medication, setting bones, dressing wounds, or performing surgery."
17568,29-1131.00,93,Core,"Inoculate animals against various diseases, such as rabies or distemper."
17569,29-1131.00,92,Core,Examine animals to detect and determine the nature of diseases or injuries.
17570,29-1131.00,89,Core,"Collect body tissue, feces, blood, urine, or other body fluids for examination and analysis."
17571,29-1131.00,88,Core,"Operate diagnostic equipment, such as radiographic or ultrasound equipment, and interpret the resulting images."
17572,29-1131.00,87,Core,Educate the public about diseases that can be spread from animals to humans.
17573,29-1131.00,86,Core,Counsel clients about the deaths of their pets or about euthanasia decisions for their pets.
17574,29-1131.00,82,Core,"Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options."
17575,29-1131.00,82,Core,Euthanize animals.
17576,29-1131.00,81,Core,"Attend lectures, conferences, or continuing education courses."
17577,29-1131.00,78,Core,Train or supervise workers who handle or care for animals.
17578,29-1131.00,66,Core,"Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records."
17579,29-1131.00,63,Core,Plan or execute animal nutrition or reproduction programs.
17580,29-1131.00,56,Core,Conduct postmortem studies and analyses to determine the causes of animals' deaths.
17581,29-1131.00,86,Supplemental,"Specialize in a particular type of treatment, such as dentistry, pathology, nutrition, surgery, microbiology, or internal medicine."
17582,29-1131.00,85,Supplemental,"Direct the overall operations of animal hospitals, clinics, or mobile services to farms."
17583,29-1131.00,79,Supplemental,"Inspect and test horses, sheep, poultry, or other animals to detect the presence of communicable diseases."
17584,29-1131.00,73,Supplemental,Establish or conduct quarantine or testing procedures that prevent the spread of diseases to other animals or to humans and that comply with applicable government regulations.
17585,29-1131.00,72,Supplemental,Research diseases to which animals could be susceptible.
17586,29-1131.00,70,Supplemental,"Provide care to a wide range of animals or specialize in a particular species, such as horses or exotic birds."
17587,29-1131.00,68,Supplemental,"Determine the effects of drug therapies, antibiotics, or new surgical techniques by testing them on animals."
17588,29-1131.00,64,Supplemental,Inspect animal housing facilities to determine their cleanliness and adequacy.
17589,29-1131.00,62,Supplemental,Drive mobile clinic vans to farms so that health problems can be treated or prevented.
17590,31-9096.00,94,Core,Hold or restrain animals during veterinary procedures.
17591,31-9096.00,93,Core,Monitor animals recovering from surgery and notify veterinarians of any unusual changes or symptoms.
17592,31-9096.00,91,Core,Fill medication prescriptions.
17593,31-9096.00,90,Core,"Clean and maintain kennels, animal holding areas, examination or operating rooms, or animal loading or unloading facilities to control the spread of disease."
17594,31-9096.00,89,Core,Examine animals to detect behavioral changes or clinical symptoms that could indicate illness or injury.
17595,31-9096.00,88,Core,"Perform routine laboratory tests or diagnostic tests, such as taking or developing x-rays."
17596,31-9096.00,87,Core,Assist veterinarians in examining animals to determine the nature of illnesses or injuries.
17597,31-9096.00,85,Core,"Administer medication, immunizations, or blood plasma to animals as prescribed by veterinarians."
17598,31-9096.00,85,Core,"Collect laboratory specimens, such as blood, urine, or feces, for testing."
17599,31-9096.00,84,Core,"Perform office reception duties, such as scheduling appointments or helping customers."
17600,31-9096.00,84,Core,"Clean, maintain, and sterilize instruments or equipment."
17601,31-9096.00,83,Core,"Record information relating to animal genealogy, feeding schedules, appearance, behavior, or breeding."
17602,31-9096.00,82,Core,Provide emergency first aid to sick or injured animals.
17603,31-9096.00,81,Core,Prepare surgical equipment and pass instruments or materials to veterinarians during surgical procedures.
17604,31-9096.00,80,Core,"Educate or advise clients on animal health care, nutrition, or behavior problems."
17605,31-9096.00,80,Core,Prepare examination or treatment rooms by stocking them with appropriate supplies.
17606,31-9096.00,80,Core,"Prepare feed for animals according to specific instructions, such as diet lists or schedules."
17607,31-9096.00,79,Core,Provide assistance with euthanasia of animals or disposal of corpses.
17608,31-9096.00,78,Core,"Write reports, maintain research information, or perform clerical duties."
17609,31-9096.00,75,Core,"Perform hygiene-related duties, such as clipping animals' claws or cleaning and polishing teeth."
17610,31-9096.00,75,Core,"Perform enemas, catheterizations, ear flushes, intravenous feedings, or gavages."
17611,31-9096.00,73,Core,"Perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories."
17612,31-9096.00,72,Core,Exercise animals or provide them with companionship.
17613,31-9096.00,68,Core,Place orders to restock inventory of hospital or laboratory supplies.
17614,31-9096.00,66,Core,Sell pet food or supplies to customers.
17615,31-9096.00,61,Core,"Dust, spray, or bathe animals to control insect pests."
17616,31-9096.00,93,Supplemental,Administer anesthetics during surgery and monitor the effects on animals.
17617,31-9096.00,51,Supplemental,"Groom, trim, or clip animals' coats."
17618,29-2056.00,96,Core,"Administer anesthesia to animals, under the direction of a veterinarian, and monitor animals' responses to anesthetics so that dosages can be adjusted."
17619,29-2056.00,94,Core,Care for and monitor the condition of animals recovering from surgery.
17620,29-2056.00,93,Core,Maintain controlled drug inventory and related log books.
17621,29-2056.00,93,Core,"Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems."
17622,29-2056.00,92,Core,"Prepare and administer medications, vaccines, serums, or treatments, as prescribed by veterinarians."
17623,29-2056.00,92,Core,Restrain animals during exams or procedures.
17624,29-2056.00,91,Core,"Administer emergency first aid, such as performing emergency resuscitation or other life saving procedures."
17625,29-2056.00,90,Core,"Clean and sterilize instruments, equipment, or materials."
17626,29-2056.00,89,Core,"Provide veterinarians with the correct equipment or instruments, as needed."
17627,29-2056.00,89,Core,"Perform dental work, such as cleaning, polishing, or extracting teeth."
17628,29-2056.00,88,Core,Observe the behavior and condition of animals and monitor their clinical symptoms.
17629,29-2056.00,87,Core,"Give enemas and perform catheterizations, ear flushes, intravenous feedings, or gavages."
17630,29-2056.00,87,Core,"Fill prescriptions, measuring medications and labeling containers."
17631,29-2056.00,86,Core,"Collect, prepare, and label samples for laboratory testing, culture, or microscopic examination."
17632,29-2056.00,86,Core,"Prepare animals for surgery, performing such tasks as shaving surgical areas."
17633,29-2056.00,86,Core,"Take and develop diagnostic radiographs, using x-ray equipment."
17634,29-2056.00,86,Core,"Discuss medical health of pets with clients, such as post-operative status."
17635,29-2056.00,85,Core,"Clean kennels, animal holding areas, surgery suites, examination rooms, or animal loading or unloading facilities to control the spread of disease."
17636,29-2056.00,85,Core,"Take animals into treatment areas and assist with physical examinations by performing such duties as obtaining temperature, pulse, or respiration data."
17637,29-2056.00,85,Core,Prepare treatment rooms for surgery.
17638,29-2056.00,83,Core,"Maintain laboratory, research, or treatment records, as well as inventories of pharmaceuticals, equipment, or supplies."
17639,29-2056.00,83,Core,"Maintain instruments, equipment, or machinery to ensure proper working condition."
17640,29-2056.00,81,Core,Dress and suture wounds and apply splints or other protective devices.
17641,29-2056.00,80,Core,Provide assistance with animal euthanasia and the disposal of remains.
17642,29-2056.00,78,Core,Schedule appointments and procedures for animals.
17643,29-2056.00,77,Core,"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition."
17644,29-2056.00,75,Core,Monitor medical supplies and place orders when inventory is low.
17645,29-2056.00,74,Core,Supervise or train veterinary students or other staff members.
17646,29-2056.00,72,Core,"Perform a variety of office, clerical, or accounting duties, such as reception, billing, bookkeeping, or selling products."
17647,29-2056.00,65,Core,"Bathe animals, clip nails or claws, and brush or cut animals' hair."
17648,29-2056.00,56,Supplemental,"Conduct specialized procedures, such as animal branding or tattooing or hoof trimming."
17649,15-1255.01,93,Core,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.
17650,15-1255.01,85,Core,Provide feedback to designers and other colleagues regarding game design features.
17651,15-1255.01,83,Core,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise."
17652,15-1255.01,82,Core,"Devise missions, challenges, or puzzles to be encountered in game play."
17653,15-1255.01,79,Core,Guide design discussions between development teams.
17654,15-1255.01,79,Core,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines."
17655,15-1255.01,76,Core,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff."
17656,15-1255.01,74,Core,"Present new game design concepts to management and technical colleagues, including artists, animators, and programmers."
17657,15-1255.01,74,Core,Conduct regular design reviews throughout the game development process.
17658,15-1255.01,73,Core,"Solicit, obtain, and integrate feedback from design and technical staff into original game design."
17659,15-1255.01,72,Core,"Document all aspects of formal game design, using mock-up screenshots, sample menu layouts, gameplay flowcharts, and other graphical devices."
17660,15-1255.01,68,Core,Provide feedback to production staff regarding technical game qualities or adherence to original design.
17661,15-1255.01,67,Core,Prepare two-dimensional concept layouts or three-dimensional mock-ups.
17662,15-1255.01,66,Core,Consult with multiple stakeholders to define requirements and implement online features.
17663,15-1255.01,65,Core,Oversee gameplay testing to ensure intended gaming experience and game adherence to original vision.
17664,15-1255.01,63,Core,"Keep abreast of game design technology and techniques, industry trends, or audience interests, reactions, and needs by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences."
17665,15-1255.01,63,Core,Create gameplay prototypes for presentation to creative and technical staff and management.
17666,15-1255.01,62,Core,Write or supervise the writing of game text and dialogue.
17667,15-1255.01,62,Core,Collaborate with artists to achieve appropriate visual style.
17668,15-1255.01,61,Core,"Determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction."
17669,15-1255.01,55,Core,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas."
17670,15-1255.01,52,Core,Prepare and revise initial game sketches using two- and three-dimensional graphical design software.
17671,15-1255.01,49,Supplemental,Provide test specifications to quality assurance staff.
17672,15-1255.01,41,Supplemental,Create gameplay test plans for internal and external test groups.
17673,35-3031.00,94,Core,Take orders from patrons for food or beverages.
17674,35-3031.00,94,Core,Check with customers to ensure that they are enjoying their meals and take action to correct any problems.
17675,35-3031.00,93,Core,Check patrons' identification to ensure that they meet minimum age requirements for consumption of alcoholic beverages.
17676,35-3031.00,91,Core,Collect payments from customers.
17677,35-3031.00,90,Core,"Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff."
17678,35-3031.00,89,Core,Prepare checks that itemize and total meal costs and sales taxes.
17679,35-3031.00,89,Core,"Present menus to patrons and answer questions about menu items, making recommendations upon request."
17680,35-3031.00,88,Core,Remove dishes and glasses from tables or counters and take them to kitchen for cleaning.
17681,35-3031.00,87,Core,"Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required."
17682,35-3031.00,86,Core,Clean tables or counters after patrons have finished dining.
17683,35-3031.00,86,Core,"Prepare tables for meals, including setting up items such as linens, silverware, and glassware."
17684,35-3031.00,85,Core,"Explain how various menu items are prepared, describing ingredients and cooking methods."
17685,35-3031.00,85,Core,"Assist host or hostess by answering phones to take reservations or to-go orders, and by greeting, seating, and thanking guests."
17686,35-3031.00,84,Core,Escort customers to their tables.
17687,35-3031.00,84,Core,"Perform cleaning duties, such as sweeping and mopping floors, vacuuming carpet, tidying up server station, taking out trash, or checking and cleaning bathroom."
17688,35-3031.00,82,Core,Inform customers of daily specials.
17689,35-3031.00,81,Core,"Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine."
17690,35-3031.00,81,Core,"Roll silverware, set up food stations, or set up dining areas to prepare for the next shift or for large parties."
17691,35-3031.00,80,Core,"Stock service areas with supplies such as coffee, food, tableware, and linens."
17692,35-3031.00,80,Core,"Bring wine selections to tables with appropriate glasses, and pour the wines for customers."
17693,35-3031.00,78,Core,"Fill salt, pepper, sugar, cream, condiment, and napkin containers."
17694,35-3031.00,78,Core,Describe and recommend wines to customers.
17695,35-3031.00,78,Core,"Perform food preparation duties such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee."
17696,35-3031.00,51,Core,"Provide guests with information about local areas, including giving directions."
17697,35-3031.00,76,Supplemental,Garnish and decorate dishes in preparation for serving.
17698,49-9064.00,92,Core,"Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines."
17699,49-9064.00,91,Core,"Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers."
17700,49-9064.00,91,Core,"Reassemble timepieces, replacing glass faces and batteries, before returning them to customers."
17701,49-9064.00,90,Core,"Disassemble timepieces and inspect them for defective, worn, misaligned, or rusty parts, using loupes."
17702,49-9064.00,89,Core,Oil moving parts of timepieces.
17703,49-9064.00,89,Core,Estimate repair costs and timepiece values.
17704,49-9064.00,89,Core,"Repair or replace broken, damaged, or worn parts on timepieces, using lathes, drill presses, and hand tools."
17705,49-9064.00,84,Core,"Test timepiece accuracy and performance, using meters and other electronic instruments."
17706,49-9064.00,83,Core,"Perform regular adjustment and maintenance on timepieces, watch cases, and watch bands."
17707,49-9064.00,82,Core,"Order supplies, including replacement parts, for timing instruments."
17708,49-9064.00,81,Core,Gather information from customers about a timepiece's problems and its service history.
17709,49-9064.00,79,Core,Test and replace batteries and other electronic components.
17710,49-9064.00,74,Core,"Record quantities and types of timepieces repaired, serial and model numbers of items, work performed, and charges for repairs."
17711,49-9064.00,71,Core,"Demagnetize mechanisms, using demagnetizing machines."
17712,49-9064.00,69,Core,"Fabricate parts for watches and clocks, using small lathes and other machines."
17713,11-9121.02,84,Core,"Perform hydrologic, hydraulic, or water quality modeling."
17714,11-9121.02,77,Core,Analyze storm water systems to identify opportunities for water resource improvements.
17715,11-9121.02,73,Core,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues."
17716,11-9121.02,71,Core,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.
17717,11-9121.02,70,Core,Conduct technical studies for water resources on topics such as pollutants and water treatment options.
17718,11-9121.02,70,Core,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures."
17719,11-9121.02,67,Core,"Present water resource proposals to government, public interest groups, or community groups."
17720,11-9121.02,67,Core,Develop plans to protect watershed health or rehabilitate watersheds.
17721,11-9121.02,64,Core,"Write proposals, project reports, informational brochures, or other documents on wastewater purification, water supply and demand, or other water resource subjects."
17722,11-9121.02,64,Core,Conduct cost-benefit studies for watershed improvement projects or water management alternatives.
17723,11-9121.02,63,Core,Provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.
17724,11-9121.02,61,Core,Compile and maintain documentation on the health of a body of water.
17725,11-9121.02,60,Core,Identify and characterize specific causes or sources of water pollution.
17726,11-9121.02,59,Core,"Conduct, or oversee the conduct of, chemical, physical, and biological water quality monitoring or sampling to ensure compliance with water quality standards."
17727,11-9121.02,59,Core,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software."
17728,11-9121.02,57,Core,"Recommend new or revised policies, procedures, or regulations to support water resource or conservation goals."
17729,11-9121.02,54,Core,Develop or implement standardized water monitoring and assessment methods.
17730,11-9121.02,50,Core,Supervise teams of workers who capture water from wells and rivers.
17731,11-9121.02,50,Core,Negotiate for water rights with communities or water facilities to meet water supply demands.
17732,11-9121.02,50,Core,"Monitor water use, demand, or quality in a particular geographic area."
17733,11-9121.02,47,Supplemental,"Identify methods for distributing purified wastewater into rivers, streams, or oceans."
17734,17-2051.02,92,Core,"Provide technical direction or supervision to junior engineers, engineering or computer-aided design (CAD) technicians, or other technical personnel."
17735,17-2051.02,83,Core,"Review and critique proposals, plans, or designs related to water or wastewater treatment systems."
17736,17-2051.02,80,Core,"Design domestic or industrial water or wastewater treatment plants, including advanced facilities with sequencing batch reactors (SBR), membranes, lift stations, headworks, surge overflow basins, ultraviolet disinfection systems, aerobic digesters, sludge lagoons, or control buildings."
17737,17-2051.02,75,Core,Evaluate the operation and maintenance of water or wastewater systems to identify ways to improve their efficiency.
17738,17-2051.02,74,Core,Design or select equipment for use in wastewater processing to ensure compliance with government standards.
17739,17-2051.02,74,Core,"Design pumping systems, pumping stations, pipelines, force mains, or sewers for the collection of wastewater."
17740,17-2051.02,74,Core,Design water distribution systems for potable or non-potable water.
17741,17-2051.02,74,Core,Conduct water quality studies to identify and characterize water pollutant sources.
17742,17-2051.02,72,Core,"Analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use."
17743,17-2051.02,70,Core,Identify design alternatives for the development of new water resources.
17744,17-2051.02,70,Core,"Design water runoff collection networks, water supply channels, or water supply system networks."
17745,17-2051.02,69,Core,"Design water or wastewater lift stations, including water wells."
17746,17-2051.02,69,Core,"Conduct cost-benefit analyses for the construction of water supply systems, runoff collection networks, water and wastewater treatment plants, or wastewater collection systems."
17747,17-2051.02,68,Core,Provide technical support on water resource or treatment issues to government agencies.
17748,17-2051.02,68,Core,"Conduct feasibility studies for the construction of facilities, such as water supply systems, runoff collection networks, water and wastewater treatment plants, or wastewater collection systems."
17749,17-2051.02,68,Core,"Analyze storm water or floodplain drainage systems to control erosion, stabilize river banks, repair channel streams, or design bridges."
17750,17-2051.02,66,Core,"Oversee the construction of decentralized or on-site wastewater treatment systems, including reclaimed water facilities."
17751,17-2051.02,65,Core,Develop plans for new water resources or water efficiency programs.
17752,17-2051.02,65,Core,"Perform hydrological analyses, using three-dimensional simulation software, to model the movement of water or forecast the dispersion of chemical pollutants in the water supply."
17753,17-2051.02,65,Core,"Perform hydraulic analyses of water supply systems or water distribution networks to model flow characteristics, test for pressure losses, or to identify opportunities to mitigate risks and improve operational efficiency."
17754,17-2051.02,65,Core,Write technical reports or publications related to water resources development or water use efficiency.
17755,17-2051.02,63,Core,Design water storage tanks or other water storage facilities.
17756,17-2051.02,63,Core,Analyze and recommend sludge treatment or disposal methods.
17757,17-2051.02,61,Core,Design sludge treatment plants.
17758,17-2051.02,61,Core,Gather and analyze water use data to forecast water demand.
17759,17-2051.02,60,Core,"Conduct environmental impact studies related to water and wastewater collection, treatment, or distribution."
17760,17-2051.02,57,Core,"Analyze the efficiency of water delivery structures, such as dams, tainter gates, canals, pipes, penstocks, or cofferdams."
17761,17-2051.02,59,Supplemental,"Perform mathematical modeling of underground or surface water resources, such as floodplains, ocean coastlines, streams, rivers, or wetlands."
17762,47-4099.03,90,Core,"Test combustible appliances, such as gas appliances."
17763,47-4099.03,85,Core,"Determine amount of air leakage in buildings, using a blower door machine."
17764,47-4099.03,82,Core,"Test and diagnose air flow systems, using furnace efficiency analysis equipment."
17765,47-4099.03,82,Core,"Install and seal air ducts, combustion air openings, or ventilation openings to improve heating and cooling efficiency."
17766,47-4099.03,80,Core,"Inspect buildings to identify required weatherization measures, including repair work, modification, or replacement."
17767,47-4099.03,78,Core,"Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes."
17768,47-4099.03,77,Core,"Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls."
17769,47-4099.03,77,Core,"Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall."
17770,47-4099.03,76,Core,Prepare cost estimates or specifications for rehabilitation or weatherization services.
17771,47-4099.03,76,Core,Contact residents or building owners to schedule appointments.
