,Unnamed: 0,title,company,location,description,date_posted,link
435,435,19050000 - EG-ELECTRICAL / COMPUTER ENG,University of Florida,United States,"-Specific Architecture, Back End of Line Devices Integrated Photonics, Quantum Photonics, Electro-optical Systems, and/or Spintronics Neuromorphic and Unconventional Computing (e.g. non-von Neumann paradigm","Golden, Colorado",https://scholarshipdb.net/jobs-in-United-States/19050000-Eg-Electrical-Computer-Eng-University-Of-Florida=pFfZmCtc7RGUYQAlkGUTnw.html
436,436,RESEARCH FELLOW,University of Michigan,United States,"for reactive interatomic model development. We are the lead developers of ChIMES , a machine-learned (ML) interatomic model (IAM) and AI-driven simulation framework designed to enable ""quantum accurate",about 19 hours ago,https://scholarshipdb.net/jobs-in-United-States/Research-Fellow-University-Of-Michigan=Ww9drOFe7RGUYQAlkGUTnw.html
437,437,5 PhD positions available in MSCA DN-JD SENNET Project (# of pos: 5),KU Leuven,Europe,"simulations, quantum mechanics, statistical physics and thermodynamics applied to material science. - Experience with molecular simulation software (LAMMPS, DLPOLY, RASPA, Gaussian, VASP, CP2K) and coding",about 15 hours ago,https://scholarshipdb.net/scholarships-in-Europe/5-Ph-D-Positions-Available-In-Msca-Dn-Jd-Sennet-Project-Of-Pos-5-Ku-Leuven=Tj2eteVV7RGUYQAlkGUTnw.html
438,438,Postdoc in Distributed Multi-Antenna Signal Processing and Flexible Radio Resource Management for...,University of Luxembourg,Luxembourg,"of supporting new services in a cost-efficient manner. Use cases of interest include IoT verticals, unmanned aerial vehicles, integrated satellite-space-terrestrial networks, quantum communications and key","Gainesville, Florida",https://scholarshipdb.net/jobs-in-Luxembourg/Postdoc-In-Distributed-Multi-Antenna-Signal-Processing-And-Flexible-Radio-Resource-Management-For-University-Of-Luxembourg=1ORcruZh7RGUYQAlkGUTnw.html
439,439,Postdoctoral Research Fellow in Guidestar Lasers for the Space Industry (Level A/B),MACQUARIE UNIVERSITY - SYDNEY AUSTRALIA,Australia,"diamond lasers. The role is directed towards advancing lasers for sodium beacon guidestar applications for the space industry, but the devices under study are also important in other areas such as quantum",1 day ago,https://scholarshipdb.net/jobs-in-Australia/Postdoctoral-Research-Fellow-In-Guidestar-Lasers-For-The-Space-Industry-Level-A-B-Macquarie-University-Sydney-Australia=AkpKl_ZS7RGUYQAlkGUTnw.html
446,446,PhD scholarship in Digitalization of R&D and Manufacturing Engineering for Customized Products by using CAD/PLM/ERP/Configurators and Design Automation,Technical University of Denmark,Denmark,"The section of Engineering Design and Product Development, DTU Construct is searching for a strong PhD candidate within the area of digital modelling of product and production architectures into IT",about 20 hours ago,https://scholarshipdb.net/scholarships-in-Denmark/Ph-D-Scholarship-In-Digitalization-Of-R-D-And-Manufacturing-Engineering-For-Customized-Products-By-Using-Cad-Plm-Erp-Configurators-And-Design-Automation-Technical-University-Of-Denmark=Aoot-Tpk7RGUYQAlkGUTnw.html
447,447,Assistant Professor in Imaging and Computation,Heriot-Watt University,United Kingdom,"10 academics and their respective research groups. We maintain strong collaborations with colleagues at EPS's Institute for Physics and Quantum Sciences, and with the School of Mathematical and","United Kingdom,",https://scholarshipdb.net/jobs-in-United-Kingdom/Assistant-Professor-In-Imaging-And-Computation-Heriot-Watt-University=RzfmVlxd7RGUYQAlkGUTnw.html
448,448,Project Leader – European Synthetic Cell Initiative,Delft University of Technology,Netherlands,degree. Knowledge of - or at least affinity with- the field of synthetic biology. A PhD in this research field is a plus. Some working knowledge of valorisation and entrepreneurship in the academic field,9 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Project-Leader-European-Synthetic-Cell-Initiative-Delft-University-Of-Technology=HiDrorVh7RGUYQAlkGUTnw.html
449,449,Postdoctoral Fellow/Research Fellow in the Mathematics of Wave Propagation,Australian National University,Australia,". The MSI currently teaches 1960 undergraduate coursework students, and there is a combined total of 108 students in the Honours, MSc, MPhil and PhD programs. For further information about MSI, please see our",6 days ago,https://scholarshipdb.net/jobs-in-Australia/Postdoctoral-Fellow-Research-Fellow-In-The-Mathematics-Of-Wave-Propagation-Australian-National-University=h3Tm-bpb7RGUYQAlkGUTnw.html
450,450,Lecturer in Disordered Systems/Analysis,King's College London,United Kingdom,"at King’s, with 13 new posts being advertised across the mathematical sciences. Candidates are expected to have a PhD in Mathematics or Theoretical Physics and demonstrate research expertise in some area at","Canberra, Australian Capital Territory",https://scholarshipdb.net/jobs-in-United-Kingdom/Anchor-Anchor-Lecturer-In-Disordered-Systems-Analysis-Anchor-King-s-College-London=rNMDxR5W7RGUYQAlkGUTnw.html
451,451,PhD position – Computational/Molecular modelling of functional…,Linköping University (LiU),Sweden,PhD position – Computational/Molecular modelling of functional biopolymers from trees. Your workplace The PhD student will be placed in the Theory and Modelling group at the Laboratory of Organic,about 21 hours ago,https://scholarshipdb.net/scholarships-in-Sweden/Ph-D-Position-Computational-Molecular-Modelling-Of-Functional-Link-ping-University-Li-U=AdTRUcZc7RGUYQAlkGUTnw.html
452,452,Postdoctoral Fellow / Research Fellow in the Mathematics of Wave Propagation,EURAXESS,Australia,"the Honours, MSc, MPhil and PhD programs. For further information about MSI, please see our website Position overview The Mathematical Sciences Institute is seeking to appoint two Researchers at Level A and/or","Strand, England",https://scholarshipdb.net/jobs-in-Australia/Postdoctoral-Fellow-Research-Fellow-In-The-Mathematics-Of-Wave-Propagation-Euraxess=S7ugkwpc7RGUYQAlkGUTnw.html
453,453,PhD position in Environmental biotechnology,Delft University of Technology,Netherlands,"PhD position in Environmental biotechnology Anaerobic fermentations using communities have been always at the core of biotechnology and human culture. However, the stoichiometry, kinetics and",about 21 hours ago,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Environmental-Biotechnology-Delft-University-Of-Technology=yX0Kbfhb7RGUYQAlkGUTnw.html
454,454,PhD Position in Tunable Metasurfaces for Analog Image Processing,University of Amsterdam (UvA),Netherlands,"ambitious PhD candidate to perform fundamental research at the interface of nanophotonics and two-dimensional (2D) quantum materials for the project ""Tunable metasurfaces for analog image processing"". Optical",9 days ago,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Tunable-Metasurfaces-For-Analog-Image-Processing-University-Of-Amsterdam-Uv-A=CWAAbt1T7RGUYQAlkGUTnw.html
455,455,PhD student Molecular and Cellular Neurobiology,Delft University of Technology,Netherlands,project is to generate accessible in vitro experimental models to allow visualisation of neuronal circuits with molecular precision. The PhD candidate will reconstitute complete neuronal networks from mouse,"Canberra, Australian Capital Territory",https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Student-Molecular-And-Cellular-Neurobiology-Delft-University-Of-Technology=ANNTGvdb7RGUYQAlkGUTnw.html
460,460,Postdoctoral Fellow/Research Fellow in the Mathematics of Wave Propagation,Australian National University,Australia,"students in the Honours, MSc, MPhil and PhD programs. For further information about MSI, please see our website Position overview The Mathematical Sciences Institute is seeking to appoint two Researchers","Canberra, Australian Capital Territory",https://scholarshipdb.net/jobs-in-Australia/Postdoctoral-Fellow-Research-Fellow-In-The-Mathematics-Of-Wave-Propagation-Australian-National-University=1Bcw1ZVa7RGUYQAlkGUTnw.html
461,461,Research Fellow,The University of Southampton,United Kingdom,"PhD degree or equivalent professional qualifications and experience to further sharpen your fundamental skills in machine learning. Ranging from traditional to quantum computing, this project provides",about 22 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-The-University-Of-Southampton=CrxV_NNV7RGUYQAlkGUTnw.html
462,462,Reader in Disordered Systems,King's College London,United Kingdom,"13 new posts being advertised across the mathematical sciences. Candidates are expected to have a PhD in Mathematics, Theoretical Physics or a related area, and research expertise in some area of","Southampton, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Anchor-Anchor-Reader-In-Disordered-Systems-Anchor-King-s-College-London=YcVC2W9U7RGUYQAlkGUTnw.html
463,463,Postdoctoral Research Fellow in Al Trustworthiness and Sustainability Assessment,OsloMet,Norway,". The Department of Computer Science offers three bachelor’s degree programmes, a master’s degree programme, and is part of a cross-departmental PhD program. Academic staff at the department are pursuing research in",about 16 hours ago,https://scholarshipdb.net/jobs-in-Norway/Postdoctoral-Research-Fellow-In-Al-Trustworthiness-And-Sustainability-Assessment-Oslo-Met=h77VLDlk7RGUYQAlkGUTnw.html
464,464,MSCA PhD fellow in Developing Efficient Methods for an Accurate Energy Ranking of Molecular Crystals,University of Luxembourg,Luxembourg,"Potentials. In the PHYMOL collaboration we bring together leading experts in the fields of molecular simulations, quantum chemistry, crystal structure prediction, intermolecular modelling, spectroscopy","Strand, England",https://scholarshipdb.net/scholarships-in-Luxembourg/Msca-Ph-D-Fellow-In-Developing-Efficient-Methods-For-An-Accurate-Energy-Ranking-Of-Molecular-Crystals-University-Of-Luxembourg=F2-anEdR7RGUYQAlkGUTnw.html
465,465,Postdoc in Distributed Multi-Antenna Signal Processing and Flexible…,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg",Luxembourg,"of interest include IoT verticals, unmanned aerial vehicles, integrated satellite-space-terrestrial networks, quantum communications and key distribution, spectrum management and coexistence, tactile Internet",about 21 hours ago,https://scholarshipdb.net/jobs-in-Luxembourg/Postdoc-In-Distributed-Multi-Antenna-Signal-Processing-And-Flexible-Interdisciplinary-Centre-For-Security-Reliability-And-Trust-Sn-T-University-Of-Luxembourg=o0hmPC5l7RGUYQAlkGUTnw.html
466,466,"Research Associate/ PhD student, Correlated Magnetism: From Frustration To Topology""",TECHNISCHE UNIVERSITAT DRESDEN (TU DRESDEN),United Kingdom,positions as Research Associate/ PhD student (m/f/x) (subject to personal qualification employees are remunerated according to salary group E 13 TV-L) which entail 50% - 75% of the fulltime weekly hours,about 22 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Associate-Ph-D-Student-Correlated-Magnetism-From-Frustration-To-Topology-Technische-Universitat-Dresden-Tu-Dresden=Th3kj_lR7RGUYQAlkGUTnw.html
467,467,PhD Position in Tunable Metasurfaces for Analog Image Processing,University of Amsterdam,Netherlands,ambitious PhD candidate to perform fundamental research at the interface of nanophotonics and two-dimensional (2D) quantum materials for the project “Tunable metasurfaces for analog image processing”. Optical,15 minutes ago,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Tunable-Metasurfaces-For-Analog-Image-Processing-University-Of-Amsterdam=5HNrHrhT7RGUYQAlkGUTnw.html
468,468,Research Associate/ PhD student (m/f/x),TU Dresden,Germany,positions as Research Associate/ PhD student (m/f/x) (subject to personal qualification employees are remunerated according to salary group E 13 TV-L) which entail 50% - 75% of the fulltime weekly hours,about 15 hours ago,https://scholarshipdb.net/jobs-in-Germany/Research-Associate-Ph-D-Student-M-F-X-Tu-Dresden=xKRTKmhQ7RGUYQAlkGUTnw.html
469,469,Reader in Disordered Systems,King's College London ;,United Kingdom,"at King’s, with 13 new posts being advertised across the mathematical sciences. Candidates are expected to have a PhD in Mathematics, Theoretical Physics or a related area, and research expertise in some area","Layer de la Haye, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Reader-In-Disordered-Systems-King-s-College-London=dLIxNdFT7RGUYQAlkGUTnw.html
476,476,PhD Studentship: The Role of Zinc in the Adaptation of Diatoms to Conditions of Polar Oceans,University of East Anglia ;,United Kingdom,"apply the latest reverse genetics tools in combination with sequencing and photosynthesis measurements (e.g., carbon acquisition, quantum yield) to characterise the role of conserved low-temperature","Norwich, England",https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-The-Role-Of-Zinc-In-The-Adaptation-Of-Diatoms-To-Conditions-Of-Polar-Oceans-University-Of-East-Anglia=yNtOQL5Q7RGUYQAlkGUTnw.html
477,477,Assistant/Associate/Full - Functional Materials,University of Pittsburgh,United States,"ability to build an externally funded research program, as well as contribute to the teaching mission of the MEMS Department. Applicants should have a PhD or ScD in Materials Science and Engineering or a",28 days ago,https://scholarshipdb.net/jobs-in-United-States/Assistant-Associate-Full-Functional-Materials-University-Of-Pittsburgh=Efsii1xW7RGUYQAlkGUTnw.html
478,478,Associate Professor in Quantum Chemistry,NTNU Norwegian University of Science and Technology,Norway,within the quantum chemistry group that currently has two permanent faculty members. The group focuses on the development and application of a broad range of electronic structure methods with the aim,"Pittsburgh, Pennsylvania",https://scholarshipdb.net/jobs-in-Norway/Associate-Professor-In-Quantum-Chemistry-Ntnu-Norwegian-University-Of-Science-And-Technology=7RrqigBS7RGUYQAlkGUTnw.html
479,479,Associate Professor in Quantum Chemistry,NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY - NTNU,Norway,favourable terms. NTNU is now announcing 16 tenure-track positions. About the position The tenure-track position is located within the quantum chemistry group that currently has two permanent faculty members,about 6 hours ago,https://scholarshipdb.net/jobs-in-Norway/Associate-Professor-In-Quantum-Chemistry-Norwegian-University-Of-Science-Technology-Ntnu=5uzuGBlR7RGUYQAlkGUTnw.html
480,480,Assistant or Associate Professor Unconventional Electronics & Computing Systems (# of pos: 2),Delft University of Technology,Netherlands,". The Department of Quantum & Computer Engineering (QCE) has various openings for assistant and associate professors. You may choose your field of research from our wide range of roadmap topics, based on your vision",26 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Or-Associate-Professor-Unconventional-Electronics-Computing-Systems-Of-Pos-2-Delft-University-Of-Technology=i-XMFBRg7RGUYQAlkGUTnw.html
481,481,Lecturer in Disordered Systems/Analysis,King's College London,United Kingdom,"at King’s, with 13 new posts being advertised across the mathematical sciences. Candidates are expected to have a PhD in Mathematics or Theoretical Physics and demonstrate research expertise in some area at",24 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Lecturer-In-Disordered-Systems-Analysis-King-s-College-London=9zZschlX7RGUYQAlkGUTnw.html
482,482,Assistant or Associate Professor Unconventional Electronics & Computing Systems,Delft University of Technology (TU Delft),Netherlands,". The Department of Quantum & Computer Engineering (QCE) has various openings for assistant and associate professors. You may choose your field of research from our wide range of roadmap topics, based on your vision",8 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Or-Associate-Professor-Unconventional-Electronics-Computing-Systems-Delft-University-Of-Technology-Tu-Delft=ywgsPKtQ7RGUYQAlkGUTnw.html
483,483,Full Time Lecturer Position,Physics,United States,"2208 - Fundamentals of Physics II, PHYS 2213 - Physics II: Electromagnetism, and PHYS 2214 - Physics III: Oscillations, Waves, and Quantum Physics. All course descriptions may be found here. Teaching","London, England",https://scholarshipdb.net/jobs-in-United-States/Full-Time-Lecturer-Position-Physics=q3bTpahi7RGUYQAlkGUTnw.html
484,484,Postdoctoral Researcher â Micro and Nano Technology,Lawrence Livermore National Laboratory,United States,"internally and externally. Perform other duties as assigned. Qualifications PhD in Optical Engineering, Applied Science, or related field. Experience with one or more of the following areas: laser technology",about 5 hours ago,https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Researcher-Micro-And-Nano-Technology-Lawrence-Livermore-National-Laboratory=-0X315hV7RGUYQAlkGUTnw.html
485,485,Postdoctoral Position in General-relativistic Magneto-hydrodynamics of Compact Objects,University of Amsterdam (UvA),Netherlands,nuclear and quantum physicists to include detailed viscous and nuclear effects in these simulations. We will use the outputs from these simulations to predict the ejecta amount and composition and,28 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoctoral-Position-In-General-Relativistic-Magneto-Hydrodynamics-Of-Compact-Objects-University-Of-Amsterdam-Uv-A=-DAlj3Vf7RGUYQAlkGUTnw.html
491,491,Postdoctoral Position in General-relativistic Magneto-hydrodynamics of Compact Objects,University of Amsterdam,Netherlands,implementing a viscous GRMHD extension of our well-established Einstein Toolkit GRMHD solver GRHydro following already established formulations. In a second step we will work closely with nuclear and quantum,3 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoctoral-Position-In-General-Relativistic-Magneto-Hydrodynamics-Of-Compact-Objects-University-Of-Amsterdam=eDSUilhf7RGUYQAlkGUTnw.html
492,492,Reader in Disordered Systems,King's College London,United Kingdom,"Mathematics at King’s, with 13 new posts being advertised across the mathematical sciences. Candidates are expected to have a PhD in Mathematics, Theoretical Physics or a related area, and research expertise in","London, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Reader-In-Disordered-Systems-King-s-College-London=RJKyBX5V7RGUYQAlkGUTnw.html
493,493,Assistant Professor- Analysis,Auburn University,United States,"of mathematical modelling and analysis of quantum, biological, or physical systems, applied dynamical systems, analysis of PDEs, spectral theory, and harmonic analysis. We seek experts who will be able to establish",about 5 hours ago,https://scholarshipdb.net/jobs-in-United-States/Assistant-Professor-Analysis-Auburn-University=5GZRBnVU7RGUYQAlkGUTnw.html
494,494,PHY197H1F - Modern Physics for the Curious - Sessional Lecturer (0.5 FCE) - (Emergency Posting),University of Toronto,Canada,", quantum physics, unification forces, string theory, and big bang cosmology. The intriguing story of these integrated phenomena unfolds over a wide distance and a long time. Students from diverse academic","Auburn, Alabama",https://scholarshipdb.net/jobs-in-Canada/Phy197-H1-F-Modern-Physics-For-The-Curious-Sessional-Lecturer-0-5-Fce-Emergency-Posting-University-Of-Toronto=yy989FZU7RGUYQAlkGUTnw.html
495,495,Researcher in Solid State Physics - Theoretical modelling of catalyst and solar cell materials,Uppsala University,Sweden,electricity in a fuel cell will be studied. Special focus will be on high entropy alloys and their surface properties. Quantum mechanical calculations for solar cell materials based on perovskites will also be,about 1 hour ago,https://scholarshipdb.net/jobs-in-Sweden/Researcher-In-Solid-State-Physics-Theoretical-Modelling-Of-Catalyst-And-Solar-Cell-Materials-Uppsala-University=L4x72c1f7RGUYQAlkGUTnw.html
496,496,PhD candidates - Advanced Multifunctional Materials Science (# of pos: 3),National Centre for Nuclear Research,Poland,"approaches, based on radiopharmaceuticals, to defeat cancer disease. Read more about NOMATEN development at http://nomaten.ncbj.gov.pl Multiple positions exist on the PhD student levels in NOMATEN Research","Downtown Toronto St James Park, Ontario",https://scholarshipdb.net/scholarships-in-Poland/Ph-D-Candidates-Advanced-Multifunctional-Materials-Science-Of-Pos-3-National-Centre-For-Nuclear-Research=8GVkf1hZ7RGUYQAlkGUTnw.html
497,497,"Postdoctoral Research Associate - AI/ML Accelerated Theory, Modeling and Simulation for Materials",Oak Ridge National Laboratory,United States,"scientific conferences and meetings Basic Qualifications: A PhD in Physics, Materials Science, Chemistry, or a related field completed within the last 5 years Strong background in developing and/or applying",22 days ago,https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Research-Associate-Ai-Ml-Accelerated-Theory-Modeling-And-Simulation-For-Materials-Oak-Ridge-National-Laboratory=kgMOReJh7RGUYQAlkGUTnw.html
498,498,Postdoctoral Research Fellow in Theoretical and Computational Chemistry,UiT The Arctic University of Norway,Norway,"The position A Postdoctoral Research Fellow position is available at the Department of Chemistry , Faculty of Sciene and Technology with the research group Hylleraas Centre for Quantum Molecular",about 11 hours ago,https://scholarshipdb.net/jobs-in-Norway/Postdoctoral-Research-Fellow-In-Theoretical-And-Computational-Chemistry-Ui-T-The-Arctic-University-Of-Norway=hVekqKJQ7RGUYQAlkGUTnw.html
499,499,M-22109 PhD STUDENT - ION MANIPULATION WITH LASER LIGHT FIELDS,Luxembourg Institute of Science and Technology,Suriname,"their strategies. https://www.list.lu/ You ‘d like to contribute as a PhD Student? Join our Materials Research and Technology department Through its research into advanced materials and processes, the “Materials",16 days ago,https://scholarshipdb.net/scholarships-in-Suriname/M-22109-Ph-D-Student-Ion-Manipulation-With-Laser-Light-Fields-Luxembourg-Institute-Of-Science-And-Technology=wajNYcVT7RGUYQAlkGUTnw.html
500,500,Associate Professor (UHD) in Advanced Cryogenic Technologies,University of Twente (UT),Netherlands,"electron microscopy and quantum technology. A further challenge is to establish cryogenic cooling at minimum size, weight and power. ACT has a development line of micromachined cryogenic coolers specifically","Oak Ridge, Tennessee",https://scholarshipdb.net/jobs-in-Netherlands/Associate-Professor-Uhd-In-Advanced-Cryogenic-Technologies-University-Of-Twente-Ut=J_3PlLBa7RGUYQAlkGUTnw.html
505,505,Doctoral students in Electrical Engineering with research in cryptology (PA2022/3431),University of Lund,Sweden,gender equality and diversity as a strength and an asset. Work duties The PhD research project is in the area of cryptology and includes an investigation into one of the following research topics: Security,about 3 hours ago,https://scholarshipdb.net/jobs-in-Sweden/Doctoral-Students-In-Electrical-Engineering-With-Research-In-Cryptology-Pa2022-3431-University-Of-Lund=4MzhPFla7RGUYQAlkGUTnw.html
506,506,Doctoral Candidate (PhD student) in Waveform Design for 6G Integrated Terrestrial/Non-Terrestrial...,University of Luxembourg,Luxembourg,"The Interdisciplinary Centre for Security, Reliability and Trust (SnT) invites applications from highly motivated PhD candidates in the general area of edge artificial intelligence (AI) for 6G",7 days ago,https://scholarshipdb.net/scholarships-in-Luxembourg/Doctoral-Candidate-Ph-D-Student-In-Waveform-Design-For-6-G-Integrated-Terrestrial-Non-Terrestrial-University-Of-Luxembourg=bKLnKGhh7RGUYQAlkGUTnw.html
507,507,Professor / Lecturer in Disordered Systems / Statistics,King's College London,United Kingdom,"post are expected to have a PhD in Mathematics, Theoretical Physics or related areas, and research expertise in some area of Complex and Disordered Systems (understood in a broad sense), with","Strand, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Anchor-Anchor-Professor-Lecturer-In-Disordered-Systems-Statistics-Anchor-King-s-College-London=fQdNcUZa7RGUYQAlkGUTnw.html
508,508,ACADEMIC - Postdoctoral Research Associate,Durham University,United Kingdom,"of the Departments of Mathematical Sciences or Physics. Responsibilities: To play an active role in our research activity in supersymmetric quantum field theory, working with members of the research group and",about 21 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Academic-Postdoctoral-Research-Associate-Durham-University=sDKqiHpm7RGUYQAlkGUTnw.html
509,509,Postdoctoral Associate,Virginia Tech,United States,on the preparation and photo(electro)chemical characterization of molecularly modified titania surfaces for applications in photocatalysis and quantum sciences. The project will involve the synthesis of small,"Durham, England",https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Associate-Virginia-Tech=YZTwBq5Q7RGUYQAlkGUTnw.html
510,510,Research Scientist/Research Software Engineer in High Performance Computing (HPC),Helmholtz,Germany,". You have some programming experience. More specifically, your profile is: Master`s degree, ideally followed by a PhD degree in Computer Science, Mathematics, Physics, or similar fields Self-motivated",about 2 hours ago,https://scholarshipdb.net/jobs-in-Germany/Research-Scientist-Research-Software-Engineer-In-High-Performance-Computing-Hpc-Helmholtz=hXgEBp9Q7RGUYQAlkGUTnw.html
511,511,PhD student Molecular and Cellular Neurobiology,Delft University of Technology (TU Delft),Netherlands,PhD student Molecular and Cellular Neurobiology PhD student Molecular and Cellular Neurobiology Published Deadline Location today 2 Dec Delft How do neurons form networks? What are the molecular,"Blacksburg, Virginia",https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Student-Molecular-And-Cellular-Neurobiology-Delft-University-Of-Technology-Tu-Delft=wCP8Ubpa7RGUYQAlkGUTnw.html
512,512,Lecturer/ Senior Lecturer/ Reader: Geo-Energy Systems,University of Glasgow,United Kingdom,"Changers Together. Knowledge, Qualifications, Skills and Experience Knowledge/Qualifications Essential: A1   Scottish Credit and Qualification Framework level 12 \[PhD\] or equivalent in related discipline",about 17 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Lecturer-Senior-Lecturer-Reader-Geo-Energy-Systems-University-Of-Glasgow=1xu1PdFj7RGUYQAlkGUTnw.html
513,513,Professor / Lecturer in Disordered Systems / Statistics (With Applications to Life Sciences) (Two Posts),King's College London ;,United Kingdom,"for the Disordered Systems post are expected to have a PhD in Mathematics, Theoretical Physics or related areas, and research expertise in some area of Complex and Disordered Systems (understood in a broad sense",24 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Professor-Lecturer-In-Disordered-Systems-Statistics-With-Applications-To-Life-Sciences-Two-Posts-King-s-College-London=63GRHnxa7RGUYQAlkGUTnw.html
514,514,"Public selection procedure based on qualifications and interview, is announced for the recruitment...",SISSA,Italy,Temporary JOB STATUS Full-time HOURS PER WEEK 36 OFFER DESCRIPTION Migration and optimisation of Quantum ESPRESSO codes on hybrid architecture machines and their interfacing with software for the management,15 days ago,https://scholarshipdb.net/jobs-in-Italy/Public-Selection-Procedure-Based-On-Qualifications-And-Interview-Is-Announced-For-The-Recruitment-Sissa=bMFCywZS7RGUYQAlkGUTnw.html
520,520,NATS-159-22-R - Research Assistant / Research Associate in Biomedical Optics,University of Kent,United Kingdom,relevant discipline PhD in relevant area or research towards PhD completed and draft PhD thesis in an advanced state experience in undertaking research in an optics lab or equivalent developed prior research,"Canterbury, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Nats-159-22-R-Research-Assistant-Research-Associate-In-Biomedical-Optics-University-Of-Kent=i3I3-lpi7RGUYQAlkGUTnw.html
521,521,POSTDOCTORAL RESEARCH FELLOW IN ASTROPARTICLE PHYSICS,NTNU - Norwegian University of Science and Technology,Norway,"ray and multi-messenger physics, dark matter, active galactic nuclei and quantum chromodynamics. The APP Group is part of the Department of Physics, which currently employs about 180 people. On average",about 7 hours ago,https://scholarshipdb.net/jobs-in-Norway/Postdoctoral-Research-Fellow-In-Astroparticle-Physics-Ntnu-Norwegian-University-Of-Science-And-Technology=U2IC7zBi7RGUYQAlkGUTnw.html
522,522,POSTDOCTORAL RESEARCH FELLOW IN ASTROPHYSICAL FLUID DYNAMICS,NTNU - Norwegian University of Science and Technology,Norway,"objects, cosmic ray and multi-messenger physics, dark matter, active galactic nuclei and quantum chromodynamics. The APP Group is part of the Department of Physics, which currently employs about 180 people",6 days ago,https://scholarshipdb.net/jobs-in-Norway/Postdoctoral-Research-Fellow-In-Astrophysical-Fluid-Dynamics-Ntnu-Norwegian-University-Of-Science-And-Technology=bSlh6DBi7RGUYQAlkGUTnw.html
523,523,Lecturer or Senior Lecturer (Physics),Cornell University,United States,"II, PHYS 2213 - Physics II: Electromagnetism, and PHYS 2214 - Physics III: Oscillations, Waves, and Quantum Physics. All course descriptions may be found here.  Teaching assignments rotate semesterly",5 days ago,https://scholarshipdb.net/jobs-in-United-States/Lecturer-Or-Senior-Lecturer-Physics-Cornell-University=zxhfW6xk7RGUYQAlkGUTnw.html
524,524,Postdoc for generation of Orbital Angular Momentum using Artificial Intelligence for Quantum OCT,Delft University of Technology,Netherlands,the experience in building such algorithm. The position is therefore very experimental and the results will be part of a compact demonstrator. - PhD in Optics/Photonics - Strong Knowledge on beam generation and,"New York City, New York",https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-For-Generation-Of-Orbital-Angular-Momentum-Using-Artificial-Intelligence-For-Quantum-Oct-Delft-University-Of-Technology=UyCblbVP7RGUYQAlkGUTnw.html
525,525,DI-10 Ph.D. studentship: Development of chemical anti-counterfeiting tags for the protection of...,Tyndall National Institute,Ireland,". High levels of initiative, project management, self-management, achievement-orientation, and motivation are encouraged. Expertise in nanomaterial synthesis and characterisation (i.e. carbon dots, quantum",about 6 hours ago,https://scholarshipdb.net/scholarships-in-Ireland/Di-10-Ph-D-Studentship-Development-Of-Chemical-Anti-Counterfeiting-Tags-For-The-Protection-Of-Tyndall-National-Institute=Z_CeV3pV7RGUYQAlkGUTnw.html
526,526,DI-11 Researcher: Development of chemical anti-counterfeiting tags for the protection of cultural...,Tyndall National Institute,Ireland,"the general scope and level of the post. Essential Criteria To make the most of this exciting opportunity, you will Have a PhD in Materials Science, Chemistry, Physics, Engineering or have an equivalent and",2 days ago,https://scholarshipdb.net/jobs-in-Ireland/Di-11-Researcher-Development-Of-Chemical-Anti-Counterfeiting-Tags-For-The-Protection-Of-Cultural-Tyndall-National-Institute=ZpnKZXpV7RGUYQAlkGUTnw.html
