,distance,number_of_the_match,official_code,official_job_name,matched_Unnamed: 0,matched_organization,matched_position,matched_link,matched_location,matched_date_added
193,156.9072,1,11-9199.01,Regulatory Affairs Managers,193,SandboxAQ,Federal Marketing Manager (Fixed Term),https://jobs.quantumapalooza.com/u/BgAAAAABjS-nngB1hzcYozEuwvAD-CVvQG5u_32nRqTxwYsBQN3jkLkuT08aEIRBN8SrN4xuTrZj4GuGX5R9DObW9v9qp6GbmaVcQP8SQApo7HKLeut1v0aszwxmvZOCR0CGAf2u4fFCH4ZtY5LGfBMbtUm8uLGFJMg==,USA; District Of Columbia; Washington,2022-08-13
194,99.46505,1,17-2199.05,Mechatronics Engineers,194,ColdQuanta,LabVIEW Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iPhgiCsry5sSYkGZ61ygFeHcfvGy0zTNDu0hzWm6OE4gouQda47TDiKmJPVdc42_UOiGcpnb0wnCFtHkciUJf4zc3GFFnhrm8qKA2zhdN8xezIU_zQ_rormzTA3MifuePTggcIKfKVxTNPiVUXvCV-7A==,United Kingdom; Oxford,2022-08-12
195,39.06287,1,13-1082.00,Project Management Specialists,195,D-Wave Government,Project Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-icwC_ynYUgS52FXi-PoJ8Nve0-almH_JQsiZWSTgxucLZcVoIs6jY75QEKvIBbz7iH5nK4x4GXBq3CuQZWi9nZ6FJRtpX2WIyypcOTPRQ7ZV4vlJHFjh6ABOhO4HtM0VThcneZC7gJFEjhgVZuQjKnjg==,Canada; British Columbia; Burnaby,2022-08-12
196,138.24815,1,29-2011.01,Cytogenetic Technologists,196,FormFactor,Quantum Business Development Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-irBxdqkJ5XAErXZx-Lt7Y_K0OB0u1QtuIBsKyHrnJuTiSdgkDmMBVRMC9fZrX-DhdbOw_hL21_Zxdy6R5GlmnV1uHWCGU1vR6mll5bg27EdZ3QkNmWxi568v0_AvpMOjidL4fZkwY5B2yGXusb1BugXg==,USA; Colorado; Boulder,2022-08-12
197,74.3846,1,19-2012.00,Physicists,197,IonQ,"Staff Physicist, R&D",https://jobs.quantumapalooza.com/u/BgAAAAABjS-klKJV7h1dXlPMfw5lbnZOSxufAb-FpEjTcZBYlLjLXKoMSPimRTEzKEYkuxmtX1xCESMwgt9cLxSxDHI_A5m9BTTUaBTe5otUwdP8Owg8jFRxPC1HzT3-7iBAHU0EemhAUABLF5KsrF291IxD5wU_5cA==,USA; Maryland; College Park,2022-08-12
198,108.1181,1,15-1221.00,Computer and Information Research Scientists,198,Microsoft,Senior Research Software Development Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lLEVNAO3Z-g51uTfzbK29iWAbI6Pq_AhisSjBzU-NEalPmgKLADA-k-prP8Y6m4PzXI_aA_wtAZBRpoUpxqMxeKpxdwVd8RFuH9ZGxb_bfZyKGhspUyhh3XPPyxK3s1MRtMDg2GuPlqYeH1w74YfEVLg==,Germany; Berlin,2022-08-12
199,136.16232,1,15-1221.00,Computer and Information Research Scientists,199,Microsoft,Senior Researcher - Machine Learning for Molecules,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lLijANKaz141jddcksHKXsMwZuxip_8B233YU32jULfVvgtsqYT6L0pi3UuUeqiwbIbU76zSSWMqnkesvllXLEdmvzeSdu3o81b_amwi5YJf6ADhFhQf6wBlhMpgPBHBoxS2tSmIk6zobtO2oioxQj8Q==,Germany; Berlin,2022-08-12
200,124.637886,1,15-1299.09,Information Technology Project Managers,200,Pasqal,Frontend Software Engineer - Cloud Services,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mEZiaY8ZfdFSBq39iyIolHdGWoK3DjQaT2DDDeHXCz8twYossPPczARG4gREnCUzqHDi5NXJ0bpo8giGWa0XD3xfCf0zOyD2PafUcGHBKj4s7tVOPr46ZntAbp_1C1_m61jPnlD5JuXpByts7hC2RH_g==,France; Palaiseau,2022-08-12
201,152.43051,1,25-1052.00,"Chemistry Teachers, Postsecondary",201,SandboxAQ,PhD Residency - Tensor Networks for Computational Chemistry,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nr1BoFEvX9imPeIPCl8YkJEWdo5qXJoEZk3Q41UMbyN9hoOQoLivhFKqfEjsLIQJZzIS2E5wXOn2vkM-8Qss9N9Yqu8ET1mBsUMGoPZj_LKvBKrC_Rwt5DH-CXuf96Ncp3x-f2kuaNCjIvyZwe-B-A0A==,USA; California; San Francisco,2022-08-12
202,106.744675,1,17-2199.07,Photonics Engineers,202,Keysight,Quantum/EDA Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kwmNJdVwKeqWItSDPOAONEd94OuS9r4WQspfSszxCzoBpo_oIxmYha5FuVTKDGCDrdQzy5KHGhIM80Bb_dsRI9GV6xTA0uuwvuGOunZRtbAhc971YgjzM0mkMiQ1zdKkxy9YeYBWqhr2p_wjxMDRyuxQ==,USA; Washington; Everett,2022-08-11
203,275.9292,1,43-4141.00,New Accounts Clerks,203,IBM,Entry Level Hardware Developer: 2023,https://jobs.quantumapalooza.com/u/BgAAAAABjS-juVaev0d9JU9rabuK00e59ba1Y2rAWo1LG4iPoXamCuxgKS006knVZNoltK1SLCReM-lLu-ym9ilJX6R57NTMFzmAarfZ6m-Q-VD7SzfHiOm1ZdOVU_qKVf3ddmORE4SUrSTvAbXBuCC1Oc5XbRSgHrQ==,USA; Texas; Austin,2022-08-10
204,237.46857,1,29-2011.02,Cytotechnologists,204,Pasqal,Quantum Algorithms Scientist (Canada),https://jobs.quantumapalooza.com/u/BgAAAAABjS-mHy-bieND3Dtz5TNcwACM7QNOJugCx3Z-LTbkjuI7DB8JmoBUfLSiDq-EpTocGPLgCJErMxjX0t7LzrkQMuCdY1GnyQ2QGGIWFakUoUqfmoHKObFzKfMHeTa_RG-dB2wsY2D8vgBWLo0tnTg6LbuGEUQ==,Canada; Other,2022-08-10
205,213.8399,1,15-1243.00,Database Architects,205,Amazon Web Services (AWS),"Software Dev Engineer III, Amazon Braket",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hqnM1XjqB8QMCpn40Wuq7Mo6XEdwSv4fvGinme8Wftw9O-W4HVoc5UGuKKogV2RPnyiGk83OX2QzXtqftuKn1m9fpFpEgLeMktyJbCecbmhuwdl5K9MLZbVcrQXVPVUMqjHULbYpbvh8iYaCgYP-VmyQ==,USA; Washington; Seattle,2022-08-09
206,108.984375,1,17-3028.00,Calibration Technologists and Technicians,206,ATOM Computing,Laboratory Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h0zx8HhVyTljVjlG1MtMr0P3R18tKialqy86ys44ZffwnBoScemLOYpJJhBo_AQcGAEO0zZ8WimOOt0qbihxjmQCUTGX6E3tzdenanYERqYo8V1wiLl9b5TMmoT69773buUyeifv1YqJ8pRqq4WYaH4g==,USA; Colorado; Boulder,2022-08-09
207,157.20947,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,207,IonQ,Senior Corporate Paralegal,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kSsBLc1VXKJJWnyDXW-URJqgkgjUwGaFa4vqkutRDjzadBkGcG5mYsEWQmft_PW1FFr_RuXyeKx8NdNNC1k4Dxc0Hkbw26xPqVSyfzUOrZHy0lr-ETX3ooeZn1rQghKsV8c6l-PMTniNxF9gpkaYKY8g==,USA; Maryland; College Park,2022-08-09
208,82.79106,1,15-1253.00,Software Quality Assurance Analysts and Testers,208,IonQ,"Staff Software Engineer, Automation and Calibration",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kmjqcEr7b2gNhxnT9rALCD3VkTHOTHT1VC0jbam3BZIbQkvtH7x7wD9Po-cQSyeFeqO_5ucVNgEFu1y2AAEUWCB3qCPZmFmkbkipte58UyRkq0Hrn2Ws_kY2SfhHGhdJRNp_hy5A7RuEC78J8i2Q15Hw==,USA; Maryland; College Park,2022-08-09
209,112.10968,1,11-1011.00,Chief Executives,209,Microsoft,Senior Technical Program Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lMzIMhVh1DLaHq2aVBAZpNnyPuG0a7pfcn5sY14lCgIVRxW74qiZtz_nNorPW_d1lO9pCkGXWf6nSG0D2fgPCNK5YF9buFFxGrhCWagrTRg8EzdjAqy_sb1RCs8CvNTtr6F-rv5ZXoPkBkZLFsNnFv-Q==,USA; Washington; Redmond,2022-08-09
210,125.48126,1,17-2112.02,Validation Engineers,210,Riverlane,DevOps Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nhhNhmYZAGtec9KuURdjEkIGxoPxDElbjgIEMo_vLERNnYo2wMiULYRXlnkyXOM0QiqI5uUx91dyZrAAs2Ll5cibjmHH_ty0V3K7eu2zSqPT6lJWAEyQ5aZtdwPwIq220z6XLPYT-0YFZJo85csIM_EQ==,United Kingdom; Cambridge,2022-08-09
211,141.18558,1,11-1011.00,Chief Executives,211,Riverlane,Senior DevOps Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nkv91LJbxPELMcineRIMLhY-X3OAGhpyvAe5bxvAkynaghtwORZZvfGoUrnasfqvYiMSqtokQ5VuoshsoQP0l5iMO9cXfG7qT_Vumu624XKxSRp33pYcrzXtQ74sFckyEnK8Mk7VHwth-kCKGTtop3Ag==,United Kingdom; Cambridge,2022-08-09
212,96.576866,1,27-3042.00,Technical Writers,212,Xanadu,IT Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ovFFg2INaHZQOpJBrxaVPFTJmbegyamJeUJ7z3isF3Su6sG_2ZaOfkpAvtv05EAeAGl2PqYcVeqRAJKUK5vzgnGTsvjDxOr8tPqne0vVzqcJeoorKkA5j7ttA0456wyea2QSDTcFjNZKBVmM-IodXX8A==,Canada; Ontario; Toronto,2022-08-08
213,71.00712,1,11-1021.00,General and Operations Managers,213,Xanadu,Operations Administrator,https://jobs.quantumapalooza.com/u/BgAAAAABjS-owX62vyT4O59U1gyu70x3uPuyH02lN9CNfwuVl8aK0oT5BvHwvBSUu1fh18MleXy7WlmQJE2Tpo6Yt6QKOFO1PT0EQ7uje8rWUxRPQ-h7sQmdwkFkAp42jAkyZHy8oZSNaph9ojkTZb7BEIQWtd12JZg==,Canada; Ontario; Toronto,2022-08-08
214,90.591095,1,13-2051.00,Financial and Investment Analysts,214,ColdQuanta,Senior Analyst-Program Finance,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iV3YLTlKA8zfWMfTyFRxaioskUS9naEGnl9MeWOSGw8WMO7S-OR6esqOK2JcxF0olVA5JgllFOdmtqVWXOSn8pw-FzrwQZHF8h3R0XshM-_i3AlUJApU6aMVgmdXgXrHvezjbVqreLpvAcV-pgNlmjyA==,USA; Colorado; Boulder,2022-08-07
215,47.831528,1,17-2141.00,Mechanical Engineers,215,IonQ,"Mechanical Engineer, Integrated Devices",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kL08WEMUOD6A0pHsEZOZ3B4bbKNd5axmLw_awNQ1-PxvfBAtzjkh90OSoFHh9a2ruXqaFymLpNaLo0qtu_4lsHzliW__RoJ0INgOzdEUQBHmWif0CyMfFn-WRHFuslvMfAJlCHMPswdHEGMOK6WkQycA==,USA; Maryland; College Park,2022-08-07
216,125.48126,1,17-2112.02,Validation Engineers,216,Quantinuum,DevOps Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mw4bLPD7P0eNgRAnPp6ijkCh6Tv5EGHp_7ShFwmAN3Dpa58_vnXGzXLoFaJOEhmEGX72ISnZs-aKmvDVwkE7HUoYEPshfDGCzAvB3CoURfgLt3DXcSBUTgCgYjMeJfgd8e4FwFh6Bhy4Zq_9-Urd9FiQ==,United Kingdom; Cambridge,2022-08-07
217,134.276,1,15-1221.00,Computer and Information Research Scientists,217,Quantinuum,Technical Project Manager - Quantum Machine Learning,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m0aUz2EVLGLNoY0dBndJVH8TuYXGllnWxi7P2hew_-Oi35jzso6CXumC56BmSMX_NCIheNbYXie8SqXgwp96qVVVGxOn6tcxFvcQvrkiv9Oa8knHgrfN6HKE8CpBweFjoEQIU_wP75a56502-TTXOr3A==,United Kingdom; London,2022-08-07
218,116.94762,1,15-1299.06,Digital Forensics Analysts,218,Amazon Web Services (AWS),"Software Engineer, AWS Cryptography",https://jobs.quantumapalooza.com/u/BgAAAAABjS-huzXuJG6ZL7nE_9j7XjOB_bOMTYz1SBWmov6D4mLKFtW0OZrIrGPqMExXnTL897X71ZdB9x9RSBUaqgQTrVUw-uwtX-Le8iIKDBwdPYcT7DoyqMmEoXtMsqwgFcH98rmxKZHCN08fDmCmm-OJUDmlNpA==,USA; Virginia; Herndon,2022-08-06
219,9.246729,1,17-2141.00,Mechanical Engineers,219,ColdQuanta,Mechanical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iQaGIaxSdNT8UxHAbw1hT0CvsB5mWrT5MV0EzpPzsly8NM1Q25LmaNvPPT1jUs7yT82WDQIU-OdcOIAOTqrFlCCD_RJUcZmc5LrUTDv6IKOH7X2aUruLMrCKCINOqYrHX5GHye_GhQGCAk5r5Xb6dvig==,United Kingdom; Oxford,2022-08-06
220,166.77774,1,17-2199.05,Mechatronics Engineers,220,Microsoft,Senior Quantum Engineer - ASIC Design,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lKkgU7YWp-PwHaYLI3njR9R7_JPwSezIps2GkNEnnMa1Z2B1DuWaGuR4yIG5nOmmJASyTLFVkS6suDwMsn8QgKxK7LYUW4bsnkCxdJdOZNBr7opJTetEuSRjCAR6eeyUazsEJW8m0l_Jg38uuyO5dxLA==,USA; Washington; Redmond,2022-08-06
221,126.38607,1,15-1252.00,Software Developers,221,Riverlane,Python Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-njADv4MGaPV8t1kii2DNH9a7_W8AQOdsYw9x4LA70JeL9SmBhQ_ukPmX94vVIaBKBzWZOpUK89F633a33lsC88kDqLY_1iRfdXgZYrtKGyerF4mi8QFkqqmcBNgb5IDmIz1xT1jvfORSq0_NCsrcIBQA==,United Kingdom; Cambridge,2022-08-06
222,128.24443,1,15-2051.00,Data Scientists,222,Pasqal,Quantum Algorithms Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mHJCAzDlYKH2A8mWXMUhaQrxwtTxrUk05rv4tbZDCQyzYjxuPvquBCFN7a6NhHfUkjJ3pNUDLZ6_m_artSSJq_1qle99GglbsVZd7pO0I8k4NOroSW2S6CB2FPShvn9CYOZtwuLgS4i1HLNtEwXM-VVA==,Canada; Other,2022-08-05
223,162.02083,1,11-1011.00,Chief Executives,223,Honeywell,Quantinuum - Senior Solutions Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jofxlMiUV-vgTye_yNhQlQgACsCocN3ly41x9FfYhIHsUpCYhuBp4QoXhlv07vXhH1dr8ryDG4XU0PSftdOhzh9bV0VVq4ECdVEfAojZ2dvMH9FDPctM-hER-5F0fURsJW9TgURa-sbWNX2LScBwoDRg==,USA; Virginia; Richmond,2022-08-04
224,80.92694,1,13-1082.00,Project Management Specialists,224,IonQ,Staff Technical Program Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kqzYjbvAEtWyxYycdFntAwgL9FO2EkD6OfGlI6XL0adqfNbgnXPTko8EHp6oNOxl1Pr7KBDWcYgfCJCK_NAqOhMfcvPXFdTwzIEZduNsRrqLU3mf-3vz5jql8s2jhFs4z5Jo4mCwZjfaVvoZGNblH_Tw==,USA; Maryland; College Park,2022-08-04
225,111.43153,1,19-2012.00,Physicists,225,Northrop Grumman,Sr. Principal Atomic Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lmmUUnx_9VyX1KbMSPFP_VXmLLOmjkbm4oQvlidGcU5-tmZB0otqA9siNf7kQLQhx8nR5xV3fyzcWZfc78HpVIAt8PZ6movDnUqBqEwQo_EI1Ffce30B4G6mzPO2RVOsVnwK7YvlwhyrnnLXv6419Hww==,USA; California; Woodland Hills,2022-08-04
226,37.414543,1,11-3061.00,Purchasing Managers,226,Pasqal,Purchasing Officer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mGmXlcMRCP-8GRkBwwvXRzI5pH7M8p_djKpB2j3IHv2QXOtNYRLEblS6H9k7jdnQeyV_Ug5_KctL1iIHazeJSD3TSMMeYp9QQfWgSG7LCSbHrHLqDZ96OmpH9Do5Lhmid490SArfabVocO6Bab-jJhag==,France; Palaiseau,2022-08-02
227,81.85715,1,27-2012.04,Talent Directors,227,Pasqal,Talent Acquisition Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mNGu3T_DOElSN0Xi8kByYlcKOy5S7zfuXa6miQ0OWZbOFPevL28r-heEFS_b-tTNuD893mjdk0Xaa6CMN6hcVlbk4yrCcqORBEGe5auY6W2eibkF076Jqhh7mZvjkywk-hM-TydVe0H-FUDb7dCp9Ttg==,France; Palaiseau,2022-08-02
228,106.11817,1,17-2051.01,Transportation Engineers,228,Xanadu,Infrastructure Engineer - On Prem,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ovdrp42Ui_0Ao7ofT7WT25ylt5uHOO3zAlrqDMJljH99H_ZDX6Zm_sHYqH0RoR73tsbmLuX-BJgZmFy120YCrhk-l3fCzMRoFUpbjQTlLR6lbhYTkCdxaPAS-zq7O2BHN0zBx_3M8e-XXjoL5ELoXbVQ==,Canada; Ontario; Toronto,2022-08-02
229,144.57468,1,15-1252.00,Software Developers,229,Xanadu,Quantum Error Correction Research Software Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oxUhgB8ki3EoMVj6iEFlZyS_eF6MkDDkZNme55y5dlg9ZouR2k3l5ngdfeJm7siXz65kIcR1t1TDnz0wudtczAliluk7CoDT5VxI2vnZ9g1Df4KpZGzJKu7X_Zsb8xmUNFE2YQTuePXE6257jjQhbBHQ==,Canada; Ontario; Toronto,2022-08-02
230,63.99955,1,11-2021.00,Marketing Managers,230,Zapata Computing,"Assistant Manager, Marketing Projects",https://jobs.quantumapalooza.com/u/BgAAAAABjS-o13q1BRUNedWhNKjo7desRWHVkQk5ze3I4l5dXIJ-rIyFiILaAB7ZMiWcpby4iDsARpmxoiK7eTg95lpMcLDrtkN8MyFjS0sd_ZGxu58g8PNBsOeRvVa6P1vNg8t0KoegzlRO8XvgzgpBh17q623UF2w==,USA; Massachusetts; Boston,2022-08-02
231,112.09528,1,17-2141.00,Mechanical Engineers,231,ColdQuanta,Senior Mechanical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iW67q8I8hbLMQ3xxRQVyHx5_IHvsZ2Cmt4v6xvs3Jn5bJmuhblNgi13pTWwTTVod7NPBwxg76w_GXJ9cagdaXQnoI4BXcituljcmZb41bSbzHI92cR52ohJkC4U0wSl25TxGRcdmIR1iz-Is6cuOlW8w==,USA; Colorado; Boulder,2022-08-01
232,87.81848,1,15-1221.00,Computer and Information Research Scientists,232,IBM,"Research Software Engineer, Enablement & Education",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kARf91pekGDwt3fkP8lLr4y4G2EcNy8tXU-pkg2pqRETn3_euaRFXJNUCr4N6uVL0h0HMoGZyG4XeicKflJLg5ZwNWuD4XnMbcLwURTjd6gLCTXVzKfOpQxjDfAZUDQfsWOc5e-L6D-L0zbgmndJy0lw==,United Kingdom; Hursley,2022-07-30
233,135.6466,1,11-9041.00,Architectural and Engineering Managers,233,IonQ,"Senior Engineer, Developer Relations",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kTkeAP0Z9uALpTxjvaBjIIKqezIMVQIROSIs6vxMLpOJwWtspXBCPOZ4VowrDuAk5PVaElAN1Q6cg0Sd0UR1Itj7UJtL2GuSgsD3WzpmTVD9OZc7K8Liq77rYgrEOMPYiXmedMKrCybkI7xkrfES1Ttg==,USA; Remote,2022-07-30
234,117.222725,1,15-1299.08,Computer Systems Engineers/Architects,234,IonQ,"Staff Software Engineer, Quantum Tools",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kpfz7Oj3Kzzc7f_OcSyHNEICvk2MiN2y4-rcYyejDqboSu1PJ0TWi_Wb4YMtZHsrNXjd_6ip3sCW0227YHhdgntZioiLx6pEBZesGouBKVvfFIfIxuTp3arQp9lc8UjU4intLUakQwWfbXRk79bdzrAQ==,USA; Remote,2022-07-30
235,79.57952,1,19-2012.00,Physicists,235,Northrop Grumman,Principal Transformational Physicist / Sr. Principal Transformational Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-llPHIP6UAGOjD4kz5c9j-sOOLtbtYvZFF8AvLpVtgYtuN-0gqawUQ4e-6GbVvlps1K3tHptMDnDmfmz7NCm7cfl5ud_iLIrn6qfuoinZ3covy6Eq5BfN8nvjzXkSzw4XrHZqU_vMwi4ACbqOKBFtuxmA==,USA; Maryland; Linthicum,2022-07-30
236,138.67302,1,15-1251.00,Computer Programmers,236,Quantinuum,Senior Software Engineer C++,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mz8STAut5IwC_5V0kChvS3pTO073aqeS2BwhOXoaFT7kCGNgNIeLZo3NC1jNnDXQM57IkFCziCSGYEZUhk6YTsK5u0cVBxZ2o4zQ-hu1V-EXnMrbDiemYbydIMwQ74wMCuZksvaB35iklUUWmy8Bo8PQ==,United Kingdom; London,2022-07-30
237,201.41052,1,29-2011.04,Histotechnologists,237,IBM,"Research Scientist - Quantum (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j-xfBnei15ZS6wwqRQ4VXothVcuvJbnTk3go9CCa2I1weCrzFMZ-IzZEYNBTonLzAtVGXclPbb8RG5YN-Dk10yNdyP2Znm8YI19IDS41K6JwLk7QB4l63Tomz-qCWmSN-p8obTOxij4v2JXOJ5DPjJ4Q==,USA; New York; Yorktown Heights,2022-07-29
238,104.61643,1,41-9031.00,Sales Engineers,238,Qblox,Sales Engineer Quantum Technologies,https://jobs.quantumapalooza.com/u/BgAAAAABjS-miqxST1EL53Hea-c9Ng2f0B5D029RxTONWiAIf4ESNyuQpmZfNpmJ84GxjKmXlgMYWmL4H8jZz7-36cRUIfTbJPkFsVIuh7KPnKjnAf_SS__UfljN4I-B6S6cyBV-CkbuDd6LCLzubQZwwaN9UwpsSeQ==,Netherlands; Delft,2022-07-29
239,112.26041,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,239,Qblox,Senior HR Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mjRFQ6JIyKRG2dXxhENGOvk38z5BFnzEdMVbB7oVYsXOAapjqEx_xo0yEuP2O6DOrss2nthvGg4CGBQWV8SnurVoo876r7jqXpFXgYKjMkRGDfIM0gUGMo7nzZbPm0n3NXW41VBXwwZUCPgJqc3ZNGLg==,Netherlands; Delft,2022-07-29
240,125.150345,1,41-9012.00,Models,240,Zapata Computing,Controller,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o1xMDwUy26gsHxiKNhDpaclxrHXOcNSPgNSCi3mdKH9IGZoMLfKK5Pt8cO7TIv8FaPhXBG7AOLH68RLUSundqF5uTgN3v05rU7WDZckfccERbuudE9ixqr6cgAD8SgQUUo0WBtQ6lX164IATeAEdjoPg==,USA; Massachusetts; Boston,2022-07-29
241,141.89056,1,15-1299.06,Digital Forensics Analysts,241,Amazon Web Services (AWS),"Senior Software Engineer, AWS Cryptography",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hpSafblkxOvZ1ujCCYWDVvs-pPISdMZ03S-qU_e9FvXvS_46hJZrX8q4XIJxOQLiPH7D1Tk33zhfoqYfrqUeftRA-2XD9USc3uXOWCkHp1iZ-8VcoBhlGUNEkcEuoS7RtX_i3sCP6ed5Tg6CjbZiY09Q==,USA; Virginia; Herndon,2022-07-28
242,129.17883,1,17-2072.01,Radio Frequency Identification Device Specialists,242,Frequency Electronics,RF Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjS-irvNTXhISzkqcTkZ6uz_6US2xS61V4X2tOU4kl-kj5If5oujsM-i41b1BDt4FWi3hvdG0eNa8ZHwyTQlzC8FUUwZwFg4iaVP4VC-T4maA5u2m7edLoCHwfoWb16PnMPBitXx7yD7jt5ZgJD2obhBytcA==,USA; New York; Uniondale,2022-07-26
243,21.174938,1,17-2112.03,Manufacturing Engineers,243,Photodigm,Process/Manufacturing Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mOSAyiwsXBIyva45MVAMBw2gL-2ymyBq2_jNEVPz8J3qF4n_iKf8p_i_knmiwfdvaTQh4YcBw5QMjTjQ9pDo4fn7800bsFvdVeXgKpV7xvPN9YWjPEvYG5sn-n9ee-mGTL0DSGsqQqCEffbz4wZYzAng==,USA; Texas; Richardson,2022-07-26
244,87.81848,1,15-1221.00,Computer and Information Research Scientists,244,IBM,"Research Software Engineer, Enablement & Education",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kAIb1m-sL3OR3P1AcGc5Z0qH9Qqyw4HGCayobEzEePCgutAwB1gj8oHltB_DPwrF8lhgYxeVGXKyMYbtmdtvB35N6kHrxotQMEvCJNsogCt8-jwYGjYiWzzQqEICLn0_hF2adoulNCkRL2bDZWf6OQvw==,United Kingdom; London,2022-07-23
245,100.171585,1,17-2112.03,Manufacturing Engineers,245,IonQ,Staff Frontend Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kkVflqC9Hoynxm9aqizOXkn3IAZgnUBkmYgVR1TClrcsCYkwmccSa9asG7S_cWjXjq4HRwS9xvnifyjOY_sIaJ0Go6IMOarp5gjqE8pIR0x8lX87g4dl3pQ99tFc_c4ULPg7LPLqsj_huil-FO8GgZGg==,USA; Maryland; College Park,2022-07-23
246,124.393524,1,17-2199.07,Photonics Engineers,246,NVIDIA,"Product Manager, Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABjS-lrRQrv7L2AEe7v1-Ifq6r5Dwebr6rbI1ak-oTxq-LRA3xs-p4E5vxEdcLSgFxMsrpTFbvWNRPB7QgIuFYROpUk8Hi7HHPcT6yo9_NxzJeSYUlGvb_aJ_3rwwyUj_4_8SwXBiRQ-NrmHdcc4GHBCuR7fg==,"USA; New York; New York
USA; Texas; Austin",2022-07-23
247,97.06583,1,15-1253.00,Software Quality Assurance Analysts and Testers,247,Qblox,Test Development Engineer (Hardware/Embedded),https://jobs.quantumapalooza.com/u/BgAAAAABjS-mkN0QwCBDyyNRLZVZZwPRq4VBJqiDSyTtuZC6rQPDMbKZzzcMiI7ZjOg53gZ3-C6iCa7yLFDzR6GWvR9bw4GETGLClrELzsPgZZ4ASzv5FrN3nlItFCJ45sQi-pOzxgtmL5Dn8vJxSPOAqNHqbk_2iuw==,Netherlands; Delft,2022-07-23
248,161.70282,1,29-2011.01,Cytogenetic Technologists,248,Rigetti Computing,Quantum Engineer - Hardware Focus (UK),https://jobs.quantumapalooza.com/u/BgAAAAABjS-nbq1ovWaSg79BM_WLZ6DR9GmpE6EP103s3OscP1E7Tytx0Gmon-G8GJ72gkmtlsI4Pami3nOAJYq5X_Dsd0ZGHXf_cDl8DlCqTULYf9oorhFE9V7es7iELOIWzOFc11798PGkN2hGmfjpMlEDV80uzMA==,United Kingdom; Oxford,2022-07-23
249,120.26308,1,17-2199.07,Photonics Engineers,249,Riverlane,Quantum Scientst,https://jobs.quantumapalooza.com/u/BgAAAAABjS-njhWAKrHrcnxfCliTQhbHXxiEerxxXGo0JLcwXMi-LQOwNvUx-B_XQvikWCndECJ7sX7fwuZq28FKSjmTmQlki-s2Eiem6yF2Sn7f5k0E3vbeolmAsiS-dTmrnjroe0dg4Mt_1s6OXSjp97f8PPSlfbg==,United Kingdom; Cambridge,2022-07-23
