,organization,position,link,location,date_added,real_link,title,type,description,company,key
171,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i6EE5ZwAKXiXkzTFt7aL_tDNbGediSHFU8RwWVQsLLab0PAvDGoSvvU73xFcV2b0mHZJ8fsZST2dxpZYyy7bA_csPm-qZV7C9O5N3DTD1_V8g23YEiCU-SamaBcMcAyV2DqPIeKLcZN3o083g7XyFqqQ==,,2022-05-29,https://careers.google.com/jobs/results/73811352948220614/,,,,,careers.google.com
172,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iZL78Hzk4pR3-Xv4koQf517nkMMCZcGtE5OPD6jxcoTulHI4BOlkEhRcOj_fBIXQyp9KUO9aGTrXSj8CBgDcdI75Mge43Wb5Q2GokvX7TYMznqqMZCPus3L2p96Gwmt4YEf9tL5F5UMmGcisc1QdPQvA==,,2022-05-28,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
173,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iYwW7vR9wSowbNwIIchoYO-fHaOVHGQfgRQcWZg8XTOfrLohBAlBaH8uzra4kATYcFyepbMpHo6vut80altQaNnIAQDRW6Q4qL30iEwvObK4Y6tldcbUxz8lOkQwgt9ZHM_B7uSlQPtleT_CQnfiMpGg==,,2022-05-27,https://apply.workable.com/coldquanta/j/1837F62191/,,,,,apply.workable.com
174,Keysight,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kv3KuMLOCaU7fxjmuPFOBi6S8J_RxVKL90-KM3AXcAf068wf8Sh8tITBkMGbaqYP7NdMWHmh_bCtJjDf8_ncbgKRlLLi9xEXxiuD1s2ejYZ-4m19YTYl7c5MySpm5K488C64MtwQsTyyTt6d4hS4kktg==,,2022-05-26,https://singapore.job-q.com/job/191197/,,,,,singapore.job-q.com
175,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jCPOZahPF9YI6jQtUo9hwwWBz4JoS300Ons4MEbZyacaqgxNBmY5GDzzkiGNvxW2yGxV9LPvMKScYJKBni895Q60hIC4-ISYIn-kSDtL5VhurpXLsPaBbGKdPIqbLEgWI6vWC6yi16088mZlpsN2EGOQ==,,2022-05-21,https://careers.google.com/jobs/results/143328245635261126/,,,,,careers.google.com
176,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m0zwwttdRxNXwT_c5dDXtvF9IdxjA7CG_UCxbOANCGM8FmOeSZq3CKWsuq-dqsDoTuqEm2HiWJtbeJJYPdb8QJuE9crO4658hgAJNYVj15fkr8Wv4tDSyhFJtknwtD27yEbKkwqe0mkz-YISj8ZcmhRg==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
177,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m1g0Imd91W44AoQTvgojM4MLAMIqfowe4qGL3D1bC5Bs2TuOrwDAcXRgDLfYEzSMpJ20xTeiOHEAKDnmtigPkggbt-TrVP-HcUBYxafHIqcPkjNMT-lyUPm0ONuiju5WNsrppN2329VsPC7s2F6GTnIQ==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
178,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m28iOvpVIcvJAr6jlswjRTf3UEv0DKlgxe0xPV1MgbdvKbmdwNEvl1nZXQj-yr_x6R8GdA7isXzlJh4Uy5UIsK-c_jkZoU6BwDE3037Z5MOIKlq_p34rAwh9DRz1e-heI1m927Bl2hiEXHmCE3bkt9Jw==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
179,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m2-VBWgj1AtXkMzpXfuh8hqx_DcW3Omuuh8xwHrK878fVrKCD6GxulWMyOjfHik_w_17XTlgh2pXNz-ss_GLhZ3TKmb4dINJdVeVdtKvu9r8Clk41-FA4zTyvGDdi4OLfbPq5FjmFeoDvP1Nj6JN56DA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
180,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3T2qq3l4yt_BFztsrxKyCOtnklzM1NDkiASNNpPSRng6Ef7qyj63tuIR_IGZGcuAjVSLsHMTKnB-MvMNEy7JQJ4G1rahcVOiMv4SjS9jP0jmjxZpU-_7jHkIzwsXsP-PqFVG8mlcyUtVJRBRextKtMA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
181,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3rBpgnjGOpHvPEyOABBs0lolfW0KWuH84dlj4uAUm0SGIVTEqqA-V0P1d3rFJAlNcsslQEF0QEk5xPg8aJhchG4Ha4MZYdJ1L7CIR5f3C-nSjDbTPLej2FFZQbGoL7lIcRtwt_vOMQ2m_WIQ5wHu7PA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
182,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iWHeIGM35x7ivGrQgUJ145Zg8ilMv3jtFghxWEtBcRql0fDPVjG08rHwttW-DbfJZjwmABmaTrEoyaDct9s-1zU5529sXv2KxaT54V1gK8tFGZeuOvQNgDP8wpPXAxVN1ZbbY7Uf-2ZPzaQjL3Z-h-EA==,,2022-05-15,https://apply.workable.com/coldquanta/j/F0AD8B0AE4/,,,,,apply.workable.com
183,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jIYAThjcdsj0t3_S6w9hYhheCwEbebKhswL9zQLVVhvN4F2m928VBBHEL9mjDg86DeSApXRAbAC0iuKnndu74crTVAfINbzaS4kL88nh10gy3NfCp2OSEr_9frtVUS6FMVueQFzDrvmz5hVBT33dPTfQ==,,2022-05-14,https://careers.google.com/jobs/results/104734183030432454/,,,,,careers.google.com
184,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jX2GMLJU8-s_77Lcn0czctumQb0V6GQHUkyQAN34elfSbfodjB8X0gGMESZmIosfWpqA4fsiW85nztDN24j6LvN6QkGyLK9iS4BCmC-msZe2Q0wdAhJK1juIKAe5YQGDUN5MHTMPvJVUflxDAEomH6yg==,,2022-05-13,https://careers.honeywell.com/us/en/job/HONEUSREQ352348EXTERNALENUS/,,,,Quantinuum,careers.honeywell.com
185,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i1z2BPXK77LifzSD8JmfTjqB8d7rGUxXksKUcQo8hSG6OQ4YzeF6vcJMogppK3SecCy7hg_c_Pe6yBOtQH78dmCYqD7lsHs7iqBusY8ZLyYRWsypAFIutq9tF0QRzxIAZJqyuo30i99sp2k0Zn-TjyRw==,,2022-05-12,https://careers.google.com/jobs/results/108021778632057542/,,,,,careers.google.com
186,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jHJDrvIUqU9pm8nML9Oimfn6rLvvI0shNO1SD9h0Z0K9FZOrTcwGtfop9NNyinlrAAtatuKysDE8saLgsN35LCg-gwBvb0Q7SoYSjI-FsFw2kepfR-cmY6YBSmerOzI8O-6b3cqeXhAnxaZO__QBN2Wg==,,2022-05-07,https://careers.google.com/jobs/results/142012894452556486/,,,,,careers.google.com
187,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jgtrmKC--fFiF4Q4_Q6ITk4TyFqi5aW7k1Hc1yMWmaSJWiiMff0ZpS3Dvqctank14WVXzmAzgTgAXUTqY-7SXyj6N7Tde3oDJNP8h33-m4_GLG_26HepX2NjjyySU0RqXnvIXqzsitltydp98RHEJZqg==,,2022-05-07,https://careers.honeywell.com/us/en/job/HONEUSREQ372022EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
188,NVIDIA,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ltLFDOs7jZRpJCnEe7kHRvKwjnrRw9FOVxjH8154_NFXCprn1_FSXUNgSKKUGf4x2Vb_FcaX3qefGvSd_5GoACSdw6EAJoJhcBFSistCpZBZYBc4CXt6jUSID34_z45ZbMsrxL9GzN1WhLpFnEkoJgDA==,,2022-05-07,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Quantum-Application-Engineer_JR1958877,,,,Nvidia,nvidia.wd5.myworkdayjobs.com
189,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jBViLcSdhsXP3RpfXJtWvOxqwBD3CGrtronXhiMtsqjOV8ZwzhPzku1BBJqG1bR5u90tdpJiKxRtSiDajqU5Z8UNhR6ip75khx_8gwLC1Lb7Dtg7yWD9FECWlykaSjI07bqa9Q0m6fUa93WRzy5K0AJg==,,2022-05-06,https://careers.google.com/jobs/results/95807565415228102/,,,,,careers.google.com
190,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jQgwhy9n7iyXBvYt-Qx8PrBgXcg94B_itFbCZzYvO7R76MN14jvo6CDzSRLqiww_xj4OZWP9FqwUWZ77-pg57BHC_TMtNlIvfpJMsGHhJRkLxJmFUEpV-e4X945vjqLsx-iI32Qz2sRq3VX5hRDC9r5A==,,2022-05-05,https://careers.google.com/jobs/results/107721972198056646/,,,,,careers.google.com
191,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i2-SdVoc1RvdPbIy920xObvTp1Nn_2SYsNsuVq21YjYVQrpb5732pKAAJE1T5v2Zrzr7LvEB7fJ2FCP74R7XrmedqMjBeRmXLSozSK0bAgXmJWg-b5kX8TS5uwjuiALB1dbcDqivILlf-1q6jjB0S4NQ==,,2022-05-04,https://careers.google.com/jobs/results/78370813431947974/,,,,,careers.google.com
192,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iTnNw8cZxs1EAGiU6OhMMgHXnwg3-QU_YEFjM9y8VhkUrPgycisvjgWw0yCVbYl_n1hOK1DQ8KF5rjsfO2OTnuXJT6EnBqbJYL01E5f5aOa5FxgelYztm_LVdbbVvE4c0CfD1yJfKpkSgL6HNdmPn36A==,,2022-05-01,https://apply.workable.com/coldquanta/j/5DF95E827F/,,,,,apply.workable.com
193,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iLTGECgQYvnJTQiNQoisPQsHnwTh1e2duQxLsye7gt1ON3cU8-qOLjhtLb-0r6FzD4KFfPr9KQoypWsbKoVTO99FeISKi0kRKTenQjRzVcg6kvZY__iglbsKqnvU_l1vu4G-gWK7JY24VMxmXXheJKyQ==,,2022-04-30,https://apply.workable.com/coldquanta/j/B6BB720933/,,,,,apply.workable.com
194,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iNX7urbYxN9evpgXzMeWRDhOYIzrBfK3NIU-Jl6Ji3TCcahVnbW5_Ce5BmQb6Faeulj1x9_Q39tJgX_VUBrUnjDMHNz2qXtOFJ7cW9roqw2lPw1sEDSjw-z201JLTRolIJoYQLvRAjVC6gP9lac3hHxg==,,2022-04-30,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
195,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iSgnGLQRG_vg9TYiU1LeW3EBEFV5mbanGWxbKvWm1AiLKlCU1s3RbiFwACHXdRg74hDhSUXb1WF8SNgzc1qSfvN-7DZKtdsPR41SXtRY0bSCuuviLikdNsSd8-U8w_A9w3I9HhrzTe5GHxjuS0XFvbFA==,,2022-04-30,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
196,Quantum Circuits,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m4NSZZWENv1JcSFkDcvAe5WB0nLgKjTOrPGKZlT0W2aLgHRE0X5Q4zun0xnPW5XKHlXZT1UBgxqxC3-sRhbzrwfmrcCxOwQls1dsDWm-FR8DMhYNsu6vSkFenqmGvgZiGL6ZtCSXQpzk7fvrotAfHZkQ==,,2022-04-30,https://jobs.lever.co/quantumcircuits/e3f5e54b-729a-4309-b109-023f4421e543,,,,Lever,jobs.lever.co
197,Quantum Circuits,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m4Rr_X_xedHvYLfC9F23G3qW9jP2j6yWH4K_61vbHrLAIx1M6jKOYP4x70ZJG8pfA2LLbmSqGzRw-QLCA0hBtSaAxHBeM0PVRUYVIdqXIqcVW2YKYYfnwgE3nVPg6EsnF37tCw37U_IBEDsHoVJwwJeg==,,2022-04-30,https://jobs.lever.co/quantumcircuits/f10ac456-1428-4b99-84e0-609f75944a47,,,,Lever,jobs.lever.co
198,Quantum Circuits,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m78exLNWsbHUzUE7qL2Eu2u5q3_PQCUDxq2rmI5SkJHI3QZgr2hnaQGBWbU1OEKkBqgvaZYl5PrOdqEigW71lMEW9WJYLDECQqnIBo335MKz98NyGNu-T5vXDNa9QOgN6TrTlHJeSEqWeYmmgg135Tog==,,2022-04-30,https://jobs.lever.co/quantumcircuits/a0d740ac-dcc7-468d-a010-d1a2176e8330,,,,Lever,jobs.lever.co
199,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-htSt-MY8Oy4Dnws57Ybzt00B5kiL5-vTa6hgRG2h69NiW_0E67u-i6yWTTVCB9H_4p-wFU8-2pQLERLWP4bNz4Xowy33vrtC8krY52ZfGDFD1kviAYdFI4RlTckTRbhZbXQm7I9zr155_JPbJlNZ4qAA==,,2022-04-23,https://www.amazon.jobs/en/jobs/1471687/,,,,,www.amazon.jobs
200,NVIDIA,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lsF-FH1WX2sNbdbkXArRZ8UlXAT_cFe0nb7VTpK8b1ngBs4m-ZALRYBJqNZWwZRvD8dBCtUb8l-mjHfpyUMhsU8_Kfi85AS48aJu4eV2heVqRbXUr_WKqDYYdXH9tLXdPjkpZ4c7RJxaERvs2Z8MsHPA==,,2022-04-23,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Product-Marketing-Manager---Quantum-Computing-SDK-and-Libraries_JR1950185,,,,Nvidia,nvidia.wd5.myworkdayjobs.com
201,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hixhd42V2tgrdU0ZC3c8F4LX92SB8WcWLovnGC6X68LVEQeIyrstGI8kehLkUot4JjWeiaKL7-rx5QvyN2BXO09LEDJ3HM5Wd5fc8PqjwWy_AqNQnBTxhNgXquitfkV64y3slwxZffRWi2sRYkjXL6zg==,,2022-04-22,https://www.amazon.jobs/en/jobs/2034477/,,,,,www.amazon.jobs
202,Aliro Technologies,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hYYlQvrUqtgWq7RhjbDoQW3qLWkkVviYMAeB2Jexa1Cn_C25PDx7LLszKZpfvi3zTJ_uh6-k5tQnSrh7w2KpS0ndFh1KcRYg9SOrFZYIUh85PU1UHlB8Ty694q-tXMbvarzbOJT5Bppxy5zTzaHVoAZg==,,2022-04-16,https://www.aliroquantum.com/careers-aliro#:~:text=Senior/Principal%20Software%20Developer%20(Embedded%20Systems),,,,Aliroquantum,www.aliroquantum.com
203,Aliro Technologies,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hYZim_KSbi6df_9lHKOOP0d1MSY1yweOciQI4gojFKlSCCoUgOok7uxqErC8deXRQN37q9mZHGTmuplDH3FoAHwiCZJKsX88084BL_Obkt7KmDj82vTlMlozxzYw5jj3BvS0c41YfkwgMIGJVx7nencA==,,2022-04-16,https://www.aliroquantum.com/careers-aliro,,,,Aliroquantum,www.aliroquantum.com
204,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jzYOsL8Z2BIZsXt2Wm3off_QmxC0ZU8P_sh_NqQ-BMENCJEGbl4aDpot4oHSs1Xj4VudqeOh_wHGrTQSMcgQZzrE5HogCPmA6zIHx7ekI3gUnAndiZ7_FqO5O1UD6Jj1DFlHSk5Nj4te34h_vNiPktWg==,,2022-04-16,https://careers.ibm.com/job-not-found/?jobid=15561472,,,,,careers.ibm.com
205,Lockheed Martin,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-k-jMhdArsHweZWMb0c5z-26ebZznfTFBsmV00wkWaZAc9rNhY79B6qxhSuz1Xh_fINi1wKunnYXC0IgM9LLy499TX8w9_rp-H9-135_5uf9Ro7dCXVq6egiQ-VmkjbgOc7cgzudU3ps5__M0KfAroaWw==,,2022-04-15,https://www.lockheedmartinjobs.com/job/-/-/694/27190304992,,,,,www.lockheedmartinjobs.com
206,Cambridge Quantum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iJ6l6WQZn-kPPDDGSzha_IRAJ46N33xR42CJQxdk9inRUACv1ddMD7lvUdxPDqi1eEfsDHRvCh4HxIZlz9U1vAf2w8eSFxdaAb-c5AAUu_5J53VIrmWdEBasDSi2lrY-WQ93yipOgvNmAVePZgW78r5Q==,,2022-04-14,https://jobs.eu.lever.co/cambridgequantum/8ccf0741-03e8-4aa4-939b-88d13b4a30e6,,,,Lever,jobs.eu.lever.co
207,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hdPBr3_i9c-2TeqIYRf9MMUFXDJ_SR5grKcDixzoxQItHoyIS5S-nFbEjjumaGHgHJwBTJUlPAkBW0kygMGMZuKby4crXIGSRxebzh1ZygJxPR6_jWE4H-YrrSOF5351HL89xSssoktwtxghVNEvTBWw==,,2022-04-13,https://www.amazon.jobs/en/jobs/2231084/,,,,,www.amazon.jobs
208,Booz Allen Hamilton,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iBUhqpOEWteNOlFVhoDLbjO6jSTUydnyS2bn5CyRwOtKvwrwiTF1On_M-tvTw_3o4ox7XAewuP5_8wB6xeq5VD8Oop2IP7rmqSSnLxnGDfQm7hXldIsDhOsrtH9k4AmdQfBQYjkmcGJYLyyG_Rv9vAdQ==,,2022-04-12,https://careers.boozallen.com/jobs/Error,,,,Boozallen,careers.boozallen.com
209,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nKbBPmChCma_mwBipFte1nxn3ZB8DCzsCaX30NgrgfeDuAPyZA4KWkqz8EQE8qG9o4LudFkuHjHMDqs_wGV58eusEoYgwipZwLmzxqRUn-Bb-75ndxHvCvP6MdtwiwWIRP1da7WfslfSKMtiIxYr2inw==,"Boston , MA , United States",2022-04-11,https://jobs.recooty.com/quera-computing/accounting-qu124,Accounting,Full Time,,,jobs.recooty.com
210,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nO1mF8MLJtwkEnoMbwG5SrAZqAUi_lE-bQ049RL-rLHeDGjq5tg3RS7Km7a9OU6q8SOFsq_BWlAXCDKnZciXHEY1JTcWPyYzljP-jQ34CAQ1RFhxUbXazEzuZwwtNeHo_J87bSlUIXL6IJNeoqFrmSiQ==,"Boston , MA , United States",2022-04-11,https://jobs.recooty.com/quera-computing/human-resources-hr-qu122,Human Resources (HR),Full Time,,,jobs.recooty.com
211,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nOs7YfgRTg0ouyF6n2yPXzbUSGSnEVP4wLRT7uR5WhwIP_tRoeL-UI2zZyQO8etPmF4aMY9f49ZaaTwhmOk4bvR14rtHGTRGyAbteqg5ckzjAWQfCjoARoeq6VnjIkQfUF5as19yKI_YeJQFOkEJBAZQ==,"Boston , MA , United States",2022-04-11,https://jobs.recooty.com/quera-computing/laboratory-manager-qu130,Laboratory Manager,Full Time,,,jobs.recooty.com
212,Cambridge Quantum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iHDiqCw-r_x5H8PU52IpOpRCGVAIM4sA5uUQkGA__Pt-e3Pv1e_K2Z_0YyvM2cP1FjTMM8Z_wQliQos8u3F5rfxJh7Qk4EaBsrMs1gqT30WDb9NKapIehiRw-kauwro2N6m38gpBPsFLInaVkNElgQfg==,,2022-04-09,https://jobs.eu.lever.co/cambridgequantum/6cdc331c-beef-4fad-8896-aa156df15b26,,,,Lever,jobs.eu.lever.co
213,Cambridge Quantum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iHw3Dm1otd3lDXsAWluZushBFMYSDVeyR_34nXkISFVNKHHjyhrXwwBfctqBLFAOmYhncONR2ue2iSDIwweQ_ckbrYV_Onq48vXe6y02sYTB7qB9EKXRXDIc2bTEaF5cSogUPF_siyaP3vkZRM6aJWxQ==,,2022-04-09,https://jobs.eu.lever.co/cambridgequantum/2fd2b3f9-616e-4298-9398-9d6d624bcf8c,,,,Lever,jobs.eu.lever.co
214,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jNqQkhHYZECHfcUderjPeBBEq7EqiUE4IKoToDulC0DWKLq6_y85Fgcp01yPzHOV7eQ8d0RHIPv09J8xOYmoDmfvqEcJYzsdrv0hRd4ssxqs2ZjM3z1L4_APgwZdT-C_VQVY5aAWjAxwWmHArL85Dk5g==,,2022-04-09,https://careers.google.com/jobs/results/104095770367402694/,,,,,careers.google.com
215,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nNrDw1vfw3xlnqs6EkfKJac-solE3Zc3dNfAF4gM4J0mK70KWEPiKMjmUcvlRUkn6W961GwWJDwUBLqmV5c-k8SDjApHRt2800tNAnJZhnsXI8E6iCqVaxo8ilDtvWefnxx8okFi5Y7QoVYDky1IRYsQ==,"Boston , MA , United States",2022-04-09,https://jobs.recooty.com/quera-computing/electrical-engineer-i-ii-qu129,Electrical Engineer I/II,Full Time,,,jobs.recooty.com
216,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nSr9Ytg7_68MR_sqRwE00DG63MbrgYCsEDP-vN1_GBkJqD1TtI0FFGpmUDAd-8qQOlsJnJblgPf-g58DmFDwzKJBs11r6cW3u7vUUmLwv_Z2Y1CCiAHE29dZNdhpNLBAKgw2TTRWR5ivOEILmSemJpww==,"Boston , MA , United States",2022-04-09,https://jobs.recooty.com/quera-computing/research-scientist-quantum-error-correction-qu127,Research Scientist - Quantum Error Correction,Full Time,,,jobs.recooty.com
217,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jkJSIfk_SX9QzpOYuSBpsh0tCnytK_TZZ-sBNebwh51f09KYqjBJCGqzqhRBYGDWP23mfwreNfU2pb8Dq2-d38Gjiv59Ken-_BU5msn7WVATNa1LzhjZxYIN05N_-7N89RvnsOEDrGFE--MT4IWs9PeA==,,2022-04-02,https://careers.honeywell.com/us/en/job/HONEUSREQ376596EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
218,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jOvbJ4hABFFZgE3ekBg50OCAW8XLfOvdQ-2bsQB4bItjugceVNbaV5NHgS4MVKfcD9WvXQLPFBO9PIE40t1gQ8-O1773es-UVezqFgDUD5hICsHkAT492b9zeKITSNJTqBTfRAdljeMSfCaOdOUXSo4Q==,,2022-03-31,https://careers.google.com/jobs/results/142022446325605062/,,,,,careers.google.com
219,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jB0oTxIgUZDziar6dFaeB_emzuXeV0L872OmQHftJxcJd2jCXFqUJ-GgPzdafNMhXvw-VW7OYf7ni3-gjzqT3tyF3HUE1S4spiZ1hUjz47Lelh3N-Rt5G4ePP-l7W9nSOsn2GYC_qc0L4MRgXVXgYMog==,,2022-03-26,https://careers.google.com/jobs/results/73827399659070150/,,,,,careers.google.com
220,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kJxCvG_CHVyi7ngEKqyet5xsWdCQCzlMhNKRF8bUT1Jdd90N83D9eNCCanKSeeVioz6J4PUzS5-0gkp6PlVwtGbSkGJ1gu0CzF0_iXp9DTPaT7nffvlPOneL5LL73BgFHH3VGo6t5YThII_q1HmzkWpw==,,2022-03-26,https://ionq.com/,,,,Ionq,ionq.com
221,Cambridge Quantum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iIsY1viK86QsnDw9U-I-ktkwF9GAMFcs_WVDFY03_5jPRRJOOuL4X3eNyNZYijy0jugZQOssKnMlwZX1vIHG8AennbglUZesCc7BTO1QD7zQ1ZFuLEMpbFllSNUpMDl-fdlNZcGo-i9krAgY6U7Zl9LA==,,2022-03-25,https://jobs.eu.lever.co/cambridgequantum/b1a0f5b2-5139-4165-92c9-b848b93f305d,,,,Lever,jobs.eu.lever.co
222,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jFx_zdK_tvsjKdNP_2OCczWSa3ypiwmdR-UKOaPwCQPj2RGCeAmXvTyVL2ed0WitVvSMmblhgAzwVwEtOP_2bG7w-BMlAkzzhfAjrxH4snQkcnFHwK1_tO9wuvXcaySFVRiDvCQFL1SZQ-eIjWi-xKLA==,,2022-03-25,https://careers.google.com/jobs/results/97470966654739142/,,,,,careers.google.com
223,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mDnpK6NnBsqbr1u16gRr2LqBCQoBOKDSejfp-21tceFOKgU4wAASz0RS5Gdf49RxbcDB9kPV1C8UTHORodcr7yYQLOOpawApNiN4xpA51uH14vlN1snIDzK_uGhtkrPKbUeSzRbGf4j6w1FngTHqRp1Q==,,2022-03-25,https://pasqal.io/jobs/development-engineer-control-software/,,,,Pasqal,pasqal.io
224,QuEra Computing,About this role ,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nLneB1LYCo_mK96yQ3CdL2P_HkBbDenwMWuX76kSwuDgin65IPThp8FiKKrSxZsZep_3ZXX8UnKS-Q1wZpIJ_rlq6euT5VyypXFfgPDIQUgOBya-ZNsVHmYNdgmHPet1x1Pql2MjKS4WygJRf6YoGleg==,"Boston , MA , United States",2022-03-25,https://jobs.recooty.com/quera-computing/associate-quantum-engineer-qu125,Associate Quantum Engineer,Full Time,,,jobs.recooty.com
225,QuEra Computing,About this role ,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nUp_bL5fJMWZ-fC_GFVZKMW2wBx5by1TsGZ87MNMVglxhlPrJg5WnH7xfXBVFB0FWOFAH44DKoOimZ3Qtm_Cb8JbnmeRPeKInOjjlo30lHD6WGHUJalHhnw027sOICIoDIGBBbtd6fzljGVS1ydxXT9A==,"Boston , MA , United States",2022-03-25,https://jobs.recooty.com/quera-computing/senior-quantum-engineer-qu126,Senior Quantum Engineer,Full Time,,,jobs.recooty.com
226,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mFSCUDUWFj9yDNHedOA3egVyRMEWVeXV3yuIa7FIi5aQnHWRc_MoePNoL5Bi5DLkl2VX0Uc8aZ_FNgZrWmBLnKkNL3bPTuUjbTWUilqRGfMEa_A-Vui5yZm0RpS8CbQKp3tSJMuGEwDX9Q1Zvi8M1OIQ==,,2022-03-24,https://pasqal.io/jobs/integration-engineer-control-software/,,,,Pasqal,pasqal.io
227,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o2kbnR6lbDM3zckBr7jjgZiqEs9de7fD0mSQJBWgRVNFG3In6UYER2iMGdjiyNeh1Bpo_7yPtGci-Ck-Y_dGPGWDfC4O8eDNqNj6ejUtlTtuanf6rbm-StGU0ifNIJabDEWlWK1TclsHTVFg9ehd_JmA==,,2022-03-24,https://zapata.bamboohr.com/jobs/view.php?id=165,,,,Bamboo,zapata.bamboohr.com
228,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mLCAe-rQKlD2puvPeyyjuJN1RoHveEKbYRYvaPal0T2S8t8VfQ0FsVkSxWT1CzPeTMX1-FF1ccrBx-Scaor6Q02pGiAeW0bASIEPg1ww2GtSPzLPe4IRM6kNtJSgtn8Bl4HjKPDekVd3LEeSjR20iiGQ==,,2022-03-22,https://pasqal.io/jobs/senior-embedded-software-engineer/,,,,Pasqal,pasqal.io
